Cell HMS LINCS ID	Cell Name	Small Molecule HMS LINCS ID	Small Molecule Name	Small Mol Concentration	Small Mol Conc Unit	LJP Library Plate	Timepoint	Timepoint Unit	Mean Total Cell Count Before Treatment	Mean Total Cell Count After Treatment	Mean Total Control Cell Count	Mean Relative Cell Count	Mean Relative Growth Rate After Treatment
50105	BT-20	10001-101-1	Seliciclib	3.33	uM	LJP5	72	hr	1097	2834	3769	0.7518	0.6499
50105	BT-20	10138-105-1	Ruxolitinib	3.33	uM	LJP5	72	hr	1097	3857	3769	1.0232	1.0327
50105	BT-20	10148-101-1	XL147	3.33	uM	LJP5	72	hr	1097	3318	3769	0.8803	0.8312
50105	BT-20	10032-101-1	Saracatinib	3.33	uM	LJP6	72	hr	1097	2338	3769	0.6203	0.4644
50105	BT-20	10056-101-1	Selumetinib	3.33	uM	LJP6	72	hr	1097	3360	3769	0.8915	0.8470
50105	BT-20	10052-101-1	Sirolimus	3.33	uM	LJP6	72	hr	1097	2310	3769	0.6128	0.4538
50105	BT-20	10008-101-1	Sorafenib	3.33	uM	LJP6	72	hr	1097	3110	3769	0.8252	0.7534
50105	BT-20	10119-101-1	SU11274	3.33	uM	LJP5	72	hr	1097	3273	3769	0.8685	0.8144
50105	BT-20	10141-101-1	TG 101348	3.33	uM	LJP5	72	hr	1097	2597	3769	0.6891	0.5615
50105	BT-20	10171-101-1	TGX221	3.33	uM	LJP5	72	hr	1097	4159	3769	1.1033	1.1457
50105	BT-20	10079-101-1	Torin1	3.33	uM	LJP6	72	hr	1097	791	3769	0.2098	-0.1146
50105	BT-20	10080-101-1	Torin2	3.33	uM	LJP5	72	hr	1097	644	3769	0.1708	-0.1696
50105	BT-20	10021-101-1	Tozasertib	3.33	uM	LJP5	72	hr	1097	1215	3769	0.3224	0.0442
50105	BT-20	10142-101-1	Trametinib	3.33	uM	LJP5	72	hr	1097	2749	3769	0.7294	0.6184
50105	BT-20	10111-101-1	TWS119	3.33	uM	LJP5	72	hr	1097	2542	3769	0.6745	0.5409
50105	BT-20	10068-101-1	Vemurafenib	3.33	uM	LJP5	72	hr	1097	3335	3769	0.8848	0.8375
50105	BT-20	10481-101-1	Withaferin A	3.33	uM	LJP5	72	hr	1097	568	3769	0.1509	-0.1978
50105	BT-20	10481-101-1	Withaferin A	3.33	uM	LJP6	72	hr	1097	535	3769	0.1421	-0.2102
50105	BT-20	10064-101-1	WYE-125132	3.33	uM	LJP6	72	hr	1097	1166	3769	0.3095	0.0260
50105	BT-20	10084-101-1	WZ3105	3.33	uM	LJP5	72	hr	1097	721	3769	0.1913	-0.1408
50105	BT-20	10086-101-1	XMD11-50	3.33	uM	LJP6	72	hr	1097	2057	3769	0.5459	0.3594
50105	BT-20	10149-102-1	Y39983	3.33	uM	LJP6	72	hr	1097	2903	3769	0.7702	0.6759
50105	BT-20	10109-101-1	YM 201636	3.33	uM	LJP5	72	hr	1097	2295	3769	0.6088	0.4482
50105	BT-20	10053-101-1	ZSTK474	3.33	uM	LJP6	72	hr	1097	1050	3769	0.2786	-0.0176
50105	BT-20	10133-101-1	Afatinib	10.0	uM	LJP6	72	hr	1097	816	3769	0.2166	-0.1051
50105	BT-20	10035-101-1	Sigma A6730	10.0	uM	LJP5	72	hr	1097	1785	3769	0.4735	0.2574
50105	BT-20	10011-101-1	Alvocidib	10.0	uM	LJP6	72	hr	1097	586	3769	0.1555	-0.1913
50105	BT-20	10004-101-1	AT-7519	10.0	uM	LJP6	72	hr	1097	529	3769	0.1404	-0.2125
50105	BT-20	10158-101-1	AZD 5438	10.0	uM	LJP6	72	hr	1097	540	3769	0.1433	-0.2085
50105	BT-20	10059-101-1	AZD-6482	10.0	uM	LJP5	72	hr	1097	792	3769	0.2103	-0.1140
50105	BT-20	10006-101-1	AZD7762	10.0	uM	LJP6	72	hr	1097	456	3769	0.1211	-0.2398
50105	BT-20	10007-101-1	AZD8055	10.0	uM	LJP6	72	hr	1097	119	3769	0.0317	-0.3658
50105	BT-20	10164-101-1	AZD8330	10.0	uM	LJP5	72	hr	1097	3259	3769	0.8647	0.8091
50105	BT-20	10067-101-1	Barasertib	10.0	uM	LJP5	72	hr	1097	1145	3769	0.3039	0.0181
50105	BT-20	10041-101-1	BI-2536	10.0	uM	LJP6	72	hr	1097	951	3769	0.2523	-0.0547
50105	BT-20	10028-102-1	BMS345541	10.0	uM	LJP6	72	hr	1097	711	3769	0.1887	-0.1444
50105	BT-20	10132-101-1	SNS-032	10.0	uM	LJP6	72	hr	1097	775	3769	0.2056	-0.1206
50105	BT-20	10234-101-1	GDC-0980	10.0	uM	LJP5	72	hr	1097	754	3769	0.2001	-0.1283
50105	BT-20	10122-101-1	NVP-AEW541	10.0	uM	LJP5	72	hr	1097	2984	3769	0.7916	0.7060
50105	BT-20	10046-101-1	SB590885	10.0	uM	LJP5	72	hr	1097	3380	3769	0.8968	0.8545
50105	BT-20	10190-101-1	PIK-93	10.0	uM	LJP5	72	hr	1097	1361	3769	0.3611	0.0988
50105	BT-20	10031-101-1	KIN001-043	10.0	uM	LJP6	72	hr	1097	1621	3769	0.4302	0.1962
50105	BT-20	10233-101-1	Alpelisib	10.0	uM	LJP5	72	hr	1097	758	3769	0.2011	-0.1270
50105	BT-20	10161-101-1	Luminespib	10.0	uM	LJP5	72	hr	1097	1241	3769	0.3293	0.0539
50105	BT-20	10045-101-1	A443654	10.0	uM	LJP6	72	hr	1097	437	3769	0.1161	-0.2468
50105	BT-20	10063-102-1	OSI-027	10.0	uM	LJP6	72	hr	1097	1275	3769	0.3384	0.0668
50105	BT-20	10087-101-1	XMD11-85h	10.0	uM	LJP6	72	hr	1097	2433	3769	0.6456	0.5001
50105	BT-20	10017-101-1	HG-6-64-01	10.0	uM	LJP6	72	hr	1097	627	3769	0.1663	-0.1760
50105	BT-20	10039-101-1	WH-4-025	10.0	uM	LJP5	72	hr	1097	733	3769	0.1945	-0.1363
50105	BT-20	10082-101-1	WZ-4-145	10.0	uM	LJP6	72	hr	1097	1200	3769	0.3185	0.0387
50105	BT-20	10091-101-1	XMD16-144	10.0	uM	LJP5	72	hr	1097	1051	3769	0.2789	-0.0172
50105	BT-20	10177-101-1	Brivanib	10.0	uM	LJP5	72	hr	1097	3290	3769	0.8728	0.8206
50105	BT-20	10147-101-1	Buparlisib	10.0	uM	LJP5	72	hr	1097	621	3769	0.1648	-0.1781
50105	BT-20	10055-101-1	BX-912	10.0	uM	LJP5	72	hr	1097	2291	3769	0.6079	0.4470
50105	BT-20	10120-102-1	Canertinib	10.0	uM	LJP6	72	hr	1097	760	3769	0.2017	-0.1261
50105	BT-20	10117-101-1	Celastrol	10.0	uM	LJP6	72	hr	1097	333	3769	0.0883	-0.2860
50105	BT-20	10025-101-1	CGP60474	10.0	uM	LJP5	72	hr	1097	509	3769	0.1351	-0.2200
50105	BT-20	10025-101-1	CGP60474	10.0	uM	LJP6	72	hr	1097	427	3769	0.1135	-0.2506
50105	BT-20	10180-101-1	CHIR-99021	10.0	uM	LJP6	72	hr	1097	2811	3769	0.7458	0.6414
50105	BT-20	10010-101-1	CP724714	10.0	uM	LJP5	72	hr	1097	2233	3769	0.5926	0.4253
50105	BT-20	10009-101-1	CP466722	10.0	uM	LJP5	72	hr	1097	2013	3769	0.5340	0.3427
50105	BT-20	10027-101-1	Crizotinib	10.0	uM	LJP5	72	hr	1097	1085	3769	0.2879	-0.0045
50105	BT-20	10140-101-1	Momelotinib	10.0	uM	LJP5	72	hr	1097	1062	3769	0.2818	-0.0131
50105	BT-20	10020-101-1	Dasatinib	10.0	uM	LJP5	72	hr	1097	1098	3769	0.2914	0.0004
50105	BT-20	10020-101-1	Dasatinib	10.0	uM	LJP6	72	hr	1097	790	3769	0.2097	-0.1149
50105	BT-20	10127-101-1	Dovitinib	10.0	uM	LJP5	72	hr	1097	1357	3769	0.3601	0.0973
50105	BT-20	10069-101-1	Enzastaurin	10.0	uM	LJP5	72	hr	1097	4311	3769	1.1437	1.2027
50105	BT-20	10097-101-1	Erlotinib	10.0	uM	LJP5	72	hr	1097	2595	3769	0.6884	0.5605
50105	BT-20	10157-101-1	Foretinib	10.0	uM	LJP5	72	hr	1097	976	3769	0.2590	-0.0453
50105	BT-20	10040-101-1	R406	10.0	uM	LJP6	72	hr	1097	1650	3769	0.4377	0.2068
50105	BT-20	10047-101-1	GDC-0941	10.0	uM	LJP6	72	hr	1097	889	3769	0.2358	-0.0779
50105	BT-20	10098-101-1	Gefitinib	10.0	uM	LJP6	72	hr	1097	2640	3769	0.7004	0.5774
50105	BT-20	10108-101-1	Geldanamycin	10.0	uM	LJP5	72	hr	1097	629	3769	0.1669	-0.1752
50105	BT-20	10108-101-1	Geldanamycin	10.0	uM	LJP6	72	hr	1097	604	3769	0.1604	-0.1843
50105	BT-20	10172-101-1	GSK1059615	10.0	uM	LJP5	72	hr	1097	354	3769	0.0941	-0.2779
50105	BT-20	10172-101-1	GSK1059615	10.0	uM	LJP6	72	hr	1097	454	3769	0.1206	-0.2405
50105	BT-20	10134-101-1	GSK1904529A	10.0	uM	LJP6	72	hr	1097	3785	3769	1.0043	1.0060
50105	BT-20	10146-101-1	Omipalisib	10.0	uM	LJP6	72	hr	1097	428	3769	0.1135	-0.2504
50105	BT-20	10128-101-1	GSK 690693	10.0	uM	LJP5	72	hr	1097	1836	3769	0.4872	0.2767
50105	BT-20	10014-101-1	GW843682X	10.0	uM	LJP6	72	hr	1097	1622	3769	0.4305	0.1966
50105	BT-20	10015-101-1	HG-5-113-01	10.0	uM	LJP5	72	hr	1097	934	3769	0.2479	-0.0610
50105	BT-20	10016-101-1	HG-5-88-01	10.0	uM	LJP6	72	hr	1097	1969	3769	0.5225	0.3265
50105	BT-20	10023-103-1	Imatinib	10.0	uM	LJP6	72	hr	1097	3442	3769	0.9133	0.8777
50105	BT-20	10100-101-1	JNK-9L	10.0	uM	LJP6	72	hr	1097	792	3769	0.2101	-0.1142
50105	BT-20	10019-101-1	JW-7-24-1	10.0	uM	LJP6	72	hr	1097	707	3769	0.1877	-0.1458
50105	BT-20	10051-104-1	Lapatinib	10.0	uM	LJP6	72	hr	1097	2487	3769	0.6599	0.5202
50105	BT-20	10115-102-1	LDN-193189	10.0	uM	LJP5	72	hr	1097	211	3769	0.0562	-0.3314
50105	BT-20	10182-101-1	Linifanib	10.0	uM	LJP6	72	hr	1097	1687	3769	0.4477	0.2209
50105	BT-20	10135-101-1	Linsitinib	10.0	uM	LJP5	72	hr	1097	3196	3769	0.8479	0.7854
50105	BT-20	10479-102-1	Mitoxantrone	10.0	uM	LJP5	72	hr	1097	158	3769	0.0419	-0.3515
50105	BT-20	10479-102-1	Mitoxantrone	10.0	uM	LJP6	72	hr	1097	201	3769	0.0535	-0.3351
50105	BT-20	10057-102-1	MK2206	10.0	uM	LJP6	72	hr	1097	742	3769	0.1970	-0.1327
50105	BT-20	10018-101-1	Neratinib	10.0	uM	LJP5	72	hr	1097	1416	3769	0.3757	0.1194
50105	BT-20	10099-101-1	Nilotinib	10.0	uM	LJP5	72	hr	1097	1040	3769	0.2760	-0.0213
50105	BT-20	10151-101-1	Nintedanib	10.0	uM	LJP6	72	hr	1097	1948	3769	0.5169	0.3185
50105	BT-20	10061-101-1	NU7441	10.0	uM	LJP5	72	hr	1097	1317	3769	0.3494	0.0822
50105	BT-20	10232-101-1	BEZ235	10.0	uM	LJP5	72	hr	1097	1422	3769	0.3774	0.1218
50105	BT-20	10024-101-1	NVP-TAE684	10.0	uM	LJP6	72	hr	1097	1020	3769	0.2708	-0.0287
50105	BT-20	10071-101-1	Palbociclib	10.0	uM	LJP6	72	hr	1097	1520	3769	0.4032	0.1582
50105	BT-20	10101-101-1	PD0325901	10.0	uM	LJP5	72	hr	1097	1841	3769	0.4884	0.2783
50105	BT-20	10101-101-1	PD0325901	10.0	uM	LJP6	72	hr	1097	2178	3769	0.5778	0.4044
50105	BT-20	10026-101-1	PD173074	10.0	uM	LJP6	72	hr	1097	3261	3769	0.8652	0.8098
50105	BT-20	10048-101-1	PD184352	10.0	uM	LJP5	72	hr	1097	1974	3769	0.5239	0.3283
50105	BT-20	10159-101-1	Pelitinib	10.0	uM	LJP5	72	hr	1097	807	3769	0.2143	-0.1084
50105	BT-20	10116-101-1	PF431396	10.0	uM	LJP5	72	hr	1097	780	3769	0.2070	-0.1186
50105	BT-20	10112-101-1	PF477736	10.0	uM	LJP5	72	hr	1097	1691	3769	0.4486	0.2222
50105	BT-20	10072-101-1	PF562271	10.0	uM	LJP6	72	hr	1097	700	3769	0.1859	-0.1484
50105	BT-20	10125-101-1	PHA-665752	10.0	uM	LJP5	72	hr	1097	796	3769	0.2113	-0.1125
50105	BT-20	10073-101-1	PHA-793887	10.0	uM	LJP6	72	hr	1097	740	3769	0.1964	-0.1336
50105	BT-20	10126-101-1	PI103	10.0	uM	LJP6	72	hr	1097	888	3769	0.2357	-0.0782
50105	BT-20	10049-101-1	PLX-4720	10.0	uM	LJP5	72	hr	1097	1979	3769	0.5250	0.3300
50105	BT-20	10075-101-1	QL-X-138	10.0	uM	LJP6	72	hr	1097	675	3769	0.1791	-0.1580
50105	BT-20	10077-101-1	QL-XII-47	10.0	uM	LJP6	72	hr	1097	798	3769	0.2118	-0.1119
50105	BT-20	10480-101-1	Radicicol	10.0	uM	LJP5	72	hr	1097	704	3769	0.1868	-0.1472
50105	BT-20	10480-101-1	Radicicol	10.0	uM	LJP6	72	hr	1097	595	3769	0.1580	-0.1877
50105	BT-20	10001-101-1	Seliciclib	10.0	uM	LJP5	72	hr	1097	1639	3769	0.4349	0.2029
50105	BT-20	10138-105-1	Ruxolitinib	10.0	uM	LJP5	72	hr	1097	3148	3769	0.8351	0.7674
50105	BT-20	10148-101-1	XL147	10.0	uM	LJP5	72	hr	1097	1580	3769	0.4193	0.1809
50105	BT-20	10032-101-1	Saracatinib	10.0	uM	LJP6	72	hr	1097	1674	3769	0.4443	0.2161
50105	BT-20	10056-101-1	Selumetinib	10.0	uM	LJP6	72	hr	1097	3302	3769	0.8761	0.8252
50105	BT-20	10052-101-1	Sirolimus	10.0	uM	LJP6	72	hr	1097	2335	3769	0.6195	0.4633
50105	BT-20	10008-101-1	Sorafenib	10.0	uM	LJP6	72	hr	1097	1328	3769	0.3523	0.0863
50105	BT-20	10119-101-1	SU11274	10.0	uM	LJP5	72	hr	1097	1251	3769	0.3319	0.0575
50105	BT-20	10141-101-1	TG 101348	10.0	uM	LJP5	72	hr	1097	756	3769	0.2006	-0.1276
50105	BT-20	10171-101-1	TGX221	10.0	uM	LJP5	72	hr	1097	3970	3769	1.0534	1.0753
50105	BT-20	10079-101-1	Torin1	10.0	uM	LJP6	72	hr	1097	669	3769	0.1777	-0.1600
50105	BT-20	10080-101-1	Torin2	10.0	uM	LJP5	72	hr	1097	656	3769	0.1740	-0.1651
50105	BT-20	10021-101-1	Tozasertib	10.0	uM	LJP5	72	hr	1097	1273	3769	0.3377	0.0658
50105	BT-20	10142-101-1	Trametinib	10.0	uM	LJP5	72	hr	1097	2916	3769	0.7736	0.6806
50105	BT-20	10111-101-1	TWS119	10.0	uM	LJP5	72	hr	1097	1149	3769	0.3049	0.0195
50105	BT-20	10068-101-1	Vemurafenib	10.0	uM	LJP5	72	hr	1097	2430	3769	0.6448	0.4990
50105	BT-20	10481-101-1	Withaferin A	10.0	uM	LJP5	72	hr	1097	615	3769	0.1632	-0.1805
50105	BT-20	10481-101-1	Withaferin A	10.0	uM	LJP6	72	hr	1097	566	3769	0.1502	-0.1987
50105	BT-20	10064-101-1	WYE-125132	10.0	uM	LJP6	72	hr	1097	1009	3769	0.2679	-0.0328
50105	BT-20	10084-101-1	WZ3105	10.0	uM	LJP5	72	hr	1097	661	3769	0.1754	-0.1631
50105	BT-20	10086-101-1	XMD11-50	10.0	uM	LJP6	72	hr	1097	1274	3769	0.3380	0.0661
50105	BT-20	10149-102-1	Y39983	10.0	uM	LJP6	72	hr	1097	1520	3769	0.4032	0.1582
50105	BT-20	10109-101-1	YM 201636	10.0	uM	LJP5	72	hr	1097	1092	3769	0.2899	-0.0017
50105	BT-20	10053-101-1	ZSTK474	10.0	uM	LJP6	72	hr	1097	925	3769	0.2456	-0.0642
50238	Hs 578T	10133-101-1	Afatinib	0.04	uM	LJP6	72	hr	658	3556	3846	0.9247	0.9092
50238	Hs 578T	10035-101-1	Sigma A6730	0.04	uM	LJP5	72	hr	658	3785	3846	0.9842	0.9809
50238	Hs 578T	10011-101-1	Alvocidib	0.04	uM	LJP6	72	hr	658	1085	3846	0.2823	0.1341
50238	Hs 578T	10004-101-1	AT-7519	0.04	uM	LJP6	72	hr	658	2831	3846	0.7361	0.6816
50238	Hs 578T	10158-101-1	AZD 5438	0.04	uM	LJP6	72	hr	658	3192	3846	0.8299	0.7948
50238	Hs 578T	10059-101-1	AZD-6482	0.04	uM	LJP5	72	hr	658	3702	3846	0.9627	0.9550
50238	Hs 578T	10006-101-1	AZD7762	0.04	uM	LJP6	72	hr	658	2131	3846	0.5541	0.4620
50238	Hs 578T	10007-101-1	AZD8055	0.04	uM	LJP6	72	hr	658	1200	3846	0.3120	0.1700
50238	Hs 578T	10164-101-1	AZD8330	0.04	uM	LJP5	72	hr	658	1041	3846	0.2707	0.1201
50238	Hs 578T	10067-101-1	Barasertib	0.04	uM	LJP5	72	hr	658	1259	3846	0.3275	0.1887
50238	Hs 578T	10041-101-1	BI-2536	0.04	uM	LJP6	72	hr	658	471	3846	0.1226	-0.0585
50238	Hs 578T	10028-102-1	BMS345541	0.04	uM	LJP6	72	hr	658	3909	3846	1.0164	1.0198
50238	Hs 578T	10132-101-1	SNS-032	0.04	uM	LJP6	72	hr	658	2942	3846	0.7651	0.7166
50238	Hs 578T	10234-101-1	GDC-0980	0.04	uM	LJP5	72	hr	658	2318	3846	0.6029	0.5209
50238	Hs 578T	10122-101-1	NVP-AEW541	0.04	uM	LJP5	72	hr	658	3972	3846	1.0328	1.0396
50238	Hs 578T	10046-101-1	SB590885	0.04	uM	LJP5	72	hr	658	4370	3846	1.1363	1.1644
50238	Hs 578T	10190-101-1	PIK-93	0.04	uM	LJP5	72	hr	658	4012	3846	1.0433	1.0522
50238	Hs 578T	10031-101-1	KIN001-043	0.04	uM	LJP6	72	hr	658	3895	3846	1.0127	1.0153
50238	Hs 578T	10233-101-1	Alpelisib	0.04	uM	LJP5	72	hr	658	3835	3846	0.9971	0.9965
50238	Hs 578T	10161-101-1	Luminespib	0.04	uM	LJP5	72	hr	658	771	3846	0.2006	0.0355
50238	Hs 578T	10045-101-1	A443654	0.04	uM	LJP6	72	hr	658	2140	3846	0.5566	0.4650
50238	Hs 578T	10063-102-1	OSI-027	0.04	uM	LJP6	72	hr	658	3699	3846	0.9618	0.9539
50238	Hs 578T	10087-101-1	XMD11-85h	0.04	uM	LJP6	72	hr	658	3506	3846	0.9116	0.8933
50238	Hs 578T	10017-101-1	HG-6-64-01	0.04	uM	LJP6	72	hr	658	3284	3846	0.8540	0.8239
50238	Hs 578T	10039-101-1	WH-4-025	0.04	uM	LJP5	72	hr	658	3294	3846	0.8565	0.8269
50238	Hs 578T	10082-101-1	WZ-4-145	0.04	uM	LJP6	72	hr	658	2421	3846	0.6295	0.5530
50238	Hs 578T	10091-101-1	XMD16-144	0.04	uM	LJP5	72	hr	658	797	3846	0.2074	0.0438
50238	Hs 578T	10177-101-1	Brivanib	0.04	uM	LJP5	72	hr	658	3799	3846	0.9878	0.9852
50238	Hs 578T	10147-101-1	Buparlisib	0.04	uM	LJP5	72	hr	658	3642	3846	0.9470	0.9361
50238	Hs 578T	10055-101-1	BX-912	0.04	uM	LJP5	72	hr	658	3664	3846	0.9528	0.9431
50238	Hs 578T	10120-102-1	Canertinib	0.04	uM	LJP6	72	hr	658	3904	3846	1.0152	1.0184
50238	Hs 578T	10117-101-1	Celastrol	0.04	uM	LJP6	72	hr	658	3892	3846	1.0119	1.0144
50238	Hs 578T	10025-101-1	CGP60474	0.04	uM	LJP5	72	hr	658	2861	3846	0.7439	0.6910
50238	Hs 578T	10025-101-1	CGP60474	0.04	uM	LJP6	72	hr	658	524	3846	0.1364	-0.0419
50238	Hs 578T	10180-101-1	CHIR-99021	0.04	uM	LJP6	72	hr	658	3568	3846	0.9279	0.9130
50238	Hs 578T	10010-101-1	CP724714	0.04	uM	LJP5	72	hr	658	3666	3846	0.9533	0.9437
50238	Hs 578T	10009-101-1	CP466722	0.04	uM	LJP5	72	hr	658	4134	3846	1.0749	1.0904
50238	Hs 578T	10027-101-1	Crizotinib	0.04	uM	LJP5	72	hr	658	3661	3846	0.9519	0.9419
50238	Hs 578T	10140-101-1	Momelotinib	0.04	uM	LJP5	72	hr	658	3691	3846	0.9597	0.9513
50238	Hs 578T	10020-101-1	Dasatinib	0.04	uM	LJP5	72	hr	658	2521	3846	0.6555	0.5843
50238	Hs 578T	10020-101-1	Dasatinib	0.04	uM	LJP6	72	hr	658	694	3846	0.1806	0.0114
50238	Hs 578T	10127-101-1	Dovitinib	0.04	uM	LJP5	72	hr	658	3188	3846	0.8290	0.7937
50238	Hs 578T	10069-101-1	Enzastaurin	0.04	uM	LJP5	72	hr	658	4173	3846	1.0852	1.1027
50238	Hs 578T	10097-101-1	Erlotinib	0.04	uM	LJP5	72	hr	658	3741	3846	0.9728	0.9672
50238	Hs 578T	10157-101-1	Foretinib	0.04	uM	LJP5	72	hr	658	3843	3846	0.9993	0.9991
50238	Hs 578T	10040-101-1	R406	0.04	uM	LJP6	72	hr	658	3673	3846	0.9552	0.9459
50238	Hs 578T	10047-101-1	GDC-0941	0.04	uM	LJP6	72	hr	658	2954	3846	0.7681	0.7202
50238	Hs 578T	10098-101-1	Gefitinib	0.04	uM	LJP6	72	hr	658	3776	3846	0.9819	0.9782
50238	Hs 578T	10108-101-1	Geldanamycin	0.04	uM	LJP5	72	hr	658	2744	3846	0.7135	0.6543
50238	Hs 578T	10108-101-1	Geldanamycin	0.04	uM	LJP6	72	hr	658	2259	3846	0.5874	0.5022
50238	Hs 578T	10172-101-1	GSK1059615	0.04	uM	LJP5	72	hr	658	3932	3846	1.0225	1.0271
50238	Hs 578T	10172-101-1	GSK1059615	0.04	uM	LJP6	72	hr	658	3425	3846	0.8907	0.8681
50238	Hs 578T	10134-101-1	GSK1904529A	0.04	uM	LJP6	72	hr	658	3453	3846	0.8978	0.8767
50238	Hs 578T	10146-101-1	Omipalisib	0.04	uM	LJP6	72	hr	658	1169	3846	0.3040	0.1603
50238	Hs 578T	10128-101-1	GSK 690693	0.04	uM	LJP5	72	hr	658	3424	3846	0.8903	0.8677
50238	Hs 578T	10014-101-1	GW843682X	0.04	uM	LJP6	72	hr	658	3186	3846	0.8284	0.7929
50238	Hs 578T	10015-101-1	HG-5-113-01	0.04	uM	LJP5	72	hr	658	3655	3846	0.9504	0.9402
50238	Hs 578T	10016-101-1	HG-5-88-01	0.04	uM	LJP6	72	hr	658	3417	3846	0.8884	0.8654
50238	Hs 578T	10023-103-1	Imatinib	0.04	uM	LJP6	72	hr	658	3808	3846	0.9903	0.9883
50238	Hs 578T	10100-101-1	JNK-9L	0.04	uM	LJP6	72	hr	658	3589	3846	0.9333	0.9196
50238	Hs 578T	10019-101-1	JW-7-24-1	0.04	uM	LJP6	72	hr	658	3349	3846	0.8709	0.8443
50238	Hs 578T	10051-104-1	Lapatinib	0.04	uM	LJP6	72	hr	658	3543	3846	0.9213	0.9050
50238	Hs 578T	10115-102-1	LDN-193189	0.04	uM	LJP5	72	hr	658	3797	3846	0.9874	0.9848
50238	Hs 578T	10182-101-1	Linifanib	0.04	uM	LJP6	72	hr	658	3770	3846	0.9802	0.9761
50238	Hs 578T	10135-101-1	Linsitinib	0.04	uM	LJP5	72	hr	658	3634	3846	0.9450	0.9337
50238	Hs 578T	10479-102-1	Mitoxantrone	0.04	uM	LJP5	72	hr	658	707	3846	0.1838	0.0153
50238	Hs 578T	10479-102-1	Mitoxantrone	0.04	uM	LJP6	72	hr	658	605	3846	0.1575	-0.0165
50238	Hs 578T	10057-102-1	MK2206	0.04	uM	LJP6	72	hr	658	3276	3846	0.8519	0.8213
50238	Hs 578T	10018-101-1	Neratinib	0.04	uM	LJP5	72	hr	658	3377	3846	0.8780	0.8529
50238	Hs 578T	10099-101-1	Nilotinib	0.04	uM	LJP5	72	hr	658	4075	3846	1.0597	1.0720
50238	Hs 578T	10151-101-1	Nintedanib	0.04	uM	LJP6	72	hr	658	3556	3846	0.9246	0.9090
50238	Hs 578T	10061-101-1	NU7441	0.04	uM	LJP5	72	hr	658	3759	3846	0.9774	0.9728
50238	Hs 578T	10232-101-1	BEZ235	0.04	uM	LJP5	72	hr	658	1163	3846	0.3026	0.1586
50238	Hs 578T	10024-101-1	NVP-TAE684	0.04	uM	LJP6	72	hr	658	3080	3846	0.8008	0.7597
50238	Hs 578T	10071-101-1	Palbociclib	0.04	uM	LJP6	72	hr	658	2361	3846	0.6140	0.5343
50238	Hs 578T	10101-101-1	PD0325901	0.04	uM	LJP5	72	hr	658	2312	3846	0.6013	0.5190
50238	Hs 578T	10101-101-1	PD0325901	0.04	uM	LJP6	72	hr	658	2223	3846	0.5782	0.4911
50238	Hs 578T	10026-101-1	PD173074	0.04	uM	LJP6	72	hr	658	3362	3846	0.8743	0.8484
50238	Hs 578T	10048-101-1	PD184352	0.04	uM	LJP5	72	hr	658	3334	3846	0.8669	0.8395
50238	Hs 578T	10159-101-1	Pelitinib	0.04	uM	LJP5	72	hr	658	3894	3846	1.0125	1.0150
50238	Hs 578T	10116-101-1	PF431396	0.04	uM	LJP5	72	hr	658	2917	3846	0.7584	0.7086
50238	Hs 578T	10112-101-1	PF477736	0.04	uM	LJP5	72	hr	658	3621	3846	0.9416	0.9295
50238	Hs 578T	10072-101-1	PF562271	0.04	uM	LJP6	72	hr	658	3389	3846	0.8813	0.8568
50238	Hs 578T	10125-101-1	PHA-665752	0.04	uM	LJP5	72	hr	658	4007	3846	1.0418	1.0505
50238	Hs 578T	10073-101-1	PHA-793887	0.04	uM	LJP6	72	hr	658	1834	3846	0.4768	0.3688
50238	Hs 578T	10126-101-1	PI103	0.04	uM	LJP6	72	hr	658	2365	3846	0.6151	0.5356
50238	Hs 578T	10049-101-1	PLX-4720	0.04	uM	LJP5	72	hr	658	4035	3846	1.0491	1.0592
50238	Hs 578T	10075-101-1	QL-X-138	0.04	uM	LJP6	72	hr	658	3216	3846	0.8362	0.8023
50238	Hs 578T	10077-101-1	QL-XII-47	0.04	uM	LJP6	72	hr	658	2847	3846	0.7402	0.6866
50238	Hs 578T	10480-101-1	Radicicol	0.04	uM	LJP5	72	hr	658	4056	3846	1.0547	1.0659
50238	Hs 578T	10480-101-1	Radicicol	0.04	uM	LJP6	72	hr	658	3861	3846	1.0039	1.0047
50238	Hs 578T	10001-101-1	Seliciclib	0.04	uM	LJP5	72	hr	658	4001	3846	1.0404	1.0487
50238	Hs 578T	10138-105-1	Ruxolitinib	0.04	uM	LJP5	72	hr	658	3861	3846	1.0039	1.0047
50238	Hs 578T	10148-101-1	XL147	0.04	uM	LJP5	72	hr	658	3992	3846	1.0380	1.0459
50238	Hs 578T	10032-101-1	Saracatinib	0.04	uM	LJP6	72	hr	658	3674	3846	0.9553	0.9460
50238	Hs 578T	10056-101-1	Selumetinib	0.04	uM	LJP6	72	hr	658	2611	3846	0.6790	0.6127
50238	Hs 578T	10052-101-1	Sirolimus	0.04	uM	LJP6	72	hr	658	2566	3846	0.6673	0.5986
50238	Hs 578T	10008-101-1	Sorafenib	0.04	uM	LJP6	72	hr	658	3967	3846	1.0315	1.0380
50238	Hs 578T	10119-101-1	SU11274	0.04	uM	LJP5	72	hr	658	3965	3846	1.0311	1.0375
