Cell HMS LINCS ID	Cell Name	Small Molecule HMS LINCS ID	Small Molecule Name	Small Mol Concentration	Small Mol Conc Unit	LJP Library Plate	Timepoint	Timepoint Unit	Mean Total Cell Count Before Treatment	Mean Total Cell Count After Treatment	Mean Total Control Cell Count	Mean Relative Cell Count	Mean Normalized Growth Rate Inhibition Value
50057	SK-BR-3	10134-101-1	GSK1904529A	0.37	uM	LJP6	72	hr	1476	3597	3643	0.9863	0.9768
50057	SK-BR-3	10134-101-1	GSK1904529A	1.11	uM	LJP6	72	hr	1476	3473	3643	0.9541	0.9303
50057	SK-BR-3	10134-101-1	GSK1904529A	3.33	uM	LJP6	72	hr	1476	3691	3643	1.0132	1.0203
50057	SK-BR-3	10134-101-1	GSK1904529A	10	uM	LJP6	72	hr	1476	3712	3643	1.0185	1.0276
50057	SK-BR-3	10135-101-1	Linsitinib	0.04	uM	LJP5	72	hr	1476	2598	3772	0.6890	0.5187
50057	SK-BR-3	10135-101-1	Linsitinib	0.12	uM	LJP5	72	hr	1476	2930	3772	0.7771	0.6600
50057	SK-BR-3	10135-101-1	Linsitinib	0.37	uM	LJP5	72	hr	1476	3099	3772	0.8215	0.7294
50057	SK-BR-3	10135-101-1	Linsitinib	1.11	uM	LJP5	72	hr	1476	2921	3772	0.7749	0.6560
50057	SK-BR-3	10135-101-1	Linsitinib	3.33	uM	LJP5	72	hr	1476	2842	3772	0.7536	0.6224
50057	SK-BR-3	10135-101-1	Linsitinib	10	uM	LJP5	72	hr	1476	2480	3772	0.6576	0.4667
50057	SK-BR-3	10138-105-1	Ruxolitinib	0.04	uM	LJP5	72	hr	1476	3180	3772	0.8433	0.7632
50057	SK-BR-3	10138-105-1	Ruxolitinib	0.12	uM	LJP5	72	hr	1476	3280	3772	0.8700	0.8040
50057	SK-BR-3	10138-105-1	Ruxolitinib	0.37	uM	LJP5	72	hr	1476	3362	3772	0.8914	0.8363
50057	SK-BR-3	10138-105-1	Ruxolitinib	1.11	uM	LJP5	72	hr	1476	3603	3772	0.9554	0.9339
50057	SK-BR-3	10138-105-1	Ruxolitinib	3.33	uM	LJP5	72	hr	1476	3439	3772	0.9116	0.8674
50057	SK-BR-3	10138-105-1	Ruxolitinib	10	uM	LJP5	72	hr	1476	2785	3772	0.7384	0.5979
50057	SK-BR-3	10140-101-1	Momelotinib	0.04	uM	LJP5	72	hr	1476	2980	3772	0.7903	0.6803
50057	SK-BR-3	10140-101-1	Momelotinib	0.12	uM	LJP5	72	hr	1476	2925	3772	0.7758	0.6572
50057	SK-BR-3	10140-101-1	Momelotinib	0.37	uM	LJP5	72	hr	1476	2957	3772	0.7841	0.6709
50057	SK-BR-3	10140-101-1	Momelotinib	1.11	uM	LJP5	72	hr	1476	2684	3772	0.7117	0.5554
50057	SK-BR-3	10140-101-1	Momelotinib	3.33	uM	LJP5	72	hr	1476	2297	3772	0.6090	0.3862
50057	SK-BR-3	10140-101-1	Momelotinib	10	uM	LJP5	72	hr	1476	1529	3772	0.4054	0.0261
50057	SK-BR-3	10141-101-1	TG 101348	0.04	uM	LJP5	72	hr	1476	4159	3772	1.1030	1.1505
50057	SK-BR-3	10141-101-1	TG 101348	0.12	uM	LJP5	72	hr	1476	3803	3772	1.0083	1.0123
50057	SK-BR-3	10141-101-1	TG 101348	0.37	uM	LJP5	72	hr	1476	3521	3772	0.9338	0.9009
50057	SK-BR-3	10141-101-1	TG 101348	1.11	uM	LJP5	72	hr	1476	3042	3772	0.8070	0.7062
50057	SK-BR-3	10141-101-1	TG 101348	3.33	uM	LJP5	72	hr	1476	2275	3772	0.6034	0.3766
50057	SK-BR-3	10141-101-1	TG 101348	10	uM	LJP5	72	hr	1476	1177	3772	0.3120	-0.1559
50057	SK-BR-3	10142-101-1	Trametinib	0.04	uM	LJP5	72	hr	1476	2426	3772	0.6433	0.4435
50057	SK-BR-3	10142-101-1	Trametinib	0.12	uM	LJP5	72	hr	1476	2777	3772	0.7365	0.5953
50057	SK-BR-3	10142-101-1	Trametinib	0.37	uM	LJP5	72	hr	1476	2543	3772	0.6742	0.4943
50057	SK-BR-3	10142-101-1	Trametinib	1.11	uM	LJP5	72	hr	1476	2673	3772	0.7089	0.5509
50057	SK-BR-3	10142-101-1	Trametinib	3.33	uM	LJP5	72	hr	1476	2661	3772	0.7056	0.5454
50057	SK-BR-3	10142-101-1	Trametinib	10	uM	LJP5	72	hr	1476	2560	3772	0.6789	0.5021
50057	SK-BR-3	10146-101-1	Omipalisib	0.04	uM	LJP6	72	hr	1476	1541	3643	0.4224	0.0293
50057	SK-BR-3	10146-101-1	Omipalisib	0.12	uM	LJP6	72	hr	1476	1425	3643	0.3910	-0.0292
50057	SK-BR-3	10146-101-1	Omipalisib	0.37	uM	LJP6	72	hr	1476	1296	3643	0.3562	-0.0961
50057	SK-BR-3	10146-101-1	Omipalisib	1.11	uM	LJP6	72	hr	1476	1277	3643	0.3492	-0.1109
50057	SK-BR-3	10146-101-1	Omipalisib	3.33	uM	LJP6	72	hr	1476	1048	3643	0.2866	-0.2359
50057	SK-BR-3	10146-101-1	Omipalisib	10	uM	LJP6	72	hr	1476	765	3643	0.2101	-0.3979
50057	SK-BR-3	10147-101-1	Buparlisib	0.04	uM	LJP5	72	hr	1476	3742	3772	0.9918	0.9876
50057	SK-BR-3	10147-101-1	Buparlisib	0.12	uM	LJP5	72	hr	1476	3057	3772	0.8104	0.7121
50057	SK-BR-3	10147-101-1	Buparlisib	0.37	uM	LJP5	72	hr	1476	1678	3772	0.4447	0.0986
50057	SK-BR-3	10147-101-1	Buparlisib	1.11	uM	LJP5	72	hr	1476	1141	3772	0.3025	-0.1736
50057	SK-BR-3	10147-101-1	Buparlisib	3.33	uM	LJP5	72	hr	1476	1031	3772	0.2733	-0.2336
50057	SK-BR-3	10147-101-1	Buparlisib	10	uM	LJP5	72	hr	1476	856	3772	0.2271	-0.3316
50057	SK-BR-3	10148-101-1	XL147	0.04	uM	LJP5	72	hr	1476	4230	3772	1.1217	1.1770
50057	SK-BR-3	10148-101-1	XL147	0.12	uM	LJP5	72	hr	1476	4313	3772	1.1433	1.2076
50057	SK-BR-3	10148-101-1	XL147	0.37	uM	LJP5	72	hr	1476	4284	3772	1.1358	1.1969
50057	SK-BR-3	10148-101-1	XL147	1.11	uM	LJP5	72	hr	1476	4479	3772	1.1871	1.2687
50057	SK-BR-3	10148-101-1	XL147	3.33	uM	LJP5	72	hr	1476	4341	3772	1.1507	1.2181
50057	SK-BR-3	10148-101-1	XL147	10	uM	LJP5	72	hr	1476	2821	3772	0.7481	0.6136
50057	SK-BR-3	10149-102-1	Y39983	0.04	uM	LJP6	72	hr	1476	3281	3643	0.9014	0.8474
50057	SK-BR-3	10149-102-1	Y39983	0.12	uM	LJP6	72	hr	1476	3322	3643	0.9142	0.8702
50057	SK-BR-3	10149-102-1	Y39983	0.37	uM	LJP6	72	hr	1476	3113	3643	0.8577	0.7810
50057	SK-BR-3	10149-102-1	Y39983	1.11	uM	LJP6	72	hr	1476	2751	3643	0.7563	0.6143
50057	SK-BR-3	10149-102-1	Y39983	3.33	uM	LJP6	72	hr	1476	2365	3643	0.6507	0.4384
50057	SK-BR-3	10149-102-1	Y39983	10	uM	LJP6	72	hr	1476	1243	3643	0.3424	-0.1234
50057	SK-BR-3	10151-101-1	Nintedanib	0.04	uM	LJP6	72	hr	1476	3824	3643	1.0518	1.0833
50057	SK-BR-3	10151-101-1	Nintedanib	0.12	uM	LJP6	72	hr	1476	3786	3643	1.0416	1.0677
50057	SK-BR-3	10151-101-1	Nintedanib	0.37	uM	LJP6	72	hr	1476	3575	3643	0.9836	0.9780
50057	SK-BR-3	10151-101-1	Nintedanib	1.11	uM	LJP6	72	hr	1476	3201	3643	0.8802	0.8148
50057	SK-BR-3	10151-101-1	Nintedanib	3.33	uM	LJP6	72	hr	1476	2580	3643	0.7096	0.5372
50057	SK-BR-3	10151-101-1	Nintedanib	10	uM	LJP6	72	hr	1476	977	3643	0.2676	-0.2751
50057	SK-BR-3	10157-101-1	Foretinib	0.04	uM	LJP5	72	hr	1476	3955	3772	1.0486	1.0715
50057	SK-BR-3	10157-101-1	Foretinib	0.12	uM	LJP5	72	hr	1476	2627	3772	0.6966	0.5308
50057	SK-BR-3	10157-101-1	Foretinib	0.37	uM	LJP5	72	hr	1476	1525	3772	0.4045	0.0241
50057	SK-BR-3	10157-101-1	Foretinib	1.11	uM	LJP5	72	hr	1476	1376	3772	0.3650	-0.0507
50057	SK-BR-3	10157-101-1	Foretinib	3.33	uM	LJP5	72	hr	1476	1454	3772	0.3857	-0.0110
50057	SK-BR-3	10157-101-1	Foretinib	10	uM	LJP5	72	hr	1476	1382	3772	0.3667	-0.0474
50057	SK-BR-3	10158-101-1	AZD 5438	0.04	uM	LJP6	72	hr	1476	3484	3643	0.9559	0.9311
50057	SK-BR-3	10158-101-1	AZD 5438	0.12	uM	LJP6	72	hr	1476	2832	3643	0.7753	0.6401
50057	SK-BR-3	10158-101-1	AZD 5438	0.37	uM	LJP6	72	hr	1476	1940	3643	0.5322	0.2302
50057	SK-BR-3	10158-101-1	AZD 5438	1.11	uM	LJP6	72	hr	1476	1387	3643	0.3798	-0.0516
50057	SK-BR-3	10158-101-1	AZD 5438	3.33	uM	LJP6	72	hr	1476	1083	3643	0.2978	-0.2125
50057	SK-BR-3	10158-101-1	AZD 5438	10	uM	LJP6	72	hr	1476	807	3643	0.2211	-0.3737
50057	SK-BR-3	10159-101-1	Pelitinib	0.04	uM	LJP5	72	hr	1476	3025	3772	0.8021	0.6992
50057	SK-BR-3	10159-101-1	Pelitinib	0.12	uM	LJP5	72	hr	1476	2188	3772	0.5802	0.3374
50057	SK-BR-3	10159-101-1	Pelitinib	0.37	uM	LJP5	72	hr	1476	1478	3772	0.3918	0.0004
50057	SK-BR-3	10159-101-1	Pelitinib	1.11	uM	LJP5	72	hr	1476	1500	3772	0.3980	0.0120
50057	SK-BR-3	10159-101-1	Pelitinib	3.33	uM	LJP5	72	hr	1476	1634	3772	0.4332	0.0774
50057	SK-BR-3	10159-101-1	Pelitinib	10	uM	LJP5	72	hr	1476	1088	3772	0.2886	-0.2019
50057	SK-BR-3	10161-101-1	Luminespib	0.04	uM	LJP5	72	hr	1476	1618	3772	0.4290	0.0699
50057	SK-BR-3	10161-101-1	Luminespib	0.12	uM	LJP5	72	hr	1476	1650	3772	0.4376	0.0857
50057	SK-BR-3	10161-101-1	Luminespib	0.37	uM	LJP5	72	hr	1476	1731	3772	0.4589	0.1246
50057	SK-BR-3	10161-101-1	Luminespib	1.11	uM	LJP5	72	hr	1476	1621	3772	0.4299	0.0715
50057	SK-BR-3	10161-101-1	Luminespib	3.33	uM	LJP5	72	hr	1476	1655	3772	0.4388	0.0878
50057	SK-BR-3	10161-101-1	Luminespib	10	uM	LJP5	72	hr	1476	1525	3772	0.4044	0.0241
50057	SK-BR-3	10164-101-1	AZD8330	0.04	uM	LJP5	72	hr	1476	2449	3772	0.6495	0.4534
50057	SK-BR-3	10164-101-1	AZD8330	0.12	uM	LJP5	72	hr	1476	2842	3772	0.7535	0.6225
50057	SK-BR-3	10164-101-1	AZD8330	0.37	uM	LJP5	72	hr	1476	2930	3772	0.7768	0.6594
50057	SK-BR-3	10164-101-1	AZD8330	1.11	uM	LJP5	72	hr	1476	3079	3772	0.8162	0.7211
50057	SK-BR-3	10164-101-1	AZD8330	3.33	uM	LJP5	72	hr	1476	3127	3772	0.8293	0.7416
50057	SK-BR-3	10164-101-1	AZD8330	10	uM	LJP5	72	hr	1476	3188	3772	0.8456	0.7667
50057	SK-BR-3	10171-101-1	TGX221	0.04	uM	LJP5	72	hr	1476	2940	3772	0.7796	0.6634
50057	SK-BR-3	10171-101-1	TGX221	0.12	uM	LJP5	72	hr	1476	3134	3772	0.8309	0.7437
50057	SK-BR-3	10171-101-1	TGX221	0.37	uM	LJP5	72	hr	1476	3457	3772	0.9169	0.8751
50057	SK-BR-3	10171-101-1	TGX221	1.11	uM	LJP5	72	hr	1476	3584	3772	0.9502	0.9259
50057	SK-BR-3	10171-101-1	TGX221	3.33	uM	LJP5	72	hr	1476	3644	3772	0.9660	0.9484
50057	SK-BR-3	10171-101-1	TGX221	10	uM	LJP5	72	hr	1476	3452	3772	0.9149	0.8716
50057	SK-BR-3	10172-101-1	GSK1059615	0.04	uM	LJP5	72	hr	1476	3955	3772	1.0483	1.0699
50057	SK-BR-3	10172-101-1	GSK1059615	0.04	uM	LJP6	72	hr	1476	3496	3643	0.9597	0.9373
50057	SK-BR-3	10172-101-1	GSK1059615	0.12	uM	LJP5	72	hr	1476	3675	3772	0.9745	0.9623
50057	SK-BR-3	10172-101-1	GSK1059615	0.12	uM	LJP6	72	hr	1476	2965	3643	0.8150	0.7098
50057	SK-BR-3	10172-101-1	GSK1059615	0.37	uM	LJP5	72	hr	1476	2676	3772	0.7096	0.5515
50057	SK-BR-3	10172-101-1	GSK1059615	0.37	uM	LJP6	72	hr	1476	2285	3643	0.6277	0.3978
50057	SK-BR-3	10172-101-1	GSK1059615	1.11	uM	LJP5	72	hr	1476	1535	3772	0.4068	0.0284
50057	SK-BR-3	10172-101-1	GSK1059615	1.11	uM	LJP6	72	hr	1476	1490	3643	0.4095	0.0064
50057	SK-BR-3	10172-101-1	GSK1059615	3.33	uM	LJP5	72	hr	1476	1010	3772	0.2677	-0.2457
50057	SK-BR-3	10172-101-1	GSK1059615	3.33	uM	LJP6	72	hr	1476	1137	3643	0.3128	-0.1825
50057	SK-BR-3	10172-101-1	GSK1059615	10	uM	LJP5	72	hr	1476	757	3772	0.2010	-0.3905
50057	SK-BR-3	10172-101-1	GSK1059615	10	uM	LJP6	72	hr	1476	843	3643	0.2315	-0.3515
50057	SK-BR-3	10177-101-1	Brivanib	0.04	uM	LJP5	72	hr	1476	3080	3772	0.8167	0.7220
50057	SK-BR-3	10177-101-1	Brivanib	0.12	uM	LJP5	72	hr	1476	2912	3772	0.7722	0.6521
50057	SK-BR-3	10177-101-1	Brivanib	0.37	uM	LJP5	72	hr	1476	3015	3772	0.7997	0.6954
50057	SK-BR-3	10177-101-1	Brivanib	1.11	uM	LJP5	72	hr	1476	3169	3772	0.8404	0.7588
50057	SK-BR-3	10177-101-1	Brivanib	3.33	uM	LJP5	72	hr	1476	3159	3772	0.8374	0.7540
50057	SK-BR-3	10177-101-1	Brivanib	10	uM	LJP5	72	hr	1476	3133	3772	0.8307	0.7433
50057	SK-BR-3	10180-101-1	CHIR-99021	0.04	uM	LJP6	72	hr	1476	2843	3643	0.7834	0.6610
50057	SK-BR-3	10180-101-1	CHIR-99021	0.12	uM	LJP6	72	hr	1476	2808	3643	0.7738	0.6452
50057	SK-BR-3	10180-101-1	CHIR-99021	0.37	uM	LJP6	72	hr	1476	2945	3643	0.8090	0.6995
50057	SK-BR-3	10180-101-1	CHIR-99021	1.11	uM	LJP6	72	hr	1476	2894	3643	0.7970	0.6825
50057	SK-BR-3	10180-101-1	CHIR-99021	3.33	uM	LJP6	72	hr	1476	2867	3643	0.7874	0.6641
50057	SK-BR-3	10180-101-1	CHIR-99021	10	uM	LJP6	72	hr	1476	2245	3643	0.6191	0.3848
50057	SK-BR-3	10182-101-1	Linifanib	0.04	uM	LJP6	72	hr	1476	4036	3643	1.1062	1.1581
50057	SK-BR-3	10182-101-1	Linifanib	0.12	uM	LJP6	72	hr	1476	3871	3643	1.0612	1.0910
50057	SK-BR-3	10182-101-1	Linifanib	0.37	uM	LJP6	72	hr	1476	3937	3643	1.0790	1.1174
50057	SK-BR-3	10182-101-1	Linifanib	1.11	uM	LJP6	72	hr	1476	4083	3643	1.1209	1.1841
50057	SK-BR-3	10182-101-1	Linifanib	3.33	uM	LJP6	72	hr	1476	4062	3643	1.1133	1.1693
50057	SK-BR-3	10182-101-1	Linifanib	10	uM	LJP6	72	hr	1476	1846	3643	0.5070	0.1857
50057	SK-BR-3	10190-101-1	PIK-93	0.04	uM	LJP5	72	hr	1476	4081	3772	1.0818	1.1193
50057	SK-BR-3	10190-101-1	PIK-93	0.12	uM	LJP5	72	hr	1476	4097	3772	1.0861	1.1255
50057	SK-BR-3	10190-101-1	PIK-93	0.37	uM	LJP5	72	hr	1476	3923	3772	1.0402	1.0591
50057	SK-BR-3	10190-101-1	PIK-93	1.11	uM	LJP5	72	hr	1476	3752	3772	0.9946	0.9916
50057	SK-BR-3	10190-101-1	PIK-93	3.33	uM	LJP5	72	hr	1476	2696	3772	0.7147	0.5600
50057	SK-BR-3	10190-101-1	PIK-93	10	uM	LJP5	72	hr	1476	1681	3772	0.4458	0.1003
50057	SK-BR-3	10232-101-1	BEZ235	0.04	uM	LJP5	72	hr	1476	1802	3772	0.4776	0.1574
50057	SK-BR-3	10232-101-1	BEZ235	0.12	uM	LJP5	72	hr	1476	1762	3772	0.4672	0.1394
50057	SK-BR-3	10232-101-1	BEZ235	0.37	uM	LJP5	72	hr	1476	1629	3772	0.4319	0.0750
50057	SK-BR-3	10232-101-1	BEZ235	1.11	uM	LJP5	72	hr	1476	1605	3772	0.4254	0.0630
50057	SK-BR-3	10232-101-1	BEZ235	3.33	uM	LJP5	72	hr	1476	1444	3772	0.3828	-0.0170
50057	SK-BR-3	10232-101-1	BEZ235	10	uM	LJP5	72	hr	1476	1602	3772	0.4249	0.0623
50057	SK-BR-3	10233-101-1	Alpelisib	0.04	uM	LJP5	72	hr	1476	3411	3772	0.9042	0.8561
50057	SK-BR-3	10233-101-1	Alpelisib	0.12	uM	LJP5	72	hr	1476	3174	3772	0.8417	0.7608
50057	SK-BR-3	10233-101-1	Alpelisib	0.37	uM	LJP5	72	hr	1476	2846	3772	0.7545	0.6238
50057	SK-BR-3	10233-101-1	Alpelisib	1.11	uM	LJP5	72	hr	1476	2575	3772	0.6829	0.5087
50057	SK-BR-3	10233-101-1	Alpelisib	3.33	uM	LJP5	72	hr	1476	2012	3772	0.5338	0.2573
50057	SK-BR-3	10233-101-1	Alpelisib	10	uM	LJP5	72	hr	1476	1181	3772	0.3133	-0.1523
50057	SK-BR-3	10234-101-1	GDC-0980	0.04	uM	LJP5	72	hr	1476	1768	3772	0.4687	0.1419
50057	SK-BR-3	10234-101-1	GDC-0980	0.12	uM	LJP5	72	hr	1476	1495	3772	0.3965	0.0094
50057	SK-BR-3	10234-101-1	GDC-0980	0.37	uM	LJP5	72	hr	1476	1475	3772	0.3911	-0.0008
50057	SK-BR-3	10234-101-1	GDC-0980	1.11	uM	LJP5	72	hr	1476	1395	3772	0.3696	-0.0420
50057	SK-BR-3	10234-101-1	GDC-0980	3.33	uM	LJP5	72	hr	1476	1498	3772	0.3971	0.0105
50057	SK-BR-3	10234-101-1	GDC-0980	10	uM	LJP5	72	hr	1476	1434	3772	0.3801	-0.0221
50057	SK-BR-3	10479-102-1	Mitoxantrone	0.04	uM	LJP5	72	hr	1476	1493	3772	0.3960	0.0079
50057	SK-BR-3	10479-102-1	Mitoxantrone	0.04	uM	LJP6	72	hr	1476	1490	3643	0.4085	0.0036
50057	SK-BR-3	10479-102-1	Mitoxantrone	0.12	uM	LJP5	72	hr	1476	1596	3772	0.4233	0.0594
50057	SK-BR-3	10479-102-1	Mitoxantrone	0.12	uM	LJP6	72	hr	1476	1531	3643	0.4212	0.0285
50057	SK-BR-3	10479-102-1	Mitoxantrone	0.37	uM	LJP5	72	hr	1476	1603	3772	0.4250	0.0626
50057	SK-BR-3	10479-102-1	Mitoxantrone	0.37	uM	LJP6	72	hr	1476	1556	3643	0.4268	0.0382
50057	SK-BR-3	10479-102-1	Mitoxantrone	1.11	uM	LJP5	72	hr	1476	1496	3772	0.3966	0.0091
50057	SK-BR-3	10479-102-1	Mitoxantrone	1.11	uM	LJP6	72	hr	1476	1313	3643	0.3610	-0.0870
50057	SK-BR-3	10479-102-1	Mitoxantrone	3.33	uM	LJP5	72	hr	1476	998	3772	0.2649	-0.2515
50057	SK-BR-3	10479-102-1	Mitoxantrone	3.33	uM	LJP6	72	hr	1476	1082	3643	0.2962	-0.2162
50057	SK-BR-3	10479-102-1	Mitoxantrone	10	uM	LJP5	72	hr	1476	630	3772	0.1671	-0.4674
50057	SK-BR-3	10479-102-1	Mitoxantrone	10	uM	LJP6	72	hr	1476	544	3643	0.1497	-0.5368
50057	SK-BR-3	10480-101-1	Radicicol	0.04	uM	LJP5	72	hr	1476	2137	3772	0.5665	0.3137
50057	SK-BR-3	10480-101-1	Radicicol	0.04	uM	LJP6	72	hr	1476	2022	3643	0.5561	0.2741
50057	SK-BR-3	10480-101-1	Radicicol	0.12	uM	LJP5	72	hr	1476	1766	3772	0.4682	0.1408
50057	SK-BR-3	10480-101-1	Radicicol	0.12	uM	LJP6	72	hr	1476	1744	3643	0.4803	0.1380
50057	SK-BR-3	10480-101-1	Radicicol	0.37	uM	LJP5	72	hr	1476	1683	3772	0.4462	0.1008
50057	SK-BR-3	10480-101-1	Radicicol	0.37	uM	LJP6	72	hr	1476	1644	3643	0.4522	0.0862
50057	SK-BR-3	10480-101-1	Radicicol	1.11	uM	LJP5	72	hr	1476	1697	3772	0.4499	0.1075
50057	SK-BR-3	10480-101-1	Radicicol	1.11	uM	LJP6	72	hr	1476	1577	3643	0.4335	0.0513
50057	SK-BR-3	10480-101-1	Radicicol	3.33	uM	LJP5	72	hr	1476	1575	3772	0.4175	0.0484
50057	SK-BR-3	10480-101-1	Radicicol	3.33	uM	LJP6	72	hr	1476	1532	3643	0.4201	0.0252
50057	SK-BR-3	10480-101-1	Radicicol	10	uM	LJP5	72	hr	1476	1213	3772	0.3217	-0.1352
50057	SK-BR-3	10480-101-1	Radicicol	10	uM	LJP6	72	hr	1476	1124	3643	0.3113	-0.1876
50057	SK-BR-3	10481-101-1	Withaferin A	0.04	uM	LJP5	72	hr	1476	3835	3772	1.0169	1.0249
50057	SK-BR-3	10481-101-1	Withaferin A	0.04	uM	LJP6	72	hr	1476	3774	3643	1.0354	1.0527
50057	SK-BR-3	10481-101-1	Withaferin A	0.12	uM	LJP5	72	hr	1476	3448	3772	0.9137	0.8692
50057	SK-BR-3	10481-101-1	Withaferin A	0.12	uM	LJP6	72	hr	1476	3180	3643	0.8726	0.7997
50057	SK-BR-3	10481-101-1	Withaferin A	0.37	uM	LJP5	72	hr	1476	1592	3772	0.4222	0.0571
50057	SK-BR-3	10481-101-1	Withaferin A	0.37	uM	LJP6	72	hr	1476	1417	3643	0.3884	-0.0349
50057	SK-BR-3	10481-101-1	Withaferin A	1.11	uM	LJP5	72	hr	1476	1392	3772	0.3690	-0.0432
50057	SK-BR-3	10481-101-1	Withaferin A	1.11	uM	LJP6	72	hr	1476	1234	3643	0.3384	-0.1313
50057	SK-BR-3	10481-101-1	Withaferin A	3.33	uM	LJP5	72	hr	1476	829	3772	0.2199	-0.3472
50057	SK-BR-3	10481-101-1	Withaferin A	3.33	uM	LJP6	72	hr	1476	834	3643	0.2292	-0.3564
50057	SK-BR-3	10481-101-1	Withaferin A	10	uM	LJP5	72	hr	1476	940	3772	0.2493	-0.2838
50057	SK-BR-3	10481-101-1	Withaferin A	10	uM	LJP6	72	hr	1476	989	3643	0.2712	-0.2673
50058	MDA-MB-231	10001-101-1	Seliciclib	0.04	uM	LJP5	72	hr	868	3636	3410	1.0660	1.0657
50058	MDA-MB-231	10001-101-1	Seliciclib	0.12	uM	LJP5	72	hr	868	3379	3410	0.9907	0.9899
50058	MDA-MB-231	10001-101-1	Seliciclib	0.37	uM	LJP5	72	hr	868	3061	3410	0.8978	0.8938
50058	MDA-MB-231	10001-101-1	Seliciclib	1.11	uM	LJP5	72	hr	868	2926	3410	0.8588	0.8518
50058	MDA-MB-231	10001-101-1	Seliciclib	3.33	uM	LJP5	72	hr	868	2624	3410	0.7701	0.7521
50058	MDA-MB-231	10001-101-1	Seliciclib	10	uM	LJP5	72	hr	868	1507	3410	0.4428	0.3232
50058	MDA-MB-231	10004-101-1	AT-7519	0.04	uM	LJP6	72	hr	868	3173	3556	0.8916	0.8887
50058	MDA-MB-231	10004-101-1	AT-7519	0.12	uM	LJP6	72	hr	868	2196	3556	0.6182	0.5787
50058	MDA-MB-231	10004-101-1	AT-7519	0.37	uM	LJP6	72	hr	868	965	3556	0.2719	0.0535
50058	MDA-MB-231	10004-101-1	AT-7519	1.11	uM	LJP6	72	hr	868	722	3556	0.2028	-0.0896
50058	MDA-MB-231	10004-101-1	AT-7519	3.33	uM	LJP6	72	hr	868	588	3556	0.1655	-0.1747
50058	MDA-MB-231	10004-101-1	AT-7519	10	uM	LJP6	72	hr	868	553	3556	0.1554	-0.2010
50058	MDA-MB-231	10006-101-1	AZD7762	0.04	uM	LJP6	72	hr	868	2059	3556	0.5781	0.5263
50058	MDA-MB-231	10006-101-1	AZD7762	0.12	uM	LJP6	72	hr	868	1608	3556	0.4526	0.3540
50058	MDA-MB-231	10006-101-1	AZD7762	0.37	uM	LJP6	72	hr	868	1351	3556	0.3800	0.2425
50058	MDA-MB-231	10006-101-1	AZD7762	1.11	uM	LJP6	72	hr	868	852	3556	0.2399	-0.0093
50058	MDA-MB-231	10006-101-1	AZD7762	3.33	uM	LJP6	72	hr	868	683	3556	0.1921	-0.1122
50058	MDA-MB-231	10006-101-1	AZD7762	10	uM	LJP6	72	hr	868	633	3556	0.1784	-0.1438
50058	MDA-MB-231	10007-101-1	AZD8055	0.04	uM	LJP6	72	hr	868	1801	3556	0.5085	0.4313
50058	MDA-MB-231	10007-101-1	AZD8055	0.12	uM	LJP6	72	hr	868	1409	3556	0.3979	0.2667
50058	MDA-MB-231	10007-101-1	AZD8055	0.37	uM	LJP6	72	hr	868	1365	3556	0.3852	0.2472
50058	MDA-MB-231	10007-101-1	AZD8055	1.11	uM	LJP6	72	hr	868	1340	3556	0.3772	0.2381
50058	MDA-MB-231	10007-101-1	AZD8055	3.33	uM	LJP6	72	hr	868	1260	3556	0.3550	0.2013
50058	MDA-MB-231	10007-101-1	AZD8055	10	uM	LJP6	72	hr	868	980	3556	0.2765	0.0615
50058	MDA-MB-231	10008-101-1	Sorafenib	0.04	uM	LJP6	72	hr	868	3447	3556	0.9711	0.9714
50058	MDA-MB-231	10008-101-1	Sorafenib	0.12	uM	LJP6	72	hr	868	2798	3556	0.7880	0.7786
50058	MDA-MB-231	10008-101-1	Sorafenib	0.37	uM	LJP6	72	hr	868	2860	3556	0.8057	0.7984
50058	MDA-MB-231	10008-101-1	Sorafenib	1.11	uM	LJP6	72	hr	868	2640	3556	0.7424	0.7275
50058	MDA-MB-231	10008-101-1	Sorafenib	3.33	uM	LJP6	72	hr	868	2760	3556	0.7769	0.7667
50058	MDA-MB-231	10008-101-1	Sorafenib	10	uM	LJP6	72	hr	868	2448	3556	0.6884	0.6645
50058	MDA-MB-231	10009-101-1	CP466722	0.04	uM	LJP5	72	hr	868	3815	3410	1.1190	1.1172
50058	MDA-MB-231	10009-101-1	CP466722	0.12	uM	LJP5	72	hr	868	3685	3410	1.0811	1.0807
50058	MDA-MB-231	10009-101-1	CP466722	0.37	uM	LJP5	72	hr	868	3509	3410	1.0290	1.0292
50058	MDA-MB-231	10009-101-1	CP466722	1.11	uM	LJP5	72	hr	868	3252	3410	0.9536	0.9517
50058	MDA-MB-231	10009-101-1	CP466722	3.33	uM	LJP5	72	hr	868	3398	3410	0.9960	0.9952
50058	MDA-MB-231	10009-101-1	CP466722	10	uM	LJP5	72	hr	868	1730	3410	0.5070	0.4168
50058	MDA-MB-231	10010-101-1	CP724714	0.04	uM	LJP5	72	hr	868	2656	3410	0.7801	0.7628
50058	MDA-MB-231	10010-101-1	CP724714	0.12	uM	LJP5	72	hr	868	2625	3410	0.7714	0.7524
50058	MDA-MB-231	10010-101-1	CP724714	0.37	uM	LJP5	72	hr	868	2643	3410	0.7754	0.7578
