Cell HMS LINCS ID	Cell Name	Small Molecule HMS LINCS ID	Small Molecule Name	LJP Library Plate	AUC
50105	BT-20	10108-101-1	Geldanamycin	LJP6	-0.0400
50105	BT-20	10109-101-1	YM 201636	LJP5	0.7286
50105	BT-20	10111-101-1	TWS119	LJP5	0.7627
50105	BT-20	10112-101-1	PF477736	LJP5	0.7768
50105	BT-20	10115-102-1	LDN-193189	LJP5	0.4788
50105	BT-20	10116-101-1	PF431396	LJP5	0.3416
50105	BT-20	10117-101-1	Celastrol	LJP6	0.4391
50105	BT-20	10119-101-1	SU11274	LJP5	0.8192
50105	BT-20	10120-102-1	Canertinib	LJP6	0.6670
50105	BT-20	10122-101-1	NVP-AEW541	LJP5	0.9953
50105	BT-20	10125-101-1	PHA-665752	LJP5	0.8666
50105	BT-20	10126-101-1	PI103	LJP6	0.3261
50105	BT-20	10127-101-1	Dovitinib	LJP5	0.4314
50105	BT-20	10128-101-1	GSK 690693	LJP5	0.5964
50105	BT-20	10132-101-1	SNS-032	LJP6	-0.0286
50105	BT-20	10133-101-1	Afatinib	LJP6	0.6794
50105	BT-20	10134-101-1	GSK1904529A	LJP6	0.9226
50105	BT-20	10135-101-1	Linsitinib	LJP5	0.8844
50105	BT-20	10138-105-1	Ruxolitinib	LJP5	0.9130
50105	BT-20	10140-101-1	Momelotinib	LJP5	0.6701
50105	BT-20	10141-101-1	TG 101348	LJP5	0.7095
50105	BT-20	10142-101-1	Trametinib	LJP5	0.7326
50105	BT-20	10146-101-1	Omipalisib	LJP6	-0.2384
50105	BT-20	10147-101-1	Buparlisib	LJP5	0.2977
50105	BT-20	10148-101-1	XL147	LJP5	0.8472
50105	BT-20	10149-102-1	Y39983	LJP6	0.8271
50105	BT-20	10151-101-1	Nintedanib	LJP6	0.8223
50105	BT-20	10157-101-1	Foretinib	LJP5	0.3173
50105	BT-20	10158-101-1	AZD 5438	LJP6	0.2452
50105	BT-20	10159-101-1	Pelitinib	LJP5	0.6100
50105	BT-20	10161-101-1	Luminespib	LJP5	-0.0350
50105	BT-20	10164-101-1	AZD8330	LJP5	0.7504
50105	BT-20	10171-101-1	TGX221	LJP5	0.9995
50105	BT-20	10172-101-1	GSK1059615	LJP5	0.1290
50105	BT-20	10172-101-1	GSK1059615	LJP6	0.1212
50105	BT-20	10177-101-1	Brivanib	LJP5	0.9153
50105	BT-20	10180-101-1	CHIR-99021	LJP6	0.9486
50105	BT-20	10182-101-1	Linifanib	LJP6	0.9816
50105	BT-20	10190-101-1	PIK-93	LJP5	0.8183
50105	BT-20	10232-101-1	BEZ235	LJP5	0.1114
50105	BT-20	10233-101-1	Alpelisib	LJP5	0.5435
50105	BT-20	10234-101-1	GDC-0980	LJP5	-0.0292
50105	BT-20	10479-102-1	Mitoxantrone	LJP5	-0.1327
50105	BT-20	10479-102-1	Mitoxantrone	LJP6	-0.1026
50105	BT-20	10480-101-1	Radicicol	LJP5	0.1834
50105	BT-20	10480-101-1	Radicicol	LJP6	0.1861
50105	BT-20	10481-101-1	Withaferin A	LJP5	0.3316
50105	BT-20	10481-101-1	Withaferin A	LJP6	0.3392
50238	Hs 578T	10001-101-1	Seliciclib	LJP5	0.9306
50238	Hs 578T	10004-101-1	AT-7519	LJP6	0.1141
50238	Hs 578T	10006-101-1	AZD7762	LJP6	-0.0162
50238	Hs 578T	10007-101-1	AZD8055	LJP6	0.1115
50238	Hs 578T	10008-101-1	Sorafenib	LJP6	1.1062
50238	Hs 578T	10009-101-1	CP466722	LJP5	0.9679
50238	Hs 578T	10010-101-1	CP724714	LJP5	0.9408
50238	Hs 578T	10011-101-1	Alvocidib	LJP6	-0.0764
50238	Hs 578T	10014-101-1	GW843682X	LJP6	0.2205
50238	Hs 578T	10015-101-1	HG-5-113-01	LJP5	0.5214
50238	Hs 578T	10016-101-1	HG-5-88-01	LJP6	0.8546
50238	Hs 578T	10017-101-1	HG-6-64-01	LJP6	0.4604
50238	Hs 578T	10018-101-1	Neratinib	LJP5	0.5221
50238	Hs 578T	10019-101-1	JW-7-24-1	LJP6	0.5585
50238	Hs 578T	10020-101-1	Dasatinib	LJP5	0.1556
50238	Hs 578T	10020-101-1	Dasatinib	LJP6	-0.0234
50238	Hs 578T	10021-101-1	Tozasertib	LJP5	0.0894
50238	Hs 578T	10023-103-1	Imatinib	LJP6	1.0222
50238	Hs 578T	10024-101-1	NVP-TAE684	LJP6	0.3941
50238	Hs 578T	10025-101-1	CGP60474	LJP5	0.0383
50238	Hs 578T	10025-101-1	CGP60474	LJP6	-0.1859
50238	Hs 578T	10026-101-1	PD173074	LJP6	0.7215
50238	Hs 578T	10027-101-1	Crizotinib	LJP5	0.6727
50238	Hs 578T	10028-102-1	BMS345541	LJP6	0.7377
50238	Hs 578T	10031-101-1	KIN001-043	LJP6	0.8927
50238	Hs 578T	10032-101-1	Saracatinib	LJP6	0.7298
50238	Hs 578T	10035-101-1	Sigma A6730	LJP5	0.8307
50238	Hs 578T	10039-101-1	WH-4-025	LJP5	0.2466
50238	Hs 578T	10040-101-1	R406	LJP6	0.6949
50238	Hs 578T	10041-101-1	BI-2536	LJP6	-0.1003
50238	Hs 578T	10045-101-1	A443654	LJP6	-0.0011
50238	Hs 578T	10046-101-1	SB590885	LJP5	0.9864
50238	Hs 578T	10047-101-1	GDC-0941	LJP6	0.5267
50238	Hs 578T	10048-101-1	PD184352	LJP5	0.5575
50238	Hs 578T	10049-101-1	PLX-4720	LJP5	1.0300
50238	Hs 578T	10051-104-1	Lapatinib	LJP6	0.9269
50238	Hs 578T	10052-101-1	Sirolimus	LJP6	0.6234
50238	Hs 578T	10053-101-1	ZSTK474	LJP6	0.4703
50238	Hs 578T	10055-101-1	BX-912	LJP5	0.5074
50238	Hs 578T	10056-101-1	Selumetinib	LJP6	0.4491
50238	Hs 578T	10057-102-1	MK2206	LJP6	0.6723
50238	Hs 578T	10059-101-1	AZD-6482	LJP5	0.7428
50238	Hs 578T	10061-101-1	NU7441	LJP5	0.7274
50238	Hs 578T	10063-102-1	OSI-027	LJP6	0.5978
50238	Hs 578T	10064-101-1	WYE-125132	LJP6	0.1880
50238	Hs 578T	10067-101-1	Barasertib	LJP5	0.2765
50238	Hs 578T	10068-101-1	Vemurafenib	LJP5	0.9255
50238	Hs 578T	10069-101-1	Enzastaurin	LJP5	0.9960
50238	Hs 578T	10071-101-1	Palbociclib	LJP6	0.4781
50238	Hs 578T	10072-101-1	PF562271	LJP6	0.5678
50238	Hs 578T	10073-101-1	PHA-793887	LJP6	0.1678
50238	Hs 578T	10075-101-1	QL-X-138	LJP6	0.5111
50238	Hs 578T	10077-101-1	QL-XII-47	LJP6	0.4875
50238	Hs 578T	10079-101-1	Torin1	LJP6	0.1156
50238	Hs 578T	10080-101-1	Torin2	LJP5	-0.0002
50238	Hs 578T	10082-101-1	WZ-4-145	LJP6	0.4832
50238	Hs 578T	10084-101-1	WZ3105	LJP5	-0.1352
50238	Hs 578T	10086-101-1	XMD11-50	LJP6	0.6183
50238	Hs 578T	10087-101-1	XMD11-85h	LJP6	0.8171
50238	Hs 578T	10091-101-1	XMD16-144	LJP5	0.0735
50238	Hs 578T	10097-101-1	Erlotinib	LJP5	0.8906
50238	Hs 578T	10098-101-1	Gefitinib	LJP6	0.9650
50238	Hs 578T	10099-101-1	Nilotinib	LJP5	0.9082
50238	Hs 578T	10100-101-1	JNK-9L	LJP6	0.5633
50238	Hs 578T	10101-101-1	PD0325901	LJP5	0.2883
50238	Hs 578T	10101-101-1	PD0325901	LJP6	0.2662
50238	Hs 578T	10108-101-1	Geldanamycin	LJP5	0.1990
50238	Hs 578T	10108-101-1	Geldanamycin	LJP6	0.1881
50238	Hs 578T	10109-101-1	YM 201636	LJP5	0.7730
50238	Hs 578T	10111-101-1	TWS119	LJP5	0.7477
50238	Hs 578T	10112-101-1	PF477736	LJP5	0.2502
50238	Hs 578T	10115-102-1	LDN-193189	LJP5	0.5839
50238	Hs 578T	10116-101-1	PF431396	LJP5	0.3911
50238	Hs 578T	10117-101-1	Celastrol	LJP6	0.4662
50238	Hs 578T	10119-101-1	SU11274	LJP5	0.8038
50238	Hs 578T	10120-102-1	Canertinib	LJP6	0.7451
50238	Hs 578T	10122-101-1	NVP-AEW541	LJP5	0.8694
50238	Hs 578T	10125-101-1	PHA-665752	LJP5	0.7977
50238	Hs 578T	10126-101-1	PI103	LJP6	0.2898
50238	Hs 578T	10127-101-1	Dovitinib	LJP5	0.4102
50238	Hs 578T	10128-101-1	GSK 690693	LJP5	0.7548
50238	Hs 578T	10132-101-1	SNS-032	LJP6	0.0127
50238	Hs 578T	10133-101-1	Afatinib	LJP6	0.7393
50238	Hs 578T	10134-101-1	GSK1904529A	LJP6	0.9531
50238	Hs 578T	10135-101-1	Linsitinib	LJP5	0.9417
50238	Hs 578T	10138-105-1	Ruxolitinib	LJP5	0.9159
50238	Hs 578T	10140-101-1	Momelotinib	LJP5	0.6126
50238	Hs 578T	10141-101-1	TG 101348	LJP5	0.6023
50238	Hs 578T	10142-101-1	Trametinib	LJP5	0.2035
50238	Hs 578T	10146-101-1	Omipalisib	LJP6	-0.0170
50238	Hs 578T	10147-101-1	Buparlisib	LJP5	0.3701
50238	Hs 578T	10148-101-1	XL147	LJP5	0.9578
50238	Hs 578T	10149-102-1	Y39983	LJP6	0.6531
50238	Hs 578T	10151-101-1	Nintedanib	LJP6	0.5978
50238	Hs 578T	10157-101-1	Foretinib	LJP5	0.3955
50238	Hs 578T	10158-101-1	AZD 5438	LJP6	0.2598
50238	Hs 578T	10159-101-1	Pelitinib	LJP5	0.6712
50238	Hs 578T	10161-101-1	Luminespib	LJP5	0.0717
50238	Hs 578T	10164-101-1	AZD8330	LJP5	0.2167
50238	Hs 578T	10171-101-1	TGX221	LJP5	0.8204
50238	Hs 578T	10172-101-1	GSK1059615	LJP5	0.4456
50238	Hs 578T	10172-101-1	GSK1059615	LJP6	0.4733
50238	Hs 578T	10177-101-1	Brivanib	LJP5	0.9232
50238	Hs 578T	10180-101-1	CHIR-99021	LJP6	0.8730
50238	Hs 578T	10182-101-1	Linifanib	LJP6	0.9276
50238	Hs 578T	10190-101-1	PIK-93	LJP5	0.7819
50238	Hs 578T	10232-101-1	BEZ235	LJP5	0.1571
50238	Hs 578T	10233-101-1	Alpelisib	LJP5	0.8195
50238	Hs 578T	10234-101-1	GDC-0980	LJP5	0.3020
50238	Hs 578T	10479-102-1	Mitoxantrone	LJP5	-0.1845
50238	Hs 578T	10479-102-1	Mitoxantrone	LJP6	-0.1853
50238	Hs 578T	10480-101-1	Radicicol	LJP5	0.5365
50238	Hs 578T	10480-101-1	Radicicol	LJP6	0.5131
50238	Hs 578T	10481-101-1	Withaferin A	LJP5	0.4304
50238	Hs 578T	10481-101-1	Withaferin A	LJP6	0.4053
50583	MCF 10A	10001-101-1	Seliciclib	LJP5	0.8763
50583	MCF 10A	10004-101-1	AT-7519	LJP6	0.2273
50583	MCF 10A	10006-101-1	AZD7762	LJP6	0.4526
50583	MCF 10A	10007-101-1	AZD8055	LJP6	0.2024
50583	MCF 10A	10008-101-1	Sorafenib	LJP6	0.9273
50583	MCF 10A	10009-101-1	CP466722	LJP5	0.9557
50583	MCF 10A	10010-101-1	CP724714	LJP5	0.9839
50583	MCF 10A	10011-101-1	Alvocidib	LJP6	-0.1860
50583	MCF 10A	10014-101-1	GW843682X	LJP6	0.3435
50583	MCF 10A	10015-101-1	HG-5-113-01	LJP5	0.6203
50583	MCF 10A	10016-101-1	HG-5-88-01	LJP6	0.7277
50583	MCF 10A	10017-101-1	HG-6-64-01	LJP6	0.7246
50583	MCF 10A	10018-101-1	Neratinib	LJP5	0.2278
50583	MCF 10A	10019-101-1	JW-7-24-1	LJP6	0.8083
50583	MCF 10A	10020-101-1	Dasatinib	LJP5	0.2776
50583	MCF 10A	10020-101-1	Dasatinib	LJP6	0.0979
50583	MCF 10A	10021-101-1	Tozasertib	LJP5	0.1580
50583	MCF 10A	10023-103-1	Imatinib	LJP6	1.0025
50583	MCF 10A	10024-101-1	NVP-TAE684	LJP6	0.5660
50583	MCF 10A	10025-101-1	CGP60474	LJP5	-0.0447
50583	MCF 10A	10025-101-1	CGP60474	LJP6	-0.2498
50583	MCF 10A	10026-101-1	PD173074	LJP6	0.9411
50583	MCF 10A	10027-101-1	Crizotinib	LJP5	0.7865
50583	MCF 10A	10028-102-1	BMS345541	LJP6	0.9539
50583	MCF 10A	10031-101-1	KIN001-043	LJP6	0.8747
50583	MCF 10A	10032-101-1	Saracatinib	LJP6	0.7122
50583	MCF 10A	10035-101-1	Sigma A6730	LJP5	0.9028
50583	MCF 10A	10039-101-1	WH-4-025	LJP5	0.6210
50583	MCF 10A	10040-101-1	R406	LJP6	0.8805
50583	MCF 10A	10041-101-1	BI-2536	LJP6	-0.0115
50583	MCF 10A	10045-101-1	A443654	LJP6	0.2083
50583	MCF 10A	10046-101-1	SB590885	LJP5	0.9303
50583	MCF 10A	10047-101-1	GDC-0941	LJP6	0.5175
50583	MCF 10A	10048-101-1	PD184352	LJP5	0.4129
50583	MCF 10A	10049-101-1	PLX-4720	LJP5	0.9785
50583	MCF 10A	10051-104-1	Lapatinib	LJP6	0.8006
50583	MCF 10A	10052-101-1	Sirolimus	LJP6	0.9931
50583	MCF 10A	10053-101-1	ZSTK474	LJP6	0.5734
50583	MCF 10A	10055-101-1	BX-912	LJP5	0.4973
50583	MCF 10A	10056-101-1	Selumetinib	LJP6	0.3535
50583	MCF 10A	10057-102-1	MK2206	LJP6	0.8034
50583	MCF 10A	10059-101-1	AZD-6482	LJP5	0.8295
50583	MCF 10A	10061-101-1	NU7441	LJP5	0.8689
50583	MCF 10A	10063-102-1	OSI-027	LJP6	0.4360
50583	MCF 10A	10064-101-1	WYE-125132	LJP6	0.2468
50583	MCF 10A	10067-101-1	Barasertib	LJP5	0.1518
50583	MCF 10A	10068-101-1	Vemurafenib	LJP5	0.8635
50583	MCF 10A	10069-101-1	Enzastaurin	LJP5	1.0038
50583	MCF 10A	10071-101-1	Palbociclib	LJP6	0.6285
50583	MCF 10A	10072-101-1	PF562271	LJP6	0.4426
50583	MCF 10A	10073-101-1	PHA-793887	LJP6	0.0776
50583	MCF 10A	10075-101-1	QL-X-138	LJP6	0.6770
50583	MCF 10A	10077-101-1	QL-XII-47	LJP6	0.6288
50583	MCF 10A	10079-101-1	Torin1	LJP6	0.2400
50583	MCF 10A	10080-101-1	Torin2	LJP5	0.0759
50583	MCF 10A	10082-101-1	WZ-4-145	LJP6	0.7234
50583	MCF 10A	10084-101-1	WZ3105	LJP5	-0.0213
50583	MCF 10A	10086-101-1	XMD11-50	LJP6	0.6540
50583	MCF 10A	10087-101-1	XMD11-85h	LJP6	0.9360
50583	MCF 10A	10091-101-1	XMD16-144	LJP5	0.2665
50583	MCF 10A	10097-101-1	Erlotinib	LJP5	0.4346
50583	MCF 10A	10098-101-1	Gefitinib	LJP6	0.3485
50583	MCF 10A	10099-101-1	Nilotinib	LJP5	0.9084
50583	MCF 10A	10100-101-1	JNK-9L	LJP6	0.4094
50583	MCF 10A	10101-101-1	PD0325901	LJP5	0.1785
50583	MCF 10A	10101-101-1	PD0325901	LJP6	0.1224
50583	MCF 10A	10108-101-1	Geldanamycin	LJP5	-0.0263
50583	MCF 10A	10108-101-1	Geldanamycin	LJP6	-0.0703
50583	MCF 10A	10109-101-1	YM 201636	LJP5	0.8023
50583	MCF 10A	10111-101-1	TWS119	LJP5	0.8349
50583	MCF 10A	10112-101-1	PF477736	LJP5	0.5952
50583	MCF 10A	10115-102-1	LDN-193189	LJP5	0.6950
50583	MCF 10A	10116-101-1	PF431396	LJP5	0.2480
50583	MCF 10A	10117-101-1	Celastrol	LJP6	0.4840
50583	MCF 10A	10119-101-1	SU11274	LJP5	0.8335
50583	MCF 10A	10120-102-1	Canertinib	LJP6	0.2335
50583	MCF 10A	10122-101-1	NVP-AEW541	LJP5	0.7980
50583	MCF 10A	10125-101-1	PHA-665752	LJP5	0.9045
50583	MCF 10A	10126-101-1	PI103	LJP6	0.4249
50583	MCF 10A	10127-101-1	Dovitinib	LJP5	0.4988
50583	MCF 10A	10128-101-1	GSK 690693	LJP5	0.9229
50583	MCF 10A	10132-101-1	SNS-032	LJP6	0.0034
50583	MCF 10A	10133-101-1	Afatinib	LJP6	0.0408
50583	MCF 10A	10134-101-1	GSK1904529A	LJP6	0.6563
50583	MCF 10A	10135-101-1	Linsitinib	LJP5	0.8051
50583	MCF 10A	10138-105-1	Ruxolitinib	LJP5	0.9469
50583	MCF 10A	10140-101-1	Momelotinib	LJP5	0.7309
50583	MCF 10A	10141-101-1	TG 101348	LJP5	0.7221
50583	MCF 10A	10142-101-1	Trametinib	LJP5	0.1918
50583	MCF 10A	10146-101-1	Omipalisib	LJP6	-0.0161
50583	MCF 10A	10147-101-1	Buparlisib	LJP5	0.5235
50583	MCF 10A	10148-101-1	XL147	LJP5	0.8962
50583	MCF 10A	10149-102-1	Y39983	LJP6	0.7898
50583	MCF 10A	10151-101-1	Nintedanib	LJP6	0.9788
50583	MCF 10A	10157-101-1	Foretinib	LJP5	0.5786
50583	MCF 10A	10158-101-1	AZD 5438	LJP6	0.2946
50583	MCF 10A	10159-101-1	Pelitinib	LJP5	0.1911
50583	MCF 10A	10161-101-1	Luminespib	LJP5	-0.0508
50583	MCF 10A	10164-101-1	AZD8330	LJP5	0.1209
50583	MCF 10A	10171-101-1	TGX221	LJP5	0.9040
50583	MCF 10A	10172-101-1	GSK1059615	LJP5	0.4103
50583	MCF 10A	10172-101-1	GSK1059615	LJP6	0.4116
50583	MCF 10A	10177-101-1	Brivanib	LJP5	0.8129
50583	MCF 10A	10180-101-1	CHIR-99021	LJP6	0.9446
50583	MCF 10A	10182-101-1	Linifanib	LJP6	0.9710
50583	MCF 10A	10190-101-1	PIK-93	LJP5	0.8796
50583	MCF 10A	10232-101-1	BEZ235	LJP5	0.2280
50583	MCF 10A	10233-101-1	Alpelisib	LJP5	0.8144
50583	MCF 10A	10234-101-1	GDC-0980	LJP5	0.3139
50583	MCF 10A	10479-102-1	Mitoxantrone	LJP5	-0.0174
50583	MCF 10A	10479-102-1	Mitoxantrone	LJP6	-0.0258
50583	MCF 10A	10480-101-1	Radicicol	LJP5	0.2814
50583	MCF 10A	10480-101-1	Radicicol	LJP6	0.2796
50583	MCF 10A	10481-101-1	Withaferin A	LJP5	0.3982
50583	MCF 10A	10481-101-1	Withaferin A	LJP6	0.3781
