cell_line	small_molecule	concentration	cell_count__time0	cell_count	cell_count__ctrl	replicate	GRvalue
BT-20	QL-X-138	3.33	1334	2711	3925	2	0.576913244265072
BT-20	QL-X-138	3.33	1657	2739	5383	1	0.344021335168839
BT-20	QL-X-138	10	1097	675	3673	3	-0.243119138299088
BT-20	QL-X-138	10	1334	836	3925	2	-0.25929045648322
BT-20	QL-X-138	10	1657	1231	5383	1	-0.160399972686327
BT-20	QL-XII-47	0.04	1097	1829	3673	3	0.340731412363662
BT-20	QL-XII-47	0.04	1334	3356	3925	2	0.808602130826501
BT-20	QL-XII-47	0.04	1657	4749	5383	1	0.857863735856297
BT-20	QL-XII-47	0.12	1097	1649	3673	3	0.263380211763989
BT-20	QL-XII-47	0.12	1334	3397	3925	2	0.822763001674686
BT-20	QL-XII-47	0.12	1657	4361	5383	1	0.76700427840704
BT-20	QL-XII-47	0.37	1097	1197	3673	3	0.0513129918478807
BT-20	QL-XII-47	0.37	1334	2754	3925	2	0.592932839185164
BT-20	QL-XII-47	0.37	1657	2976	5383	1	0.411265498019679
BT-20	QL-XII-47	1.11	1097	849	3673	3	-0.136704118380762
BT-20	QL-XII-47	1.11	1334	2040	3925	2	0.313668092425422
BT-20	QL-XII-47	1.11	1657	1728	5383	1	0.024989459513252
BT-20	QL-XII-47	3.33	1097	719	3673	3	-0.215201093749411
BT-20	QL-XII-47	3.33	1334	1208	3925	2	-0.0617371520050256
BT-20	QL-XII-47	3.33	1657	1317	5383	1	-0.126373696821696
BT-20	QL-XII-47	10	1097	798	3673	3	-0.166842217833556
BT-20	QL-XII-47	10	1334	837	3925	2	-0.258721500603623
BT-20	QL-XII-47	10	1657	799	5383	1	-0.348906367511447
BT-20	R406	0.04	1097	3449	3673	3	0.929101101639026
BT-20	R406	0.04	1334	3713	3925	2	0.929929327958934
BT-20	R406	0.04	1657	5812	5383	1	1.09228495643817
BT-20	R406	0.12	1097	3598	3673	3	0.976472297118926
BT-20	R406	0.12	1334	3639	3925	2	0.905135853694235
BT-20	R406	0.12	1657	5542	5383	1	1.03454482870595
BT-20	R406	0.37	1097	3464	3673	3	0.933908998191608
BT-20	R406	0.37	1334	3747	3925	2	0.941261580545109
BT-20	R406	0.37	1657	5581	5383	1	1.04295549893593
BT-20	R406	1.11	1097	3417	3673	3	0.918814357859118
BT-20	R406	1.11	1334	3852	3925	2	0.976028371971598
BT-20	R406	1.11	1657	5457	5383	1	1.01612899360069
BT-20	R406	3.33	1097	3171	3673	3	0.838317746243419
BT-20	R406	3.33	1334	4100	3925	2	1.05682633848867
BT-20	R406	3.33	1657	4966	5383	1	0.907345600976257
BT-20	R406	10	1097	1650	3673	3	0.263819613114925
BT-20	R406	10	1334	3284	3925	2	0.783583531456142
BT-20	R406	10	1657	2463	5383	1	0.262611276454157
BT-20	Radicicol	0.04	1097	2856	3673	3	0.731241373879032
BT-20	Radicicol	0.04	1097	3196	3846	3	0.80552578043248
BT-20	Radicicol	0.04	1334	3362	4033	2	0.784493907941115
BT-20	Radicicol	0.04	1334	3774	3925	2	0.950234539351944
BT-20	Radicicol	0.04	1657	4818	5383	1	0.873696672892953
BT-20	Radicicol	0.04	1657	5049	5588	1	0.887608505726785
BT-20	Radicicol	0.12	1097	1746	3673	3	0.305487485397749
BT-20	Radicicol	0.12	1097	2153	3846	3	0.451466193605825
BT-20	Radicicol	0.12	1334	1952	4033	2	0.269346843577188
BT-20	Radicicol	0.12	1334	2069	3925	2	0.325632321492131
BT-20	Radicicol	0.12	1657	3337	5383	1	0.509595248192228
BT-20	Radicicol	0.12	1657	3436	5588	1	0.515657489706122
BT-20	Radicicol	0.37	1097	1288	3673	3	0.0964397053586463
BT-20	Radicicol	0.37	1097	1447	3846	3	0.165334376751168
BT-20	Radicicol	0.37	1334	1263	4033	2	-0.0336857640103935
BT-20	Radicicol	0.37	1334	1496	3925	2	0.0763917868708281
BT-20	Radicicol	0.37	1657	2239	5588	1	0.187254072407436
BT-20	Radicicol	0.37	1657	2251	5383	1	0.197495736765751
BT-20	Radicicol	1.11	1097	1167	3846	3	0.0347699172128757
BT-20	Radicicol	1.11	1097	1214	3673	3	0.0598515143590339
BT-20	Radicicol	1.11	1334	953	4033	2	-0.189995733681292
BT-20	Radicicol	1.11	1334	974	3925	2	-0.18291832727277
BT-20	Radicicol	1.11	1657	1892	5588	1	0.0785566564153006
BT-20	Radicicol	1.11	1657	1936	5383	1	0.0958684674736268
BT-20	Radicicol	3.33	1097	968	3846	3	-0.0667901214254097
BT-20	Radicicol	3.33	1097	1007	3673	3	-0.0479156427278739
BT-20	Radicicol	3.33	1334	954	4033	2	-0.189463318201037
BT-20	Radicicol	3.33	1334	980	3925	2	-0.179689014336059
BT-20	Radicicol	3.33	1657	1834	5588	1	0.0595776258069629
BT-20	Radicicol	3.33	1657	1848	5383	1	0.0662841291762002
BT-20	Radicicol	10	1097	595	3673	3	-0.295952151923548
BT-20	Radicicol	10	1097	704	3846	3	-0.217363043322492
BT-20	Radicicol	10	1334	967	4033	2	-0.182560771991652
BT-20	Radicicol	10	1334	983	3925	2	-0.178077010811174
BT-20	Radicicol	10	1657	1506	5588	1	-0.0530262508115535
BT-20	Radicicol	10	1657	1525	5383	1	-0.0476633145589803
BT-20	Ruxolitinib	0.04	1097	3687	3846	3	0.953882234510565
BT-20	Ruxolitinib	0.04	1334	4182	4033	2	1.04598039964234
BT-20	Ruxolitinib	0.04	1657	5195	5588	1	0.918541306321331
BT-20	Ruxolitinib	0.12	1097	3629	3846	3	0.936838637713644
BT-20	Ruxolitinib	0.12	1334	3911	4033	2	0.96187729642557
BT-20	Ruxolitinib	0.12	1657	5224	5588	1	0.924640801774893
BT-20	Ruxolitinib	0.37	1097	3655	3846	3	0.94449382986786
BT-20	Ruxolitinib	0.37	1334	4023	4033	2	0.996891546494085
BT-20	Ruxolitinib	0.37	1657	5138	5588	1	0.90650983123297
BT-20	Ruxolitinib	1.11	1097	4001	3846	3	1.04414325766958
BT-20	Ruxolitinib	1.11	1334	3996	4033	2	0.988484273242984
BT-20	Ruxolitinib	1.11	1657	5047	5588	1	0.887182118921665
BT-20	Ruxolitinib	3.33	1097	3857	3846	3	1.00315868528615
BT-20	Ruxolitinib	3.33	1334	3901	4033	2	0.958732931726628
BT-20	Ruxolitinib	3.33	1657	4811	5588	1	0.836346961338577
BT-20	Ruxolitinib	10	1097	3148	3846	3	0.790491723983712
BT-20	Ruxolitinib	10	1334	3058	4033	2	0.681616592535933
BT-20	Ruxolitinib	10	1657	3984	5588	1	0.649095844684633
BT-20	SB590885	0.04	1097	3918	3846	3	1.02060237570355
BT-20	SB590885	0.04	1334	4237	4033	2	1.06279784283064
BT-20	SB590885	0.04	1657	5376	5588	1	0.956375436531239
BT-20	SB590885	0.12	1097	3896	3846	3	1.01432531416558
BT-20	SB590885	0.12	1334	4065	4033	2	1.00992776439912
BT-20	SB590885	0.12	1657	5393	5588	1	0.959900584186221
BT-20	SB590885	0.37	1097	3951	3846	3	1.02998847403397
BT-20	SB590885	0.37	1334	4088	4033	2	1.01704532469232
BT-20	SB590885	0.37	1657	5431	5588	1	0.967763100176043
BT-20	SB590885	1.11	1097	3893	3846	3	1.0134681237333
BT-20	SB590885	1.11	1334	3956	4033	2	0.975989948856391
BT-20	SB590885	1.11	1657	5406	5588	1	0.96259306385763
BT-20	SB590885	3.33	1097	4026	3846	3	1.05119096126139
BT-20	SB590885	3.33	1334	4161	4033	2	1.03953743048527
BT-20	SB590885	3.33	1657	5640	5588	1	1.0105911142695
BT-20	SB590885	10	1097	3380	3846	3	0.862241985486288
BT-20	SB590885	10	1334	3603	4033	2	0.863599751321501
BT-20	SB590885	10	1657	5018	5588	1	0.880991327873448
BT-20	SNS-032	0.04	1097	3257	3673	3	0.866751909992343
BT-20	SNS-032	0.04	1334	3780	3925	2	0.952225407868025
BT-20	SNS-032	0.04	1657	4651	5383	1	0.835212621853532
BT-20	SNS-032	0.12	1097	1048	3673	3	-0.0258701713128242
BT-20	SNS-032	0.12	1334	2372	3925	2	0.447256705408992
BT-20	SNS-032	0.12	1657	1617	5383	1	-0.0142727549275464
BT-20	SNS-032	0.37	1097	691	3673	3	-0.232879797632029
BT-20	SNS-032	0.37	1334	752	3925	2	-0.3079935862901
BT-20	SNS-032	0.37	1657	1197	5383	1	-0.174120815280479
BT-20	SNS-032	1.11	1097	727	3673	3	-0.210204229422389
BT-20	SNS-032	1.11	1334	423	3925	2	-0.521792019119673
BT-20	SNS-032	1.11	1657	1048	5383	1	-0.236247315276574
BT-20	SNS-032	3.33	1097	740	3673	3	-0.202134054451489
BT-20	SNS-032	3.33	1334	394	3925	2	-0.543115951377939
BT-20	SNS-032	3.33	1657	1037	5383	1	-0.24097358969216
BT-20	SNS-032	10	1097	775	3673	3	-0.180701918866212
BT-20	SNS-032	10	1334	422	3925	2	-0.52251844288289
BT-20	SNS-032	10	1657	1155	5383	1	-0.191293673118154
BT-20	SU11274	0.04	1097	4164	3846	3	1.08974705513783
BT-20	SU11274	0.04	1334	4275	4033	2	1.07436956940625
BT-20	SU11274	0.04	1657	5686	5588	1	1.01992524341284
BT-20	SU11274	0.12	1097	3970	3846	3	1.03537668120884
BT-20	SU11274	0.12	1334	4234	4033	2	1.06188263815677
BT-20	SU11274	0.12	1657	5749	5588	1	1.03265644382898
BT-20	SU11274	0.37	1097	3913	3846	3	1.01917715853556
BT-20	SU11274	0.37	1334	4098	4033	2	1.02013524941822
BT-20	SU11274	0.37	1657	5441	5588	1	0.969828249752268
BT-20	SU11274	1.11	1097	3539	3846	3	0.910148448330713
BT-20	SU11274	1.11	1334	3767	4033	2	0.916303552114474
BT-20	SU11274	1.11	1657	5287	5588	1	0.937841495545454
BT-20	SU11274	3.33	1097	3273	3846	3	0.829433487768299
BT-20	SU11274	3.33	1334	3456	4033	2	0.81559257977978
BT-20	SU11274	3.33	1657	4682	5588	1	0.808106814606618
BT-20	SU11274	10	1097	1251	3846	3	0.0752842387458255
BT-20	SU11274	10	1334	1289	4033	2	-0.021270023778157
BT-20	SU11274	10	1657	2093	5588	1	0.142471359832896
BT-20	Saracatinib	0.04	1097	3499	3673	3	0.945093025563238
BT-20	Saracatinib	0.04	1334	3861	3925	2	0.978992506258729
BT-20	Saracatinib	0.04	1657	5648	5383	1	1.05734831899184
BT-20	Saracatinib	0.12	1097	3436	3673	3	0.924927041064894
BT-20	Saracatinib	0.12	1334	3738	3925	2	0.938265459110481
BT-20	Saracatinib	0.12	1657	5246	5383	1	0.969896579308322
BT-20	Saracatinib	0.37	1097	3174	3673	3	0.839315129641123
BT-20	Saracatinib	0.37	1334	3628	3925	2	0.901435004069226
BT-20	Saracatinib	0.37	1657	4894	5383	1	0.891028195798295
BT-20	Saracatinib	1.11	1097	2888	3673	3	0.742341305773168
BT-20	Saracatinib	1.11	1334	3485	3925	2	0.852952339101123
BT-20	Saracatinib	1.11	1657	4346	5383	1	0.763426252894864
BT-20	Saracatinib	3.33	1097	2338	3673	3	0.543492429930591
BT-20	Saracatinib	3.33	1334	3169	3925	2	0.743212179581867
BT-20	Saracatinib	3.33	1657	3616	5383	1	0.582616018054607
BT-20	Saracatinib	10	1097	1674	3673	3	0.274331407597355
BT-20	Saracatinib	10	1334	2063	3925	2	0.32316191090613
BT-20	Saracatinib	10	1657	2213	5383	1	0.185561531133017
BT-20	Seliciclib	0.04	1097	3909	3846	3	1.01803639800104
BT-20	Seliciclib	0.04	1334	4094	4033	2	1.01889961782285
BT-20	Seliciclib	0.04	1657	5718	5588	1	1.02639941933584
BT-20	Seliciclib	0.12	1097	3839	3846	3	0.997987822549823
BT-20	Seliciclib	0.12	1334	4007	4033	2	0.991912011727295
BT-20	Seliciclib	0.12	1657	5585	5588	1	0.99938768457607
BT-20	Seliciclib	0.37	1097	3440	3846	3	0.880435963990632
BT-20	Seliciclib	0.37	1334	3825	4033	2	0.934736564004468
BT-20	Seliciclib	0.37	1657	5212	5588	1	0.922118642175478
BT-20	Seliciclib	1.11	1097	3081	3846	3	0.769334074761221
BT-20	Seliciclib	1.11	1334	3827	4033	2	0.93537031599029
BT-20	Seliciclib	1.11	1657	4763	5588	1	0.825877473007521
BT-20	Seliciclib	3.33	1097	2834	3846	3	0.689494668822716
BT-20	Seliciclib	3.33	1334	3442	4033	2	0.810981070960447
BT-20	Seliciclib	3.33	1657	4547	5588	1	0.77819265463155
BT-20	Seliciclib	10	1097	1639	3846	3	0.248386896525539
BT-20	Seliciclib	10	1334	1724	4033	2	0.174312603962733
BT-20	Seliciclib	10	1657	2184	5588	1	0.170535616918337
BT-20	Selumetinib	0.04	1097	3709	3673	3	1.01122047947453
BT-20	Selumetinib	0.04	1334	4411	3925	2	1.15571986930824
BT-20	Selumetinib	0.04	1657	6126	5383	1	1.15806298158062
BT-20	Selumetinib	0.12	1097	3420	3673	3	0.91978048010018
BT-20	Selumetinib	0.12	1334	4277	3925	2	1.11342613552352
BT-20	Selumetinib	0.12	1657	5592	5383	1	1.04532336021846
BT-20	Selumetinib	0.37	1097	3537	3673	3	0.957181808064288
BT-20	Selumetinib	0.37	1334	3848	3925	2	0.974710183890223
BT-20	Selumetinib	0.37	1657	5683	5383	1	1.06483899818663
BT-20	Selumetinib	1.11	1097	3556	3673	3	0.963205425976498
BT-20	Selumetinib	1.11	1334	3880	3925	2	0.98524201940777
BT-20	Selumetinib	1.11	1657	5734	5383	1	1.07572007349288
BT-20	Selumetinib	3.33	1097	3360	3673	3	0.900388780216606
BT-20	Selumetinib	3.33	1334	3760	3925	2	0.94558477096881
BT-20	Selumetinib	3.33	1657	5739	5383	1	1.07678469671702
BT-20	Selumetinib	10	1097	3302	3673	3	0.88150261032645
BT-20	Selumetinib	10	1334	4027	3925	2	1.03322924716788
BT-20	Selumetinib	10	1657	5417	5383	1	1.0074218800625
BT-20	Sigma A6730	0.04	1097	3200	3846	3	0.806774042934877
BT-20	Sigma A6730	0.04	1334	3511	4033	2	0.833642092670972
BT-20	Sigma A6730	0.04	1657	4910	5588	1	0.857799501614922
BT-20	Sigma A6730	0.12	1097	3378	3846	3	0.861633041320685
BT-20	Sigma A6730	0.12	1334	3482	4033	2	0.824138343871328
BT-20	Sigma A6730	0.12	1657	4970	5588	1	0.870710608165463
BT-20	Sigma A6730	0.37	1097	3512	3846	3	0.902082335973406
BT-20	Sigma A6730	0.37	1334	3862	4033	2	0.946441033393666
BT-20	Sigma A6730	0.37	1657	5188	5588	1	0.917066823584582
BT-20	Sigma A6730	1.11	1097	3335	3846	3	0.848501486500498
BT-20	Sigma A6730	1.11	1334	3519	4033	2	0.836258651045632
BT-20	Sigma A6730	1.11	1657	4941	5588	1	0.864478654696104
BT-20	Sigma A6730	3.33	1097	3334	3846	3	0.8481952029573
BT-20	Sigma A6730	3.33	1334	3624	4033	2	0.870397691407122
BT-20	Sigma A6730	3.33	1657	5110	5588	1	0.900578627485017
BT-20	Sigma A6730	10	1097	1785	3846	3	0.308658261354555
BT-20	Sigma A6730	10	1334	1867	4033	2	0.234428825412851
BT-20	Sigma A6730	10	1657	2745	5588	1	0.333521498858468
BT-20	Sirolimus	0.04	1097	2367	3673	3	0.554445070199714
BT-20	Sirolimus	0.04	1334	2522	3925	2	0.505393217138609
BT-20	Sirolimus	0.04	1657	3525	5383	1	0.55906269067398
BT-20	Sirolimus	0.12	1097	2217	3673	3	0.497154602127792
BT-20	Sirolimus	0.12	1334	2412	3925	2	0.462885257403204
BT-20	Sirolimus	0.12	1657	3617	5383	1	0.582873481265399
BT-20	Sirolimus	0.37	1097	2186	3673	3	0.485110672567428
BT-20	Sirolimus	0.37	1334	2491	3925	2	0.493482019244401
BT-20	Sirolimus	0.37	1657	3629	5383	1	0.585960757323195
BT-20	Sirolimus	1.11	1097	2201	3673	3	0.490947411588076
BT-20	Sirolimus	1.11	1334	2459	3925	2	0.481130835440968
BT-20	Sirolimus	1.11	1657	3685	5383	1	0.600312824230391
BT-20	Sirolimus	3.33	1097	2310	3673	3	0.5328623637209
BT-20	Sirolimus	3.33	1334	2448	3925	2	0.476871857210044
BT-20	Sirolimus	3.33	1657	3676	5383	1	0.598012329652657
BT-20	Sirolimus	10	1097	2335	3673	3	0.542356100564717
BT-20	Sirolimus	10	1334	2748	3925	2	0.590702946597267
BT-20	Sirolimus	10	1657	3799	5383	1	0.629254935374445
BT-20	Sorafenib	0.04	1097	3411	3673	3	0.916881027660622
BT-20	Sorafenib	0.04	1334	3776	3925	2	0.950898287906463
BT-20	Sorafenib	0.04	1657	5122	5383	1	0.94236942101012
BT-20	Sorafenib	0.12	1097	3487	3673	3	0.941263898774124
BT-20	Sorafenib	0.12	1334	3764	3925	2	0.946913907219212
BT-20	Sorafenib	0.12	1657	4954	5383	1	0.904632831349419
BT-20	Sorafenib	0.37	1097	3050	3673	3	0.797748418557765
BT-20	Sorafenib	0.37	1334	3601	3925	2	0.89233403968154
BT-20	Sorafenib	0.37	1657	4847	5383	1	0.880323205309202
BT-20	Sorafenib	1.11	1097	3091	3673	3	0.811570660102658
BT-20	Sorafenib	1.11	1334	3576	3925	2	0.883885432414816
BT-20	Sorafenib	1.11	1657	4723	5383	1	0.851873164455086
BT-20	Sorafenib	3.33	1097	3110	3673	3	0.81794956480363
BT-20	Sorafenib	3.33	1334	3523	3925	2	0.865904171816138
BT-20	Sorafenib	3.33	1657	4606	5383	1	0.824745834284833
BT-20	Sorafenib	10	1097	1328	3673	3	0.115843641006216
BT-20	Sorafenib	10	1334	3352	3925	2	0.807217278388191
BT-20	Sorafenib	10	1657	2825	5383	1	0.368689120230631
BT-20	TGX221	0.04	1097	3685	3846	3	0.953296530068867
BT-20	TGX221	0.04	1334	3594	4033	2	0.860681820534781
BT-20	TGX221	0.04	1657	5249	5588	1	0.929887316683563
BT-20	TGX221	0.12	1097	3695	3846	3	0.95622363195213
BT-20	TGX221	0.12	1334	3991	4033	2	0.986925045549713
BT-20	TGX221	0.12	1657	5209	5588	1	0.921487712432831
BT-20	TGX221	0.37	1097	3823	3846	3	0.993382385567897
BT-20	TGX221	0.37	1334	4135	4033	2	1.03154357034419
BT-20	TGX221	0.37	1657	5559	5588	1	0.994075017023402
BT-20	TGX221	1.11	1097	4111	3846	3	1.07500791977477
BT-20	TGX221	1.11	1334	4075	4033	2	1.01302419897664
BT-20	TGX221	1.11	1657	5449	5588	1	0.971479195131048
BT-20	TGX221	3.33	1097	4159	3846	3	1.08836017066321
BT-20	TGX221	3.33	1334	4317	4033	2	1.08711477137567
BT-20	TGX221	3.33	1657	5556	5588	1	0.993461330366262
BT-20	TGX221	10	1097	3970	3846	3	1.03537668120884
BT-20	TGX221	10	1334	4133	4033	2	1.03092788163578
BT-20	TGX221	10	1657	5980	5588	1	1.07883265208684
BT-20	TWS119	0.04	1097	3861	3846	3	1.00430629849826
BT-20	TWS119	0.04	1334	4212	4033	2	1.05516372091948
BT-20	TWS119	0.04	1657	5554	5588	1	0.993052126804074
BT-20	TWS119	0.12	1097	3757	3846	3	0.974293126994661
BT-20	TWS119	0.12	1334	4209	4033	2	1.05424649054499
BT-20	TWS119	0.12	1657	5347	5588	1	0.950350872494201
BT-20	TWS119	0.37	1097	3565	3846	3	0.91788983166932
BT-20	TWS119	0.37	1334	4111	4033	2	1.02414794496319
BT-20	TWS119	0.37	1657	5466	5588	1	0.974983998893767
BT-20	TWS119	1.11	1097	3079	3846	3	0.768699355342567
BT-20	TWS119	1.11	1334	3827	4033	2	0.93537031599029
BT-20	TWS119	1.11	1657	5383	5588	1	0.957827547309032
BT-20	TWS119	3.33	1097	2542	3846	3	0.590974066156958
BT-20	TWS119	3.33	1334	3239	4033	2	0.743305863082725
BT-20	TWS119	3.33	1657	4467	5588	1	0.760285487896777
BT-20	TWS119	10	1097	1149	3846	3	0.0259203241964092
BT-20	TWS119	10	1334	1191	4033	2	-0.0685765834119039
BT-20	TWS119	10	1657	1933	5588	1	0.091822334397933
BT-20	Torin1	0.04	1097	1514	3673	3	0.202975411841707
BT-20	Torin1	0.04	1334	2136	3925	2	0.353046857361231
BT-20	Torin1	0.04	1657	2445	5383	1	0.257174698174764
BT-20	Torin1	0.12	1097	1134	3673	3	0.0192094242986558
BT-20	Torin1	0.12	1334	1692	3925	2	0.164964579675382
BT-20	Torin1	0.12	1657	2103	5383	1	0.150530297549889
BT-20	Torin1	0.37	1097	1006	3673	3	-0.0484580706708193
BT-20	Torin1	0.37	1334	1429	3925	2	0.0451755758326489
BT-20	Torin1	0.37	1657	1781	5383	1	0.0433689156076644
BT-20	Torin1	1.11	1097	923	3673	3	-0.0943139624528059
BT-20	Torin1	1.11	1334	1269	3925	2	-0.03157482423324
BT-20	Torin1	1.11	1657	1451	5383	1	-0.0751272538560295
BT-20	Torin1	3.33	1097	791	3673	3	-0.17104214129382
BT-20	Torin1	3.33	1334	1086	3925	2	-0.123752119871001
BT-20	Torin1	3.33	1657	1240	5383	1	-0.156794204580118
BT-20	Torin1	10	1097	669	3673	3	-0.246985521312345
BT-20	Torin1	10	1334	803	3925	2	-0.278205026963765
BT-20	Torin1	10	1657	1080	5383	1	-0.222612961954163
BT-20	Torin2	0.04	1097	969	3846	3	-0.0662575544983627
BT-20	Torin2	0.04	1334	1283	4033	2	-0.0241268294023252
BT-20	Torin2	0.04	1657	1731	5588	1	0.0252254275900283
BT-20	Torin2	0.12	1097	926	3846	3	-0.0893849483702618
BT-20	Torin2	0.12	1334	1185	4033	2	-0.0715192244138569
BT-20	Torin2	0.12	1657	1522	5588	1	-0.0473025687036864
BT-20	Torin2	0.37	1097	771	3846	3	-0.177045310999862
BT-20	Torin2	0.37	1334	996	4033	2	-0.167286434393235
BT-20	Torin2	0.37	1657	1551	5588	1	-0.0369938979228616
BT-20	Torin2	1.11	1097	644	3846	3	-0.25495240809402
BT-20	Torin2	1.11	1334	801	4033	2	-0.273544242545658
BT-20	Torin2	1.11	1657	1311	5588	1	-0.125018325328595
BT-20	Torin2	3.33	1097	644	3846	3	-0.25495240809402
BT-20	Torin2	3.33	1334	631	4033	2	-0.374397083764884
BT-20	Torin2	3.33	1657	1050	5588	1	-0.229054533658523
BT-20	Torin2	10	1097	656	3846	3	-0.247313138401066
BT-20	Torin2	10	1334	667	4033	2	-0.352267169235529
BT-20	Torin2	10	1657	1242	5588	1	-0.151581864081627
BT-20	Tozasertib	0.04	1097	2027	3846	3	0.403897883602948
BT-20	Tozasertib	0.04	1334	1945	4033	2	0.266492994040778
BT-20	Tozasertib	0.04	1657	3346	5588	1	0.492891358807913
BT-20	Tozasertib	0.12	1097	1389	3846	3	0.139288779746623
BT-20	Tozasertib	0.12	1334	1220	4033	2	-0.0544311149024558
BT-20	Tozasertib	0.12	1657	1979	5588	1	0.10656263949685
BT-20	Tozasertib	0.37	1097	1196	3846	3	0.0489001375310403
BT-20	Tozasertib	0.37	1334	1075	4033	2	-0.126496728530478
BT-20	Tozasertib	0.37	1657	1709	5588	1	0.017775244000759
BT-20	Tozasertib	1.11	1097	1187	3846	3	0.0445314675617594
BT-20	Tozasertib	1.11	1334	1003	4033	2	-0.163624528639767
BT-20	Tozasertib	1.11	1657	1732	5588	1	0.0255631023716527
BT-20	Tozasertib	3.33	1097	1215	3846	3	0.058074852392779
BT-20	Tozasertib	3.33	1334	1025	4033	2	-0.152177319970345
BT-20	Tozasertib	3.33	1657	1627	5588	1	-0.0103640644995819
BT-20	Tozasertib	10	1097	1273	3846	3	0.0856921011475469
BT-20	Tozasertib	10	1334	1048	4033	2	-0.140307468768856
BT-20	Tozasertib	10	1657	1660	5588	1	0.00103195347575835
BT-20	Trametinib	0.04	1097	3045	3846	3	0.757880753254303
BT-20	Trametinib	0.04	1334	3155	4033	2	0.714841162501265
BT-20	Trametinib	0.04	1657	4042	5588	1	0.662742723372852
BT-20	Trametinib	0.12	1097	3041	3846	3	0.756604430938569
BT-20	Trametinib	0.12	1334	3519	4033	2	0.836258651045632
BT-20	Trametinib	0.12	1657	4415	5588	1	0.748571848081789
BT-20	Trametinib	0.37	1097	2861	3846	3	0.698369679167117
BT-20	Trametinib	0.37	1334	3392	4033	2	0.794453891725867
BT-20	Trametinib	0.37	1657	4368	5588	1	0.737933398804218
BT-20	Trametinib	1.11	1097	2759	3846	3	0.664641272325991
BT-20	Trametinib	1.11	1334	3314	4033	2	0.768488606444883
BT-20	Trametinib	1.11	1657	4292	5588	1	0.720626123160685
BT-20	Trametinib	3.33	1097	2749	3846	3	0.661304764425484
BT-20	Trametinib	3.33	1334	3106	4033	2	0.69810604879641
BT-20	Trametinib	3.33	1657	4154	5588	1	0.688859345111673
BT-20	Trametinib	10	1097	2916	3846	3	0.716333260521744
BT-20	Trametinib	10	1334	3525	4033	2	0.838219612167242
BT-20	Trametinib	10	1657	4343	5588	1	0.732254605845591
BT-20	Vemurafenib	0.04	1097	3679	3846	3	0.951538562762342
BT-20	Vemurafenib	0.04	1334	3830	4033	2	0.936320712093732
BT-20	Vemurafenib	0.04	1657	5732	5588	1	1.02922697307047
BT-20	Vemurafenib	0.12	1097	3676	3846	3	0.950659098051544
BT-20	Vemurafenib	0.12	1334	3808	4033	2	0.929344665897709
BT-20	Vemurafenib	0.12	1657	5716	5588	1	1.02599524030662
BT-20	Vemurafenib	0.37	1097	3582	3846	3	0.922937851945141
BT-20	Vemurafenib	0.37	1334	3974	4033	2	0.981618205555098
BT-20	Vemurafenib	0.37	1657	5543	5588	1	0.990800374182358
BT-20	Vemurafenib	1.11	1097	3454	3846	3	0.884660741727368
BT-20	Vemurafenib	1.11	1334	3950	4033	2	0.974111739062929
BT-20	Vemurafenib	1.11	1657	5543	5588	1	0.990800374182358
BT-20	Vemurafenib	3.33	1097	3335	3846	3	0.848501486500498
BT-20	Vemurafenib	3.33	1334	3595	4033	2	0.861006169721231
BT-20	Vemurafenib	3.33	1657	5138	5588	1	0.90650983123297
BT-20	Vemurafenib	10	1097	2430	3846	3	0.551851371411763
BT-20	Vemurafenib	10	1334	2765	4033	2	0.578778218708913
BT-20	Vemurafenib	10	1657	3848	5588	1	0.616757144935383
BT-20	WH-4-025	0.04	1097	3933	3846	3	1.0248731516318
BT-20	WH-4-025	0.04	1334	3860	4033	2	0.945809433108396
BT-20	WH-4-025	0.04	1657	5402	5588	1	0.961764905258544
BT-20	WH-4-025	0.12	1097	3344	3846	3	0.851256191440367
BT-20	WH-4-025	0.12	1334	3131	4033	2	0.706656594894056
BT-20	WH-4-025	0.12	1657	4087	5588	1	0.673272925185776
BT-20	WH-4-025	0.37	1097	2814	3846	3	0.682896171742715
BT-20	WH-4-025	0.37	1334	2805	4033	2	0.593049410513269
BT-20	WH-4-025	0.37	1657	3593	5588	1	0.554767103378392
BT-20	WH-4-025	1.11	1097	1958	3846	3	0.377287482940611
BT-20	WH-4-025	1.11	1334	2011	4033	2	0.293250766654992
BT-20	WH-4-025	1.11	1657	1840	5588	1	0.0615528207640816
BT-20	WH-4-025	3.33	1097	1688	3846	3	0.268873206840707
BT-20	WH-4-025	3.33	1334	1841	4033	2	0.223630122983797
BT-20	WH-4-025	3.33	1657	1422	5588	1	-0.0835149345270034
BT-20	WH-4-025	10	1097	733	3846	3	-0.199710244960584
BT-20	WH-4-025	10	1334	676	4033	2	-0.346805002112554
BT-20	WH-4-025	10	1657	1145	5588	1	-0.190023240206271
BT-20	WYE-125132	0.04	1097	1767	3673	3	0.314470934811845
BT-20	WYE-125132	0.04	1334	2930	3925	2	0.657590995843375
BT-20	WYE-125132	0.04	1657	3100	5383	1	0.445567620350359
BT-20	WYE-125132	0.12	1097	1399	3673	3	0.149682227174663
BT-20	WYE-125132	0.12	1334	2175	3925	2	0.368862872180606
BT-20	WYE-125132	0.12	1657	2553	5383	1	0.289552465681504
BT-20	WYE-125132	0.37	1097	1319	3673	3	0.111499729428855
