cell_line	small_molecule	replicate	GR50	GRmax	GR_AOC	GEC50	GRinf	h_GR	r2_GR	pval_GR
Hs 578T	Luminespib	3	-Inf	0.0293631154736349	0.946719125835335	0	0.0520801696665935	0.01	-2.22044604925031e-16	1
Hs 578T	MK2206	1	Inf	0.480362182897396	0.378168084796249	0.125179892187957	0.52719059329769	4.99998942782402	0.782332242937136	0.0473792524647766
Hs 578T	MK2206	2	Inf	0.615102538003467	0.328613872768676	0	0.694991046135567	0.01	-1.89335214173525e-11	0.143869482748819
Hs 578T	MK2206	3	3.94109122481907	0.164461033624501	0.276581867912751	22.9460885200512	-0.999999962521015	0.623612759620122	0.865268341509278	0.0181526197995463
Hs 578T	Mitoxantrone	1	-Inf	-0.337979151013878	1.07853938674373	0.282497428081393	-0.999905385145792	0.193505383983511	0.966743087067357	4.06826905496871e-08
Hs 578T	Mitoxantrone	2	-Inf	-0.518686036583113	1.21790849415635	0.0821439579031084	-0.999999934255304	0.226584238724819	0.919662284960171	3.34655045386434e-06
Hs 578T	Mitoxantrone	3	-Inf	-0.718558177980206	1.23676453314314	0.0837736433621069	-0.999999999975184	0.27188907634859	0.882629818459952	2.2273521299021e-05
Hs 578T	Momelotinib	1	2.61319808886595	0.206148569221206	0.344732325506986	28.4126509342512	-0.999996937851791	0.460390058633426	0.988034603211176	0.000143170720314001
Hs 578T	Momelotinib	2	2.50853852795909	-0.00707147241006389	0.330846985374324	11.8471238851042	-0.99999999965781	0.707693276470868	0.958132191082411	0.00175291342355965
Hs 578T	Momelotinib	3	1.54776467738561	-0.0599556258693594	0.409381639234599	8.58211157183062	-0.99999990554135	0.64138746901962	0.998066224010404	3.73948957799186e-06
Hs 578T	NU7441	1	4.03786314485299	0.145242707424428	0.242099315739904	14.936254011241	-0.999999985110519	0.839868982470595	0.989553160526539	0.000109136454984227
Hs 578T	NU7441	2	4.39232328989117	0.238124853731172	0.240490979979735	20.2188738926097	-0.999999778950606	0.719571792597463	0.99726077648648	7.50334545707165e-06
Hs 578T	NU7441	3	4.20565119817249	0.0504101749927406	0.231831244355702	11.2687735161028	-0.999999976456739	1.11465624420768	0.987908481878477	0.000146204810483108
Hs 578T	NVP-AEW541	1	9.47499095481466	0.395493363294328	0.0375884200978846	11.5554532328036	-0.848996755822434	4.99999999999998	0.986892958158029	0.000171794545844151
Hs 578T	NVP-AEW541	2	7.66019280269828	-0.0788072234041708	0.098771023082759	9.33656204767847	-0.844230186532821	4.99729141467563	0.99894518711898	1.11263021396191e-06
Hs 578T	NVP-AEW541	3	8.51371190296987	0.1506547335445	0.0853725243330917	10.5379992509384	-0.952667002406021	4.99999999999998	0.996937138477021	9.38112070891783e-06
Hs 578T	NVP-TAE684	1	0.570705835580287	-0.070471755501192	0.565303849516326	7.63396072444012	-0.99999958060335	0.423604015293783	0.930672555922999	0.00480629450224934
Hs 578T	NVP-TAE684	2	0.576019584317951	-0.165415144431873	0.583030820811867	5.08480165636356	-0.999999164494883	0.504443292091619	0.942916591591159	0.00325851551557055
Hs 578T	NVP-TAE684	3	0.447172827663098	-0.364994787776857	0.633525308180255	3.22103265466547	-0.999999999238311	0.55639682956195	0.982239859042499	0.000315422606830262
Hs 578T	Neratinib	1	1.31876278323393	0.00238856949168631	0.433396179310703	11.4211477202678	-0.99999997303049	0.508905952245128	0.990949718742594	8.19075908381484e-05
Hs 578T	Neratinib	2	2.21963773671084	0.140817408831967	0.363192431924411	21.6179267695097	-0.999999999055335	0.48265638608415	0.962201163658628	0.0014287520287618
Hs 578T	Neratinib	3	0.433327634518133	-0.055425588924894	0.594696970767606	0.558723079813103	-0.140199081716672	0.972502475080337	0.996725577709363	1.07218413374355e-05
Hs 578T	Nilotinib	1	8.44867803526533	0.125263811580163	-0.0398263976464037	10.5247713386918	-0.99999409345695	4.99999999999998	0.882982517549685	0.0136930911910486
Hs 578T	Nilotinib	2	7.81747729248033	-0.0684039640533659	0.00862871918713395	9.73845401407374	-0.999985121768793	4.99999999999937	0.945192073415106	0.0030039088165339
Hs 578T	Nilotinib	3	7.24396930336074	0.0288000234075607	0.0958179503397386	8.62009850292086	-0.505904827447575	4.01912182310167	0.99874193819339	1.58271950922995e-06
Hs 578T	Nintedanib	1	0.89622087038126	0.0413833946276523	0.464592188558869	1.35338840266707	-0.173469035648577	0.722582587444512	0.996702089829383	1.08762114934269e-05
Hs 578T	Nintedanib	2	2.59813791377093	0.233152696007492	0.345989673137746	28.2457849187858	-0.999943065481688	0.460396321330056	0.98723968513213	0.000162825635527164
Hs 578T	Nintedanib	3	2.31426310165564	0.0155283375184225	0.338023453758249	11.5518108770676	-0.999999996535545	0.683322456442579	0.988058135839798	0.000142608119620746
Hs 578T	OSI-027	1	0.749043669495999	0.235033447285243	0.403727537167082	0.48840855184067	0.251157196961094	1.63169605552028	0.997212600638389	7.76959520110143e-06
Hs 578T	OSI-027	2	0.944355469828504	0.0730246361157585	0.436823484363695	0.942652800372225	0.000942735517340108	1.04578631991484	0.992902742179933	5.03710685645364e-05
Hs 578T	OSI-027	3	1.63765427092784	0.26014188078182	0.351835433317008	0.946514451798325	0.192884697167549	0.889008889939373	0.987668291131184	0.000152071043625246
Hs 578T	Omipalisib	1	-Inf	-0.0409213283615919	0.900810557210412	0.00943749125015335	-0.261781290383255	0.224752731462753	0.994082577064248	3.50158942005185e-05
Hs 578T	Omipalisib	2	-Inf	-0.313439470848466	1.14742943151019	0.0115898693639809	-0.366814643178473	0.461067660173026	0.998751651689143	1.55837350523935e-06
Hs 578T	Omipalisib	3	0.00596440275390239	-0.219338269651476	1.01727161082104	0.0225356772713224	-0.332421630556287	0.383460855594428	0.997538387983934	6.05953371768386e-06
Hs 578T	PD0325901	1	0.0117479608001334	0.139569866132597	0.68570462280196	273.105060376896	-0.999999964036569	0.109271899511601	0.903167845073063	8.51330091222735e-06
Hs 578T	PD0325901	2	0.0290442070847008	-0.081602147220317	0.774637087674779	6.25883512931465	-0.99999961094134	0.204471669118772	0.979799812708977	3.36338812356729e-09
Hs 578T	PD0325901	3	0.0990822644173844	0.0335850755461147	0.715126088539295	0.114366895516222	-0.039946835769809	0.535772614345376	0.993631837222516	1.0472955835894e-11
Hs 578T	PD173074	1	7.62966266131621	0.32112950973356	0.177952113271487	15.8037911256372	-0.999999999999978	1.50865545068564	0.784435220757345	0.0464681740499346
Hs 578T	PD173074	2	Inf	0.0399705305666289	0.320113775708669	0	0.63380139079184	0.01	-5.77315972805081e-15	0.154253617470953
Hs 578T	PD173074	3	5.88004961672189	0.131114331301768	0.207811544684783	12.122746567551	-0.999999999999973	1.51843040231409	0.905080194390921	0.00900976949686527
Hs 578T	PD184352	1	0.644758039305163	0.342035865400881	0.485268339126547	0.118343874501703	0.261283717520454	0.436112099660251	0.992009118660583	6.38541845806584e-05
Hs 578T	PD184352	2	0.811942232880458	0.214296956491644	0.492103788227661	76.0011682067527	-0.999157236399595	0.241910595904216	0.962327662144601	0.00141920503949133
Hs 578T	PD184352	3	3.23341143970561	0.244995679584223	0.329033587222107	47.1063430627841	-0.999999943002325	0.410102874402955	0.939353317851429	0.00367802005562923
Hs 578T	PF431396	1	0.589141628431752	-0.0339341350641291	0.544569847877256	9.16842232058587	-0.999999964730685	0.400244351198625	0.984468447804907	0.000241229113588814
Hs 578T	PF431396	2	0.324059714284218	-0.196896860720376	0.648340886104524	4.23904666462088	-0.999998452327037	0.427281361534501	0.987032548019593	0.000168154810864185
Hs 578T	PF431396	3	0.369705369728719	-0.0541375775885981	0.595208269706687	0.829535982558836	-0.280914353725421	0.551694379352171	0.972480219852496	0.000757338299366972
Hs 578T	PF477736	1	0.172212438966843	0.0624022957268742	0.665408491061409	0.153000232083656	0.103158913450405	1.95344815044254	0.993190687808326	4.63667325236727e-05
Hs 578T	PF477736	2	0.131759851179999	-0.232311731943286	0.883930710266817	0.157100249964276	-0.196601759159407	1.88516083043779	0.995949045375725	1.64102333679583e-05
Hs 578T	PF477736	3	0.151406057893224	-0.137709425360777	0.802051521781035	0.163544684596899	-0.0909228330553437	2.16643398978759	0.995837944087863	1.73227094157902e-05
Hs 578T	PF562271	1	1.74949459572724	-0.00662669606173605	0.391755274155505	13.6576503007964	-0.99999999542174	0.534611573223571	0.937079489124408	0.00395899068884542
Hs 578T	PF562271	2	1.45226362561127	-0.221845887148847	0.430314182117655	7.227304434071	-0.999999999947066	0.684603397960122	0.939099030778672	0.00370892805209722
Hs 578T	PF562271	3	1.97813562232583	-0.0568062103744177	0.371468655288971	9.73616639309549	-0.999999999953134	0.689350163452635	0.98047715234151	0.000381141580696576
Hs 578T	PHA-665752	1	10.2290345442451	0.519704761364683	0.054213832328958	12.2975219488117	-0.346427249757797	2.85835419219972	0.995835312924691	1.73446184351667e-05
Hs 578T	PHA-665752	2	6.15088462872643	-0.276656624513195	0.148631153097902	7.91537032640991	-0.802184159232267	3.79520243946442	0.998771172788726	1.51001631520931e-06
Hs 578T	PHA-665752	3	5.80585014059684	-0.623381754064444	0.182711518379317	7.29507726624139	-0.984417595706785	4.76569858835244	0.997372183123773	6.90542153491958e-06
Hs 578T	PHA-793887	1	0.0906425838279382	-0.0571777891160885	0.726817762516521	1.66716261465712	-0.685878595967412	0.296581271996908	0.987885106242922	0.000146770650745309
Hs 578T	PHA-793887	2	0.0315001932106915	-0.27736491214732	0.881917747506356	1.47210425784073	-0.999999703504129	0.285765407504825	0.989235566291783	0.0001158730330586
Hs 578T	PHA-793887	3	0.048867658185676	-0.134927076459139	0.886177906929193	0.0828395469711744	-0.199641489156021	0.636541217292219	0.98132844023063	0.000348627144221125
Hs 578T	PI103	1	0.0629826147864373	0.198509301841227	0.719284571285364	0.0449477919003438	0.200180614324646	1.51598368151441	0.99985795972575	2.01754395412479e-08
Hs 578T	PI103	2	0.082933959097607	-0.053918734067959	0.841922365259884	0.0892843368353336	-0.0476215344151052	1.23305129467128	0.998098509573413	3.61566584239359e-06
Hs 578T	PI103	3	0.144103531653721	0.13710704856636	0.625789852799897	0.103628156744193	0.0691588315870339	0.451496026626819	0.959711985033036	0.00162312414997834
Hs 578T	PIK-93	1	3.93872276868161	0.232664132275518	0.124314523717716	3.48546412861144	0.228671118945958	4.99999999752514	0.993237757403305	4.57279249364007e-05
Hs 578T	PIK-93	2	2.92513538240385	-0.0526830996703439	0.234169789960909	3.10438272303128	-0.0914184241130627	2.82333950188647	0.999805989995607	3.7639881766971e-08
Hs 578T	PIK-93	3	6.03882206825782	0.308284617437367	0.176761555808101	21.0896980032052	-0.999987731145956	0.878478692672453	0.992623917564407	5.44065920966563e-05
Hs 578T	PLX-4720	1	Inf	0.877595605039725	-0.111416626541396	0	0.999999436943865	0.01	-0.771874615130554	0.741877415180215
Hs 578T	PLX-4720	2	Inf	0.695806305430893	-0.0721004900932491	0	0.99999789670576	0.01	-0.0449754415858075	0.205299192007459
Hs 578T	PLX-4720	3	Inf	0.76954735355963	0.0173826703918298	5.92468153202763	0.714460564163775	2.7316319774812	0.940950110435297	0.00348688945115261
Hs 578T	Palbociclib	1	0.178762304140997	0.336959988663306	0.552464577147753	0.0396402877485333	0.332974655677304	0.727960758680039	0.993565752705217	4.13995382502197e-05
Hs 578T	Palbociclib	2	0.433191677699893	0.337896379112052	0.506577337604623	0.0776543870168801	0.292488290903993	0.51161443911126	0.985012017760986	0.000224639611597022
Hs 578T	Palbociclib	3	0.398712712810233	0.308934941226066	0.520333671251464	0.101339315054096	0.1812657288333	0.328705865789454	0.970566133216921	0.00086635251380407
Hs 578T	Pelitinib	1	5.84644963964184	-0.133298624829741	0.20065517481711	9.02255535418757	-0.999999999193256	2.53198887869874	0.952405529187685	0.00226523365190434
Hs 578T	Pelitinib	2	3.32660833889262	-0.0921629061157658	0.274072335227364	9.20895482189112	-0.999999944791906	1.07895043794868	0.961719713043174	0.00146538036949562
Hs 578T	Pelitinib	3	1.98245692385884	-0.138454454206058	0.365594430841509	3.67282632074999	-0.516292208529261	1.15030793588837	0.970479017182047	0.000871488426537836
Hs 578T	Pictilisib	1	0.444546408092154	0.288025712245356	0.5069375815313	0.139323203619922	0.24840071596201	0.591911807987068	0.992700301724084	5.32855949194611e-05
Hs 578T	Pictilisib	2	0.546677666474649	0.176946129989451	0.517114332681832	0.754720170338659	-0.0741601977243935	0.428854659066441	0.989554672971155	0.000109104856739539
Hs 578T	Pictilisib	3	2.57673633783364	0.324074233033295	0.390844751849761	162.301614341006	-0.999953683912182	0.265169980213296	0.96827366978683	0.00100656002879507
Hs 578T	QL-X-138	1	1.13826667325138	0.0302810298851566	0.452686117783029	17.7277186597831	-0.999999999172017	0.400132272058012	0.939439025958609	0.00366763157684202
Hs 578T	QL-X-138	2	0.919594873233418	-0.134100147248151	0.486662169061037	9.0939469774285	-0.999999995979607	0.479443738327864	0.933786032587809	0.00438428948046266
Hs 578T	QL-X-138	3	1.15326707324464	-0.0535135685892963	0.454048793868348	9.1747024800559	-0.999999998441317	0.529745012985648	0.991193229732623	7.75592025423766e-05
Hs 578T	QL-XII-47	1	1.24839064284251	-0.0660237972126587	0.419928954761879	2.13415346469932	-0.319211180470154	0.920776110091021	0.998214418426622	3.18830155521255e-06
Hs 578T	QL-XII-47	2	1.61518690118289	-0.263969493144501	0.410991033118273	5.67639967140187	-0.999999984659227	0.874088285997692	0.997350236969571	7.02124411744443e-06
Hs 578T	QL-XII-47	3	0.32953729775688	-0.0502381889919959	0.638940287777518	0.476837807348475	-0.176169707220722	0.816905881406136	0.978107675624918	0.000479273866543783
Hs 578T	R406	1	4.25716491204546	0.21765122831658	0.251988148849596	20.5611683736383	-0.999999782519111	0.697619733764198	0.981193616189354	0.000353680072033291
Hs 578T	R406	2	2.88317798267886	-0.0803243614689891	0.308059496003744	9.39846632333268	-0.999999999985709	0.929724671755642	0.96476967057586	0.00124117611133334
Hs 578T	R406	3	3.7603139640293	0.173523877874253	0.262433195494479	16.7036538802377	-0.999998110939699	0.736766537326766	0.994570948186511	2.94746035935933e-05
Hs 578T	Radicicol	1	1.1004102998795	0.185962501727464	0.345955676999722	0.946643644950698	0.186496498782937	3.10132216624682	0.992048142456698	3.1793789823098e-11
Hs 578T	Radicicol	2	0.829956273593772	-0.0472782407572201	0.451066129990071	0.859913281076241	-0.0312182830239274	1.70804924534972	0.99584931903518	1.23201449042654e-12
Hs 578T	Radicicol	3	0.289410267675656	-0.030301978026953	0.633813713126895	0.288990894417027	0.00135310611951675	1.86873842200565	0.991467743083871	4.52188286814703e-11
Hs 578T	Ruxolitinib	1	19.7152316965022	0.702092327325444	0.0662172650857432	61.4811695470211	-0.999406149152595	0.965601199018391	0.991345926632696	7.48929858438441e-05
Hs 578T	Ruxolitinib	2	17.0379476043384	0.659549684807788	0.065307481457438	20.194247964846	-0.109233810994885	1.16262729862391	0.99534223911078	2.16947365008213e-05
Hs 578T	Ruxolitinib	3	22.128889460285	0.718895276932652	0.0751168009211588	70.9880565785364	-0.999994744659939	0.942504033029331	0.886195788011208	0.0129513986662756
Hs 578T	SB590885	1	Inf	0.909141075061231	-0.176026915395167	0	0.999999999831427	0.01	-1.95839087438538	0.929588275574058
Hs 578T	SB590885	2	8.68017449776768	0.190506416018784	-0.0893241120534559	10.8131412987599	-0.999985688072374	4.99999999999998	0.78148324341814	0.047401324158273
Hs 578T	SB590885	3	6.53246835644533	-0.474753905291383	0.121559977817757	8.13745282789069	-0.999770034960896	4.99998764457338	0.994271301630329	3.28179850106469e-05
Hs 578T	SNS-032	1	0.0558454906905718	-0.0832741164758272	0.989715615801125	0.0580876270086292	-0.0885764339456274	4.14335739387876	0.99963578539373	1.32652279383194e-07
Hs 578T	SNS-032	2	0.0478816427419132	-0.275564268956595	1.1653254165643	0.052197502332533	-0.26979194733244	4.99999885785856	0.99835016965166	2.72194017825189e-06
Hs 578T	SNS-032	3	0.0530243967191918	-0.0900411621254953	0.991314378848031	0.0547227285164805	-0.0853694330473928	4.99999993336013	0.999401065107588	3.58723005300376e-07
Hs 578T	SU11274	1	6.37329047245527	0.241234054504109	0.153306940170183	14.9589056124893	-0.999999275434303	1.2876506039259	0.976217054448133	0.000565628499123005
Hs 578T	SU11274	2	5.76765768985114	0.074600602773824	0.162205767022438	11.0185102016516	-0.999999952098966	1.69719503677154	0.983010542545313	0.000288641664604627
Hs 578T	SU11274	3	6.61392298111803	0.16050101116508	0.143082989743762	11.9572607286851	-0.999995860334857	1.8552525402475	0.986401877712374	0.000184908929749206
Hs 578T	Saracatinib	1	3.14618986503701	0.364899488347411	0.30262980240485	1.22062118241919	0.255746520044365	0.756629860555714	0.986904612550799	0.000171489172442918
Hs 578T	Saracatinib	2	3.9620209218933	0.236807271188899	0.259381937820692	22.3811573234747	-0.999925176961299	0.63446982063963	0.978571383792422	0.000459185592571631
Hs 578T	Saracatinib	3	7.56836340160288	0.414524494994283	0.206023289193987	52.5497075100015	-0.999997702803	0.566942189685131	0.975598426071958	0.000595436810165717
Hs 578T	Seliciclib	1	15.085447752225	0.747288050194421	0.0365566156814422	22.7690510921895	-0.697893296511576	2.12235067706549	0.940735866505834	0.00351223751881402
Hs 578T	Seliciclib	2	13.7873004624901	0.694697062901892	0.0392578633780262	12.2615288542865	0.144322980462345	2.90400145897206	0.993806669845983	3.83573383966329e-05
Hs 578T	Seliciclib	3	14.7110814154966	0.623889321335007	0.0820944932962121	44.2509959571717	-0.999996371113266	0.997578300347351	0.977190544445879	0.000520271262675398
Hs 578T	Selumetinib	1	0.066938894346964	0.30709289475001	0.584873948535008	0.00803076922702969	0.189739660616045	0.225039556796211	0.920356249199246	0.00634312704161
Hs 578T	Selumetinib	2	0.206229432586049	0.198136628395234	0.583519159193287	1.79111107389923	-0.313266887790295	0.225041985459013	0.96589604433293	0.00116307979214136
Hs 578T	Selumetinib	3	0.887374527765092	0.276581694652298	0.482263715357621	13.4661668087197	-0.484820363541208	0.249240357247891	0.992780528276619	5.21207719647032e-05
Hs 578T	Sigma A6730	1	8.76241048058971	0.417326248909388	0.12635114952831	19.1233668421078	-0.999998799992153	1.40768228764546	0.933949469048726	0.00436267263879786
Hs 578T	Sigma A6730	2	7.23361883361819	0.278961226059935	0.151683648420165	14.77914833499	-0.999999765734723	1.53764337506926	0.920817142336408	0.00626992494777201
Hs 578T	Sigma A6730	3	9.78226562452647	0.469510504494651	0.139110420159753	33.4160670829528	-0.999998680450633	0.894295536612921	0.931446002015592	0.00469965063957734
Hs 578T	Sirolimus	1	Inf	0.636429505472277	0.366073943669265	0	0.634877740810488	0.01	-1.87205806412294e-12	1
Hs 578T	Sirolimus	2	Inf	0.518848815477744	0.445929777528043	0	0.549991406365169	0.01	0	1
Hs 578T	Sirolimus	3	Inf	0.678104335620401	0.317148490825126	0	0.686499190756086	0.01	-4.49970061211502e-10	1
Hs 578T	Sorafenib	1	Inf	0.93672239258156	-0.200096068582978	0	0.999999999981974	0.01	-2.53958792418293	0.97067413787202
Hs 578T	Sorafenib	2	Inf	0.919453067391175	-0.162305435749215	0	0.999999998879766	0.01	-1.89219632559155	0.931795444362862
Hs 578T	Sorafenib	3	12.7003916340054	0.766151594648762	-0.0199400168812722	12.6484041204596	0.0101475141496486	4.9987576157894	0.810509638318722	0.0359043996969302
Hs 578T	TGX221	1	Inf	0.454899680661429	0.215149307977172	0	0.788600743249667	0.01	-2.22044604925031e-15	0.152597878832212
Hs 578T	TGX221	2	Inf	0.421408515577087	0.226916309567943	1.31394035744831	0.513366444262733	4.99999981554845	0.810904544088773	0.0357570914462749
Hs 578T	TGX221	3	Inf	0.792981956271413	0.0889874749550505	0	0.902703737051561	0.01	-7.31859017832903e-13	0.0974552131635482
Hs 578T	TWS119	1	5.31162576944796	0.0417418225109694	0.173496908116586	10.6564510766973	-0.999994446316068	1.57785421757592	0.989286243809508	0.000114784571709325
Hs 578T	TWS119	2	4.49558150324655	-0.251105649278589	0.212849134150046	7.79044944172922	-0.999999999639962	1.99819069015963	0.994144346967839	3.42886724330471e-05
Hs 578T	TWS119	3	4.4100341736823	-0.0314115186633306	0.199573503178478	9.61474537845413	-0.99999889431181	1.40953266921283	0.997795659350858	4.85911769743108e-06
Hs 578T	Torin1	1	-Inf	0.059873395276576	0.813846403107632	0.186919203929728	-0.540909069829729	0.100381369687309	0.970776082938372	0.000854037328424928
Hs 578T	Torin1	2	-Inf	-0.204488089392498	0.969275422139049	0.925956106066711	-0.999999869117377	0.133794352278249	0.95333629994525	0.00217750090279967
Hs 578T	Torin1	3	0.00460414124361202	-0.133423711268597	0.851406645633579	3.71554719847047	-0.999999913571787	0.164135496074746	0.955381916867623	0.00199077334240771
Hs 578T	Torin2	1	-Inf	0.0118976281043459	0.883707873836391	0.00270764068600771	-0.0806549184838213	0.288593983059188	0.989746391179856	0.000105136493835589
Hs 578T	Torin2	2	-Inf	-0.274864388656634	1.10311473480265	0.0104291933326421	-0.306832590614234	0.461912275152484	0.976030321357018	0.000574545494247847
Hs 578T	Torin2	3	0.00647809827504026	-0.139200502049378	1.02891052133682	0.00908075572320739	-0.127189310785212	0.671068726282691	0.936249444036314	0.00406413338567879
Hs 578T	Tozasertib	1	-Inf	0.113248693304905	0.785312401351723	0	0.209570244203664	0.01	-6.24611473654113e-13	0.47988802378095
Hs 578T	Tozasertib	2	-Inf	-0.0352324900935147	1.00571909862077	0	-0.00370465560600501	0.01	-5.17363929475323e-14	1
Hs 578T	Tozasertib	3	-Inf	0.0713400065812202	0.938117996459844	0	0.0631293825445621	0.01	-2.22044604925031e-16	1
Hs 578T	Trametinib	1	-Inf	0.265179791158416	0.711099313796758	0	0.292422212255558	0.01	1.11022302462516e-16	1
Hs 578T	Trametinib	2	-Inf	0.140258848370894	0.842328856893858	0	0.163281263161502	0.01	-2.22044604925031e-16	0.352351110844226
Hs 578T	Trametinib	3	-Inf	0.131522549129222	0.851456561690237	0	0.154965544259829	0.01	0	1
Hs 578T	Vemurafenib	1	Inf	0.55234083421772	0.0309555551909179	4.33577693542049	0.545451548581599	4.99702471735797	0.955656540354876	0.00196634241329874
Hs 578T	Vemurafenib	2	Inf	0.57927786935063	0.0210623356160549	5.21697382872235	0.56297073544997	4.99535178813662	0.956136951307509	0.00192396704059972
Hs 578T	Vemurafenib	3	10.5462355936841	0.513072446974078	0.0902220501769199	6.33288709464489	0.278140335982894	1.5932210686494	0.993657294256212	4.02299161522679e-05
Hs 578T	WH-4-025	1	0.384838788026041	-0.203271180925315	0.626544852775012	0.618890201314374	-0.251640252969611	0.858023235904899	0.958299551051816	0.00173892744248005
Hs 578T	WH-4-025	2	0.199789973573356	-0.449787865061141	0.863802669244052	0.369762533929415	-0.46889599114664	1.07465120033146	0.959814074456194	0.00161490861181235
Hs 578T	WH-4-025	3	0.211901210664014	-0.387259028504372	0.796022292280676	0.333123225123711	-0.334525820279336	1.132326077279	0.980472169414433	0.000381336167378565
Hs 578T	WYE-125132	1	-Inf	0.188060914798647	0.780158827916008	0	0.221200630411227	0.01	-1.06303854607859e-11	1
Hs 578T	WYE-125132	2	-Inf	-0.071903011881318	0.913646094203506	0.0395729673224432	-0.616284046700084	0.100148953773831	0.870378302086281	0.0168017845699976
Hs 578T	WYE-125132	3	-Inf	0.18762148629762	0.739234178141484	0.000401865242956196	-0.0936265799574306	0.100000000000023	0.864927437047922	0.018244597262443
Hs 578T	WZ-4-145	1	1.13888617059431	0.19329415987842	0.452437724848066	93.5849751236164	-0.999999997835634	0.24918515833178	0.895001170625724	0.0110247541699683
Hs 578T	WZ-4-145	2	0.574375504739754	-0.0342617981843164	0.524890224014313	16.8714636353629	-0.999999998654719	0.325024032135661	0.881487288025613	0.0140452628995135
Hs 578T	WZ-4-145	3	0.77265182509574	-0.0942386944765046	0.492279256322176	14.1924017086388	-0.999999960537529	0.37744781983523	0.821707162780269	0.0317883358037384
Hs 578T	WZ3105	1	-Inf	-0.0550105461104577	1.04262245499717	0	-0.0383610643799037	0.01	-1.28050903214216e-11	1
Hs 578T	WZ3105	2	-Inf	-0.284779553680732	1.24046480930821	0.000400000002755463	-0.273199834463065	0.560942942637234	0.797914450263173	0.0408385694124329
Hs 578T	WZ3105	3	-Inf	-0.133999438861009	1.12337114052546	0	-0.125108336547909	0.01	1.11022302462516e-16	1
Hs 578T	Withaferin A	1	0.689468698957143	-0.365684938464323	0.559642679317536	0.739098365602344	-0.207796549553646	4.9999999957354	0.984337645142557	9.42508515677787e-10
Hs 578T	Withaferin A	2	0.602200869949679	-0.345570038400265	0.601470021211522	0.650431393045391	-0.234971642169139	4.99999999349456	0.986863476451283	3.91203069938229e-10
Hs 578T	Withaferin A	3	0.593721287931229	-0.232701148122321	0.550776210119113	0.631988349067407	-0.128712031316254	3.66733438717028	0.990973926344604	5.99092997433104e-11
Hs 578T	XL147	1	Inf	0.847082868997697	0.0278215740315631	3.66299095498502	0.833580059792652	2.41845256430768	0.95772984416567	0.00178676607162143
Hs 578T	XL147	2	55.4242312564195	0.813869168620072	0.053849669963624	234.864975146897	-0.883425003660554	0.704787948809352	0.957748980536912	0.00178514864567025
Hs 578T	XL147	3	22.9272651837942	0.84160182918917	0.0206608908686625	19.9600880313648	0.130175785823555	2.17602745375632	0.979733193136725	0.000410743460433238
Hs 578T	XMD11-50	1	2.1670494686138	0.0196749360914616	0.336651968262602	6.10079040250129	-0.640418718799844	0.796619728078843	0.998925282033257	1.15501870801005e-06
Hs 578T	XMD11-50	2	2.15308768624991	-0.152287779752087	0.346902199728591	7.55545125679901	-0.999999963980632	0.875132776769941	0.993157665607518	4.68175399385151e-05
Hs 578T	XMD11-50	3	2.10335471394752	-0.0258853603607799	0.360382098908148	10.8192807945058	-0.999999995921803	0.670786910837227	0.977770073160625	0.000494169647283993
Hs 578T	XMD11-85h	1	7.88881711073077	0.359724923103935	0.135346951472716	17.5485775989361	-0.999999904315997	1.37407822509283	0.965331991131998	0.00120187083886669
Hs 578T	XMD11-85h	2	7.11956210746195	0.267691951160055	0.127435802877144	14.1870518312048	-0.999991078594873	1.59337586261476	0.990441055209513	9.13734255073573e-05
Hs 578T	XMD11-85h	3	6.68170752713632	0.201470027841781	0.168179899372537	12.8331140335251	-0.999998018420062	1.68329435458838	0.950510775172246	0.00244918337405198
Hs 578T	XMD16-144	1	0.0110439998519126	-0.0593966610014691	0.808715164747761	6.38381157719373	-0.999996470992479	0.17274737028213	0.912190039623315	0.00771058914135492
Hs 578T	XMD16-144	2	-Inf	-0.307864249300078	0.9846909483626	0.749371895782391	-0.99999987588315	0.181859824445593	0.822794366283745	0.0314018366207793
Hs 578T	XMD16-144	3	-Inf	-0.112248303164248	0.97831168901401	0.000767055531929819	-0.490835907413878	0.100000000000025	0.82077280486585	0.0321223874756548
Hs 578T	Y39983	1	3.02352382568884	0.159479566632691	0.322982575210365	25.7668289392267	-0.99999995150254	0.512731698440359	0.89851008220634	0.0103002034137628
Hs 578T	Y39983	2	2.87875239495246	-0.0163202005226808	0.32116793912946	12.2839521003691	-0.999999981614603	0.757174504630923	0.886320530349559	0.0129230218200053
Hs 578T	Y39983	3	3.99717858714343	-0.0574668315802029	0.276458103190714	9.74852147285317	-0.99999999999846	1.23228174585137	0.906306716720989	0.00877843133159761
Hs 578T	YM 201636	1	5.38964677213821	0.190636698110923	0.158136021333072	10.1698158698755	-0.635340447834272	1.29157754091154	0.992674178359062	5.36676627148625e-05
Hs 578T	YM 201636	2	4.57078021453124	0.114821981930215	0.207354882460136	12.5132301225468	-0.999999833315044	1.09086422842773	0.998152683767108	3.41257726432787e-06
Hs 578T	YM 201636	3	4.78069868433104	0.0895882166213462	0.192995316255006	11.7666024355883	-0.999999956314872	1.21976070748893	0.99476701939629	2.73840859987828e-05
Hs 578T	ZSTK474	1	0.313865204760135	0.18333534530736	0.554905164836531	0.182373536670819	0.162086424318265	0.721704082774227	0.993111980324223	4.74448150538098e-05
