Cell HMS LINCS ID	Cell Name	Small Molecule HMS LINCS ID	Small Molecule Name	concentration	Small Mol Conc Unit	Replicate	Seeding Density	cell_count__time0	cell_count	cell_count__ctrl
50057	SK-BR-3	10099-101-1	Nilotinib	0.0033113	uM	3	5e3	4101.4	6080.0	5924.83
50057	SK-BR-3	10099-101-1	Nilotinib	0.01	uM	3	5e3	4101.4	6e3	5924.83
50057	SK-BR-3	10099-101-1	Nilotinib	0.031623	uM	3	5e3	4101.4	5977.67	5924.83
50057	SK-BR-3	10099-101-1	Nilotinib	0.1	uM	3	5e3	4101.4	6040.67	5924.83
50057	SK-BR-3	10099-101-1	Nilotinib	0.31623	uM	3	5e3	4101.4	6040.0	5924.83
50057	SK-BR-3	10099-101-1	Nilotinib	1.0	uM	3	5e3	4101.4	5986.67	5924.83
50057	SK-BR-3	10099-101-1	Nilotinib	3.1623	uM	3	5e3	4101.4	5723.33	5924.83
50057	SK-BR-3	10099-101-1	Nilotinib	10.0	uM	3	5e3	4101.4	2848.33	5924.83
50057	SK-BR-3	10099-101-1	Nilotinib	19.9526	uM	3	5e3	4101.4	2718.0	5924.83
50057	SK-BR-3	10049-101-1	PLX-4720	0.0033113	uM	3	5e3	4101.4	6064.0	5924.83
50057	SK-BR-3	10049-101-1	PLX-4720	0.01	uM	3	5e3	4101.4	5975.0	5924.83
50057	SK-BR-3	10049-101-1	PLX-4720	0.031623	uM	3	5e3	4101.4	5867.67	5924.83
50057	SK-BR-3	10049-101-1	PLX-4720	0.1	uM	3	5e3	4101.4	5990.0	5924.83
50057	SK-BR-3	10049-101-1	PLX-4720	0.31623	uM	3	5e3	4101.4	5956.0	5924.83
50057	SK-BR-3	10049-101-1	PLX-4720	1.0	uM	3	5e3	4101.4	5968.0	5924.83
50057	SK-BR-3	10049-101-1	PLX-4720	3.1623	uM	3	5e3	4101.4	6165.33	5924.83
50057	SK-BR-3	10049-101-1	PLX-4720	10.0	uM	3	5e3	4101.4	5896.33	5924.83
50057	SK-BR-3	10049-101-1	PLX-4720	19.9526	uM	3	5e3	4101.4	5732.0	5924.83
50057	SK-BR-3	10024-101-1	NVP-TAE684	0.0016596	uM	3	5e3	4101.4	5974.0	5924.83
50057	SK-BR-3	10024-101-1	NVP-TAE684	0.0033113	uM	3	5e3	4101.4	6034.33	5924.83
50057	SK-BR-3	10024-101-1	NVP-TAE684	0.01	uM	3	5e3	4101.4	5999.67	5924.83
50057	SK-BR-3	10024-101-1	NVP-TAE684	0.031623	uM	3	5e3	4101.4	5770.67	5924.83
50057	SK-BR-3	10024-101-1	NVP-TAE684	0.1	uM	3	5e3	4101.4	5973.33	5924.83
50057	SK-BR-3	10024-101-1	NVP-TAE684	0.31623	uM	3	5e3	4101.4	5929.0	5924.83
50057	SK-BR-3	10024-101-1	NVP-TAE684	1.0	uM	3	5e3	4101.4	5809.67	5924.83
50057	SK-BR-3	10024-101-1	NVP-TAE684	3.1623	uM	3	5e3	4101.4	3953.0	5924.83
50057	SK-BR-3	10024-101-1	NVP-TAE684	10.0	uM	3	5e3	4101.4	3118.67	5924.83
50057	SK-BR-3	10071-101-1	Palbociclib	0.0033113	uM	3	5e3	4101.4	5643.67	5695.67
50057	SK-BR-3	10071-101-1	Palbociclib	0.01	uM	3	5e3	4101.4	5313.33	5695.67
50057	SK-BR-3	10071-101-1	Palbociclib	0.031623	uM	3	5e3	4101.4	5110.33	5695.67
50057	SK-BR-3	10071-101-1	Palbociclib	0.1	uM	3	5e3	4101.4	5180.0	5695.67
50057	SK-BR-3	10071-101-1	Palbociclib	0.31623	uM	3	5e3	4101.4	4493.67	5695.67
50057	SK-BR-3	10071-101-1	Palbociclib	1.0	uM	3	5e3	4101.4	4238.33	5695.67
50057	SK-BR-3	10071-101-1	Palbociclib	3.1623	uM	3	5e3	4101.4	4202.33	5695.67
50057	SK-BR-3	10071-101-1	Palbociclib	10.0	uM	3	5e3	4101.4	3945.0	5695.67
50057	SK-BR-3	10071-101-1	Palbociclib	19.9526	uM	3	5e3	4101.4	3615.67	5695.67
50105	BT-20	10146-101-3	Omipalisib	0.0016596	uM	4	156.25	44.67	77.33	75.92
50105	BT-20	10146-101-3	Omipalisib	0.0033113	uM	4	156.25	44.67	67.67	75.92
50105	BT-20	10146-101-3	Omipalisib	0.01	uM	4	156.25	44.67	83.0	75.92
50105	BT-20	10146-101-3	Omipalisib	0.031623	uM	4	156.25	44.67	51.0	75.92
50105	BT-20	10146-101-3	Omipalisib	0.1	uM	4	156.25	44.67	39.33	75.92
50105	BT-20	10146-101-3	Omipalisib	0.31623	uM	4	156.25	44.67	31.0	75.92
50105	BT-20	10146-101-3	Omipalisib	1.0	uM	4	156.25	44.67	35.0	75.92
50105	BT-20	10146-101-3	Omipalisib	3.1623	uM	4	156.25	44.67	20.33	75.92
50105	BT-20	10146-101-3	Omipalisib	10.0	uM	4	156.25	44.67	16.0	75.92
50105	BT-20	10264-999-2	Methotrexate	0.0016596	uM	4	156.25	44.67	64.33	75.92
50105	BT-20	10264-999-2	Methotrexate	0.0033113	uM	4	156.25	44.67	82.0	75.92
50105	BT-20	10264-999-2	Methotrexate	0.01	uM	4	156.25	44.67	89.67	75.92
50105	BT-20	10264-999-2	Methotrexate	0.031623	uM	4	156.25	44.67	71.67	75.92
50105	BT-20	10264-999-2	Methotrexate	0.1	uM	4	156.25	44.67	67.67	75.92
50105	BT-20	10264-999-2	Methotrexate	0.31623	uM	4	156.25	44.67	71.0	75.92
50105	BT-20	10264-999-2	Methotrexate	1.0	uM	4	156.25	44.67	69.0	75.92
50105	BT-20	10264-999-2	Methotrexate	3.1623	uM	4	156.25	44.67	71.67	75.92
50105	BT-20	10264-999-2	Methotrexate	10.0	uM	4	156.25	44.67	89.67	75.92
50105	BT-20	10102-999-6	Taxol	1.6596e-4	uM	4	156.25	44.67	102.67	75.92
50105	BT-20	10102-999-6	Taxol	3.3113e-4	uM	4	156.25	44.67	84.0	75.92
50105	BT-20	10102-999-6	Taxol	0.001	uM	4	156.25	44.67	75.33	75.92
50105	BT-20	10102-999-6	Taxol	0.0031623	uM	4	156.25	44.67	88.0	75.92
50105	BT-20	10102-999-6	Taxol	0.01	uM	4	156.25	44.67	49.33	75.92
50105	BT-20	10102-999-6	Taxol	0.031623	uM	4	156.25	44.67	44.33	75.92
50105	BT-20	10102-999-6	Taxol	0.1	uM	4	156.25	44.67	43.33	75.92
50105	BT-20	10102-999-6	Taxol	0.31623	uM	4	156.25	44.67	46.0	75.92
50105	BT-20	10102-999-6	Taxol	1.0	uM	4	156.25	44.67	47.0	75.92
50105	BT-20	10250-999-4	Etoposide	0.0033113	uM	4	156.25	44.67	73.67	74.08
50105	BT-20	10250-999-4	Etoposide	0.01	uM	4	156.25	44.67	68.33	74.08
50105	BT-20	10250-999-4	Etoposide	0.031623	uM	4	156.25	44.67	83.0	74.08
50105	BT-20	10250-999-4	Etoposide	0.1	uM	4	156.25	44.67	85.33	74.08
50105	BT-20	10250-999-4	Etoposide	0.31623	uM	4	156.25	44.67	75.0	74.08
50105	BT-20	10250-999-4	Etoposide	1.0	uM	4	156.25	44.67	59.33	74.08
50105	BT-20	10250-999-4	Etoposide	3.1623	uM	4	156.25	44.67	57.67	74.08
50105	BT-20	10250-999-4	Etoposide	10.0	uM	4	156.25	44.67	53.33	74.08
50105	BT-20	10250-999-4	Etoposide	19.9526	uM	4	156.25	44.67	46.33	74.08
50105	BT-20	10099-101-1	Nilotinib	0.0033113	uM	4	156.25	44.67	89.0	74.08
50105	BT-20	10099-101-1	Nilotinib	0.01	uM	4	156.25	44.67	78.33	74.08
50105	BT-20	10099-101-1	Nilotinib	0.031623	uM	4	156.25	44.67	97.33	74.08
50105	BT-20	10099-101-1	Nilotinib	0.1	uM	4	156.25	44.67	71.0	74.08
50105	BT-20	10099-101-1	Nilotinib	0.31623	uM	4	156.25	44.67	87.33	74.08
50105	BT-20	10099-101-1	Nilotinib	1.0	uM	4	156.25	44.67	108.0	74.08
50105	BT-20	10099-101-1	Nilotinib	3.1623	uM	4	156.25	44.67	87.67	74.08
50105	BT-20	10099-101-1	Nilotinib	10.0	uM	4	156.25	44.67	541.33	74.08
50105	BT-20	10099-101-1	Nilotinib	19.9526	uM	4	156.25	44.67	2185.0	74.08
50105	BT-20	10049-101-1	PLX-4720	0.0033113	uM	4	156.25	44.67	84.33	74.08
50105	BT-20	10049-101-1	PLX-4720	0.01	uM	4	156.25	44.67	89.0	74.08
50105	BT-20	10049-101-1	PLX-4720	0.031623	uM	4	156.25	44.67	89.33	74.08
50105	BT-20	10049-101-1	PLX-4720	0.1	uM	4	156.25	44.67	80.67	74.08
50105	BT-20	10049-101-1	PLX-4720	0.31623	uM	4	156.25	44.67	84.33	74.08
50105	BT-20	10049-101-1	PLX-4720	1.0	uM	4	156.25	44.67	85.67	74.08
50105	BT-20	10049-101-1	PLX-4720	3.1623	uM	4	156.25	44.67	86.0	74.08
50105	BT-20	10049-101-1	PLX-4720	10.0	uM	4	156.25	44.67	70.33	74.08
50105	BT-20	10049-101-1	PLX-4720	19.9526	uM	4	156.25	44.67	64.33	74.08
50105	BT-20	10024-101-1	NVP-TAE684	0.0016596	uM	4	156.25	44.67	81.33	74.08
50105	BT-20	10024-101-1	NVP-TAE684	0.0033113	uM	4	156.25	44.67	77.67	74.08
50105	BT-20	10024-101-1	NVP-TAE684	0.01	uM	4	156.25	44.67	99.67	74.08
50105	BT-20	10024-101-1	NVP-TAE684	0.031623	uM	4	156.25	44.67	75.33	74.08
50105	BT-20	10024-101-1	NVP-TAE684	0.1	uM	4	156.25	44.67	74.67	74.08
50105	BT-20	10024-101-1	NVP-TAE684	0.31623	uM	4	156.25	44.67	108.33	74.08
50105	BT-20	10024-101-1	NVP-TAE684	1.0	uM	4	156.25	44.67	57.33	74.08
50105	BT-20	10024-101-1	NVP-TAE684	3.1623	uM	4	156.25	44.67	40.33	74.08
50105	BT-20	10024-101-1	NVP-TAE684	10.0	uM	4	156.25	44.67	31.67	74.08
50105	BT-20	10071-101-1	Palbociclib	0.0033113	uM	4	156.25	44.67	74.67	75.92
50105	BT-20	10071-101-1	Palbociclib	0.01	uM	4	156.25	44.67	67.0	75.92
50105	BT-20	10071-101-1	Palbociclib	0.031623	uM	4	156.25	44.67	70.67	75.92
50105	BT-20	10071-101-1	Palbociclib	0.1	uM	4	156.25	44.67	64.33	75.92
50105	BT-20	10071-101-1	Palbociclib	0.31623	uM	4	156.25	44.67	49.67	75.92
50105	BT-20	10071-101-1	Palbociclib	1.0	uM	4	156.25	44.67	43.33	75.92
50105	BT-20	10071-101-1	Palbociclib	3.1623	uM	4	156.25	44.67	50.0	75.92
50105	BT-20	10071-101-1	Palbociclib	10.0	uM	4	156.25	44.67	70.33	75.92
50105	BT-20	10071-101-1	Palbociclib	19.9526	uM	4	156.25	44.67	78.33	75.92
50105	BT-20	10146-101-3	Omipalisib	0.0016596	uM	4	312.5	138.79	306.0	306.58
50105	BT-20	10146-101-3	Omipalisib	0.0033113	uM	4	312.5	138.79	324.33	306.58
50105	BT-20	10146-101-3	Omipalisib	0.01	uM	4	312.5	138.79	239.67	306.58
50105	BT-20	10146-101-3	Omipalisib	0.031623	uM	4	312.5	138.79	161.67	306.58
50105	BT-20	10146-101-3	Omipalisib	0.1	uM	4	312.5	138.79	117.33	306.58
50105	BT-20	10146-101-3	Omipalisib	0.31623	uM	4	312.5	138.79	86.67	306.58
50105	BT-20	10146-101-3	Omipalisib	1.0	uM	4	312.5	138.79	77.0	306.58
50105	BT-20	10146-101-3	Omipalisib	3.1623	uM	4	312.5	138.79	51.67	306.58
50105	BT-20	10146-101-3	Omipalisib	10.0	uM	4	312.5	138.79	40.33	306.58
50105	BT-20	10264-999-2	Methotrexate	0.0016596	uM	4	312.5	138.79	320.0	306.58
50105	BT-20	10264-999-2	Methotrexate	0.0033113	uM	4	312.5	138.79	340.33	306.58
50105	BT-20	10264-999-2	Methotrexate	0.01	uM	4	312.5	138.79	316.33	306.58
50105	BT-20	10264-999-2	Methotrexate	0.031623	uM	4	312.5	138.79	309.33	306.58
50105	BT-20	10264-999-2	Methotrexate	0.1	uM	4	312.5	138.79	338.0	306.58
50105	BT-20	10264-999-2	Methotrexate	0.31623	uM	4	312.5	138.79	246.67	306.58
50105	BT-20	10264-999-2	Methotrexate	1.0	uM	4	312.5	138.79	289.0	306.58
50105	BT-20	10264-999-2	Methotrexate	3.1623	uM	4	312.5	138.79	271.33	306.58
50105	BT-20	10264-999-2	Methotrexate	10.0	uM	4	312.5	138.79	335.67	306.58
50105	BT-20	10102-999-6	Taxol	1.6596e-4	uM	4	312.5	138.79	338.67	306.58
50105	BT-20	10102-999-6	Taxol	3.3113e-4	uM	4	312.5	138.79	283.33	306.58
50105	BT-20	10102-999-6	Taxol	0.001	uM	4	312.5	138.79	287.67	306.58
50105	BT-20	10102-999-6	Taxol	0.0031623	uM	4	312.5	138.79	228.33	306.58
50105	BT-20	10102-999-6	Taxol	0.01	uM	4	312.5	138.79	150.0	306.58
50105	BT-20	10102-999-6	Taxol	0.031623	uM	4	312.5	138.79	105.0	306.58
50105	BT-20	10102-999-6	Taxol	0.1	uM	4	312.5	138.79	109.0	306.58
50105	BT-20	10102-999-6	Taxol	0.31623	uM	4	312.5	138.79	109.67	306.58
50105	BT-20	10102-999-6	Taxol	1.0	uM	4	312.5	138.79	104.33	306.58
50105	BT-20	10250-999-4	Etoposide	0.0033113	uM	4	312.5	138.79	341.67	294.17
50105	BT-20	10250-999-4	Etoposide	0.01	uM	4	312.5	138.79	398.0	294.17
50105	BT-20	10250-999-4	Etoposide	0.031623	uM	4	312.5	138.79	309.67	294.17
50105	BT-20	10250-999-4	Etoposide	0.1	uM	4	312.5	138.79	382.67	294.17
50105	BT-20	10250-999-4	Etoposide	0.31623	uM	4	312.5	138.79	273.33	294.17
50105	BT-20	10250-999-4	Etoposide	1.0	uM	4	312.5	138.79	239.33	294.17
50105	BT-20	10250-999-4	Etoposide	3.1623	uM	4	312.5	138.79	196.33	294.17
50105	BT-20	10250-999-4	Etoposide	10.0	uM	4	312.5	138.79	116.0	294.17
50105	BT-20	10250-999-4	Etoposide	19.9526	uM	4	312.5	138.79	112.67	294.17
50105	BT-20	10099-101-1	Nilotinib	0.0033113	uM	4	312.5	138.79	338.33	294.17
50105	BT-20	10099-101-1	Nilotinib	0.01	uM	4	312.5	138.79	325.33	294.17
50105	BT-20	10099-101-1	Nilotinib	0.031623	uM	4	312.5	138.79	344.67	294.17
50105	BT-20	10099-101-1	Nilotinib	0.1	uM	4	312.5	138.79	343.33	294.17
50105	BT-20	10099-101-1	Nilotinib	0.31623	uM	4	312.5	138.79	320.0	294.17
50105	BT-20	10099-101-1	Nilotinib	1.0	uM	4	312.5	138.79	381.67	294.17
50105	BT-20	10099-101-1	Nilotinib	3.1623	uM	4	312.5	138.79	318.33	294.17
50105	BT-20	10099-101-1	Nilotinib	10.0	uM	4	312.5	138.79	1005.33	294.17
50105	BT-20	10099-101-1	Nilotinib	19.9526	uM	4	312.5	138.79	2575.33	294.17
50105	BT-20	10049-101-1	PLX-4720	0.0033113	uM	4	312.5	138.79	357.33	294.17
50105	BT-20	10049-101-1	PLX-4720	0.01	uM	4	312.5	138.79	310.0	294.17
50105	BT-20	10049-101-1	PLX-4720	0.031623	uM	4	312.5	138.79	346.33	294.17
50105	BT-20	10049-101-1	PLX-4720	0.1	uM	4	312.5	138.79	415.0	294.17
50105	BT-20	10049-101-1	PLX-4720	0.31623	uM	4	312.5	138.79	328.0	294.17
50105	BT-20	10049-101-1	PLX-4720	1.0	uM	4	312.5	138.79	354.67	294.17
50105	BT-20	10049-101-1	PLX-4720	3.1623	uM	4	312.5	138.79	326.67	294.17
50105	BT-20	10049-101-1	PLX-4720	10.0	uM	4	312.5	138.79	354.0	294.17
50105	BT-20	10049-101-1	PLX-4720	19.9526	uM	4	312.5	138.79	250.67	294.17
50105	BT-20	10024-101-1	NVP-TAE684	0.0016596	uM	4	312.5	138.79	352.0	294.17
50105	BT-20	10024-101-1	NVP-TAE684	0.0033113	uM	4	312.5	138.79	399.33	294.17
50105	BT-20	10024-101-1	NVP-TAE684	0.01	uM	4	312.5	138.79	399.33	294.17
50105	BT-20	10024-101-1	NVP-TAE684	0.031623	uM	4	312.5	138.79	308.0	294.17
50105	BT-20	10024-101-1	NVP-TAE684	0.1	uM	4	312.5	138.79	315.67	294.17
50105	BT-20	10024-101-1	NVP-TAE684	0.31623	uM	4	312.5	138.79	318.67	294.17
50105	BT-20	10024-101-1	NVP-TAE684	1.0	uM	4	312.5	138.79	261.0	294.17
50105	BT-20	10024-101-1	NVP-TAE684	3.1623	uM	4	312.5	138.79	115.33	294.17
50105	BT-20	10024-101-1	NVP-TAE684	10.0	uM	4	312.5	138.79	94.67	294.17
50105	BT-20	10071-101-1	Palbociclib	0.0033113	uM	4	312.5	138.79	327.67	306.58
50105	BT-20	10071-101-1	Palbociclib	0.01	uM	4	312.5	138.79	299.33	306.58
50105	BT-20	10071-101-1	Palbociclib	0.031623	uM	4	312.5	138.79	226.67	306.58
50105	BT-20	10071-101-1	Palbociclib	0.1	uM	4	312.5	138.79	225.67	306.58
50105	BT-20	10071-101-1	Palbociclib	0.31623	uM	4	312.5	138.79	172.33	306.58
50105	BT-20	10071-101-1	Palbociclib	1.0	uM	4	312.5	138.79	184.0	306.58
50105	BT-20	10071-101-1	Palbociclib	3.1623	uM	4	312.5	138.79	169.0	306.58
50105	BT-20	10071-101-1	Palbociclib	10.0	uM	4	312.5	138.79	154.33	306.58
50105	BT-20	10071-101-1	Palbociclib	19.9526	uM	4	312.5	138.79	141.67	306.58
50105	BT-20	10146-101-3	Omipalisib	0.0016596	uM	4	625.0	288.04	754.67	772.58
50105	BT-20	10146-101-3	Omipalisib	0.0033113	uM	4	625.0	288.04	753.0	772.58
50105	BT-20	10146-101-3	Omipalisib	0.01	uM	4	625.0	288.04	547.0	772.58
50105	BT-20	10146-101-3	Omipalisib	0.031623	uM	4	625.0	288.04	337.67	772.58
50105	BT-20	10146-101-3	Omipalisib	0.1	uM	4	625.0	288.04	274.0	772.58
50105	BT-20	10146-101-3	Omipalisib	0.31623	uM	4	625.0	288.04	194.33	772.58
50105	BT-20	10146-101-3	Omipalisib	1.0	uM	4	625.0	288.04	181.33	772.58
50105	BT-20	10146-101-3	Omipalisib	3.1623	uM	4	625.0	288.04	107.33	772.58
50105	BT-20	10146-101-3	Omipalisib	10.0	uM	4	625.0	288.04	80.33	772.58
50105	BT-20	10264-999-2	Methotrexate	0.0016596	uM	4	625.0	288.04	746.67	772.58
50105	BT-20	10264-999-2	Methotrexate	0.0033113	uM	4	625.0	288.04	882.67	772.58
50105	BT-20	10264-999-2	Methotrexate	0.01	uM	4	625.0	288.04	776.33	772.58
50105	BT-20	10264-999-2	Methotrexate	0.031623	uM	4	625.0	288.04	877.33	772.58
50105	BT-20	10264-999-2	Methotrexate	0.1	uM	4	625.0	288.04	894.33	772.58
50105	BT-20	10264-999-2	Methotrexate	0.31623	uM	4	625.0	288.04	678.0	772.58
50105	BT-20	10264-999-2	Methotrexate	1.0	uM	4	625.0	288.04	792.33	772.58
50105	BT-20	10264-999-2	Methotrexate	3.1623	uM	4	625.0	288.04	779.33	772.58
50105	BT-20	10264-999-2	Methotrexate	10.0	uM	4	625.0	288.04	802.0	772.58
50105	BT-20	10102-999-6	Taxol	1.6596e-4	uM	4	625.0	288.04	958.0	772.58
50105	BT-20	10102-999-6	Taxol	3.3113e-4	uM	4	625.0	288.04	745.0	772.58
50105	BT-20	10102-999-6	Taxol	0.001	uM	4	625.0	288.04	724.0	772.58
50105	BT-20	10102-999-6	Taxol	0.0031623	uM	4	625.0	288.04	642.67	772.58
50105	BT-20	10102-999-6	Taxol	0.01	uM	4	625.0	288.04	365.67	772.58
50105	BT-20	10102-999-6	Taxol	0.031623	uM	4	625.0	288.04	236.67	772.58
50105	BT-20	10102-999-6	Taxol	0.1	uM	4	625.0	288.04	229.33	772.58
50105	BT-20	10102-999-6	Taxol	0.31623	uM	4	625.0	288.04	245.67	772.58
50105	BT-20	10102-999-6	Taxol	1.0	uM	4	625.0	288.04	218.0	772.58
50105	BT-20	10250-999-4	Etoposide	0.0033113	uM	4	625.0	288.04	861.67	810.33
50105	BT-20	10250-999-4	Etoposide	0.01	uM	4	625.0	288.04	923.0	810.33
50105	BT-20	10250-999-4	Etoposide	0.031623	uM	4	625.0	288.04	812.0	810.33
50105	BT-20	10250-999-4	Etoposide	0.1	uM	4	625.0	288.04	829.67	810.33
50105	BT-20	10250-999-4	Etoposide	0.31623	uM	4	625.0	288.04	631.67	810.33
50105	BT-20	10250-999-4	Etoposide	1.0	uM	4	625.0	288.04	553.67	810.33
50105	BT-20	10250-999-4	Etoposide	3.1623	uM	4	625.0	288.04	376.67	810.33
50105	BT-20	10250-999-4	Etoposide	10.0	uM	4	625.0	288.04	281.67	810.33
50105	BT-20	10250-999-4	Etoposide	19.9526	uM	4	625.0	288.04	207.0	810.33
50105	BT-20	10099-101-1	Nilotinib	0.0033113	uM	4	625.0	288.04	852.33	810.33
50105	BT-20	10099-101-1	Nilotinib	0.01	uM	4	625.0	288.04	1059.33	810.33
50105	BT-20	10099-101-1	Nilotinib	0.031623	uM	4	625.0	288.04	902.0	810.33
50105	BT-20	10099-101-1	Nilotinib	0.1	uM	4	625.0	288.04	862.33	810.33
50105	BT-20	10099-101-1	Nilotinib	0.31623	uM	4	625.0	288.04	985.67	810.33
50105	BT-20	10099-101-1	Nilotinib	1.0	uM	4	625.0	288.04	882.33	810.33
50105	BT-20	10099-101-1	Nilotinib	3.1623	uM	4	625.0	288.04	808.0	810.33
50105	BT-20	10099-101-1	Nilotinib	10.0	uM	4	625.0	288.04	1107.67	810.33
50105	BT-20	10099-101-1	Nilotinib	19.9526	uM	4	625.0	288.04	2585.33	810.33
50105	BT-20	10049-101-1	PLX-4720	0.0033113	uM	4	625.0	288.04	903.0	810.33
50105	BT-20	10049-101-1	PLX-4720	0.01	uM	4	625.0	288.04	911.0	810.33
50105	BT-20	10049-101-1	PLX-4720	0.031623	uM	4	625.0	288.04	792.33	810.33
50105	BT-20	10049-101-1	PLX-4720	0.1	uM	4	625.0	288.04	936.67	810.33
50105	BT-20	10049-101-1	PLX-4720	0.31623	uM	4	625.0	288.04	865.33	810.33
50105	BT-20	10049-101-1	PLX-4720	1.0	uM	4	625.0	288.04	834.33	810.33
50105	BT-20	10049-101-1	PLX-4720	3.1623	uM	4	625.0	288.04	783.0	810.33
50105	BT-20	10049-101-1	PLX-4720	10.0	uM	4	625.0	288.04	690.33	810.33
50105	BT-20	10049-101-1	PLX-4720	19.9526	uM	4	625.0	288.04	565.33	810.33
50105	BT-20	10024-101-1	NVP-TAE684	0.0016596	uM	4	625.0	288.04	848.0	810.33
50105	BT-20	10024-101-1	NVP-TAE684	0.0033113	uM	4	625.0	288.04	973.33	810.33
50105	BT-20	10024-101-1	NVP-TAE684	0.01	uM	4	625.0	288.04	1034.33	810.33
50105	BT-20	10024-101-1	NVP-TAE684	0.031623	uM	4	625.0	288.04	760.33	810.33
50105	BT-20	10024-101-1	NVP-TAE684	0.1	uM	4	625.0	288.04	828.67	810.33
50105	BT-20	10024-101-1	NVP-TAE684	0.31623	uM	4	625.0	288.04	909.0	810.33
50105	BT-20	10024-101-1	NVP-TAE684	1.0	uM	4	625.0	288.04	593.0	810.33
50105	BT-20	10024-101-1	NVP-TAE684	3.1623	uM	4	625.0	288.04	296.67	810.33
50105	BT-20	10024-101-1	NVP-TAE684	10.0	uM	4	625.0	288.04	197.0	810.33
50105	BT-20	10071-101-1	Palbociclib	0.0033113	uM	4	625.0	288.04	613.67	772.58
50105	BT-20	10071-101-1	Palbociclib	0.01	uM	4	625.0	288.04	653.67	772.58
50105	BT-20	10071-101-1	Palbociclib	0.031623	uM	4	625.0	288.04	547.0	772.58
50105	BT-20	10071-101-1	Palbociclib	0.1	uM	4	625.0	288.04	539.33	772.58
50105	BT-20	10071-101-1	Palbociclib	0.31623	uM	4	625.0	288.04	368.0	772.58
50105	BT-20	10071-101-1	Palbociclib	1.0	uM	4	625.0	288.04	340.67	772.58
50105	BT-20	10071-101-1	Palbociclib	3.1623	uM	4	625.0	288.04	374.67	772.58
50105	BT-20	10071-101-1	Palbociclib	10.0	uM	4	625.0	288.04	333.0	772.58
50105	BT-20	10071-101-1	Palbociclib	19.9526	uM	4	625.0	288.04	323.67	772.58
50105	BT-20	10146-101-3	Omipalisib	0.0016596	uM	4	1250.0	665.42	2012.67	2010.54
50105	BT-20	10146-101-3	Omipalisib	0.0033113	uM	4	1250.0	665.42	2091.0	2010.54
50105	BT-20	10146-101-3	Omipalisib	0.01	uM	4	1250.0	665.42	1326.67	2010.54
50105	BT-20	10146-101-3	Omipalisib	0.031623	uM	4	1250.0	665.42	647.67	2010.54
50105	BT-20	10146-101-3	Omipalisib	0.1	uM	4	1250.0	665.42	575.0	2010.54
50105	BT-20	10146-101-3	Omipalisib	0.31623	uM	4	1250.0	665.42	477.0	2010.54
50105	BT-20	10146-101-3	Omipalisib	1.0	uM	4	1250.0	665.42	399.0	2010.54
50105	BT-20	10146-101-3	Omipalisib	3.1623	uM	4	1250.0	665.42	245.33	2010.54
50105	BT-20	10146-101-3	Omipalisib	10.0	uM	4	1250.0	665.42	186.0	2010.54
50105	BT-20	10264-999-2	Methotrexate	0.0016596	uM	4	1250.0	665.42	2056.33	2010.54
50105	BT-20	10264-999-2	Methotrexate	0.0033113	uM	4	1250.0	665.42	2126.0	2010.54
50105	BT-20	10264-999-2	Methotrexate	0.01	uM	4	1250.0	665.42	2143.0	2010.54
50105	BT-20	10264-999-2	Methotrexate	0.031623	uM	4	1250.0	665.42	2080.0	2010.54
50105	BT-20	10264-999-2	Methotrexate	0.1	uM	4	1250.0	665.42	1849.67	2010.54
50105	BT-20	10264-999-2	Methotrexate	0.31623	uM	4	1250.0	665.42	1717.67	2010.54
50105	BT-20	10264-999-2	Methotrexate	1.0	uM	4	1250.0	665.42	1677.0	2010.54
50105	BT-20	10264-999-2	Methotrexate	3.1623	uM	4	1250.0	665.42	1681.0	2010.54
50105	BT-20	10264-999-2	Methotrexate	10.0	uM	4	1250.0	665.42	1760.0	2010.54
50105	BT-20	10102-999-6	Taxol	1.6596e-4	uM	4	1250.0	665.42	2288.67	2010.54
50105	BT-20	10102-999-6	Taxol	3.3113e-4	uM	4	1250.0	665.42	1854.67	2010.54
50105	BT-20	10102-999-6	Taxol	0.001	uM	4	1250.0	665.42	1921.67	2010.54
50105	BT-20	10102-999-6	Taxol	0.0031623	uM	4	1250.0	665.42	1706.0	2010.54
50105	BT-20	10102-999-6	Taxol	0.01	uM	4	1250.0	665.42	803.0	2010.54
50105	BT-20	10102-999-6	Taxol	0.031623	uM	4	1250.0	665.42	560.67	2010.54
50105	BT-20	10102-999-6	Taxol	0.1	uM	4	1250.0	665.42	466.33	2010.54
50105	BT-20	10102-999-6	Taxol	0.31623	uM	4	1250.0	665.42	519.0	2010.54
50105	BT-20	10102-999-6	Taxol	1.0	uM	4	1250.0	665.42	469.0	2010.54
50105	BT-20	10250-999-4	Etoposide	0.0033113	uM	4	1250.0	665.42	2169.67	2089.75
50105	BT-20	10250-999-4	Etoposide	0.01	uM	4	1250.0	665.42	2044.67	2089.75
50105	BT-20	10250-999-4	Etoposide	0.031623	uM	4	1250.0	665.42	2219.67	2089.75
50105	BT-20	10250-999-4	Etoposide	0.1	uM	4	1250.0	665.42	2181.33	2089.75
50105	BT-20	10250-999-4	Etoposide	0.31623	uM	4	1250.0	665.42	1728.33	2089.75
50105	BT-20	10250-999-4	Etoposide	1.0	uM	4	1250.0	665.42	1280.0	2089.75
