Cell Name	Small Molecule Name	concentration	LJP Library Plate	Timepoint	cell_count__time0	cell_count	cell_count__ctrl
MDA-MB-231	TGX221	0.04	LJP5	72	868	2426	3410
MDA-MB-231	TGX221	0.12	LJP5	72	868	2538	3410
MDA-MB-231	TGX221	0.37	LJP5	72	868	2555	3410
MDA-MB-231	TGX221	1.11	LJP5	72	868	2919	3410
MDA-MB-231	TGX221	3.33	LJP5	72	868	2001	3410
MDA-MB-231	TGX221	10	LJP5	72	868	2894	3410
MDA-MB-231	GSK1059615	0.04	LJP5	72	868	3825	3410
MDA-MB-231	GSK1059615	0.04	LJP6	72	868	3909	3556
MDA-MB-231	GSK1059615	0.12	LJP5	72	868	3699	3410
MDA-MB-231	GSK1059615	0.12	LJP6	72	868	3571	3556
MDA-MB-231	GSK1059615	0.37	LJP5	72	868	3113	3410
MDA-MB-231	GSK1059615	0.37	LJP6	72	868	3102	3556
MDA-MB-231	GSK1059615	1.11	LJP5	72	868	1671	3410
MDA-MB-231	GSK1059615	1.11	LJP6	72	868	1919	3556
MDA-MB-231	GSK1059615	3.33	LJP5	72	868	781	3410
MDA-MB-231	GSK1059615	3.33	LJP6	72	868	1178	3556
MDA-MB-231	GSK1059615	10	LJP5	72	868	586	3410
MDA-MB-231	GSK1059615	10	LJP6	72	868	660	3556
MDA-MB-231	Brivanib	0.04	LJP5	72	868	2841	3410
MDA-MB-231	Brivanib	0.12	LJP5	72	868	2804	3410
MDA-MB-231	Brivanib	0.37	LJP5	72	868	2967	3410
MDA-MB-231	Brivanib	1.11	LJP5	72	868	2996	3410
MDA-MB-231	Brivanib	3.33	LJP5	72	868	2782	3410
MDA-MB-231	Brivanib	10	LJP5	72	868	2241	3410
MDA-MB-231	CHIR-99021	0.04	LJP6	72	868	3091	3556
MDA-MB-231	CHIR-99021	0.12	LJP6	72	868	2799	3556
MDA-MB-231	CHIR-99021	0.37	LJP6	72	868	2913	3556
MDA-MB-231	CHIR-99021	1.11	LJP6	72	868	2901	3556
MDA-MB-231	CHIR-99021	3.33	LJP6	72	868	2911	3556
MDA-MB-231	CHIR-99021	10	LJP6	72	868	2866	3556
MDA-MB-231	Linifanib	0.04	LJP6	72	868	3905	3556
MDA-MB-231	Linifanib	0.12	LJP6	72	868	4002	3556
MDA-MB-231	Linifanib	0.37	LJP6	72	868	4037	3556
MDA-MB-231	Linifanib	1.11	LJP6	72	868	3871	3556
MDA-MB-231	Linifanib	3.33	LJP6	72	868	3880	3556
MDA-MB-231	Linifanib	10	LJP6	72	868	1371	3556
MDA-MB-231	PIK-93	0.04	LJP5	72	868	3598	3410
MDA-MB-231	PIK-93	0.12	LJP5	72	868	3631	3410
MDA-MB-231	PIK-93	0.37	LJP5	72	868	3735	3410
MDA-MB-231	PIK-93	1.11	LJP5	72	868	3305	3410
MDA-MB-231	PIK-93	3.33	LJP5	72	868	2602	3410
MDA-MB-231	PIK-93	10	LJP5	72	868	1450	3410
MDA-MB-231	Dactolisib	0.04	LJP5	72	868	2027	3410
MDA-MB-231	Dactolisib	0.12	LJP5	72	868	1811	3410
MDA-MB-231	Dactolisib	0.37	LJP5	72	868	1589	3410
MDA-MB-231	Dactolisib	1.11	LJP5	72	868	1539	3410
MDA-MB-231	Dactolisib	3.33	LJP5	72	868	1479	3410
MDA-MB-231	Dactolisib	10	LJP5	72	868	1555	3410
MDA-MB-231	Alpelisib	0.04	LJP5	72	868	3540	3410
MDA-MB-231	Alpelisib	0.12	LJP5	72	868	3390	3410
MDA-MB-231	Alpelisib	0.37	LJP5	72	868	3413	3410
MDA-MB-231	Alpelisib	1.11	LJP5	72	868	3232	3410
MDA-MB-231	Alpelisib	3.33	LJP5	72	868	3000	3410
MDA-MB-231	Alpelisib	10	LJP5	72	868	2084	3410
MDA-MB-231	GDC-0980	0.04	LJP5	72	868	2446	3410
MDA-MB-231	GDC-0980	0.12	LJP5	72	868	2220	3410
MDA-MB-231	GDC-0980	0.37	LJP5	72	868	1880	3410
MDA-MB-231	GDC-0980	1.11	LJP5	72	868	1620	3410
MDA-MB-231	GDC-0980	3.33	LJP5	72	868	1526	3410
MDA-MB-231	GDC-0980	10	LJP5	72	868	1437	3410
MDA-MB-231	Mitoxantrone	0.04	LJP5	72	868	877	3410
MDA-MB-231	Mitoxantrone	0.04	LJP6	72	868	914	3556
MDA-MB-231	Mitoxantrone	0.12	LJP5	72	868	928	3410
MDA-MB-231	Mitoxantrone	0.12	LJP6	72	868	882	3556
MDA-MB-231	Mitoxantrone	0.37	LJP5	72	868	810	3410
MDA-MB-231	Mitoxantrone	0.37	LJP6	72	868	827	3556
MDA-MB-231	Mitoxantrone	1.11	LJP5	72	868	718	3410
MDA-MB-231	Mitoxantrone	1.11	LJP6	72	868	718	3556
MDA-MB-231	Mitoxantrone	3.33	LJP5	72	868	668	3410
MDA-MB-231	Mitoxantrone	3.33	LJP6	72	868	645	3556
MDA-MB-231	Mitoxantrone	10	LJP5	72	868	331	3410
MDA-MB-231	Mitoxantrone	10	LJP6	72	868	290	3556
MDA-MB-231	Radicicol	0.04	LJP5	72	868	3698	3410
MDA-MB-231	Radicicol	0.04	LJP6	72	868	3982	3556
MDA-MB-231	Radicicol	0.12	LJP5	72	868	2532	3410
MDA-MB-231	Radicicol	0.12	LJP6	72	868	2529	3556
MDA-MB-231	Radicicol	0.37	LJP5	72	868	1485	3410
MDA-MB-231	Radicicol	0.37	LJP6	72	868	1679	3556
MDA-MB-231	Radicicol	1.11	LJP5	72	868	1146	3410
MDA-MB-231	Radicicol	1.11	LJP6	72	868	1277	3556
MDA-MB-231	Radicicol	3.33	LJP5	72	868	1112	3410
MDA-MB-231	Radicicol	3.33	LJP6	72	868	1277	3556
MDA-MB-231	Radicicol	10	LJP5	72	868	1020	3410
MDA-MB-231	Radicicol	10	LJP6	72	868	1066	3556
MDA-MB-231	Withaferin A	0.04	LJP5	72	868	3875	3410
MDA-MB-231	Withaferin A	0.04	LJP6	72	868	3607	3556
MDA-MB-231	Withaferin A	0.12	LJP5	72	868	3622	3410
MDA-MB-231	Withaferin A	0.12	LJP6	72	868	3540	3556
MDA-MB-231	Withaferin A	0.37	LJP5	72	868	2200	3410
MDA-MB-231	Withaferin A	0.37	LJP6	72	868	1918	3556
MDA-MB-231	Withaferin A	1.11	LJP5	72	868	936	3410
MDA-MB-231	Withaferin A	1.11	LJP6	72	868	807	3556
MDA-MB-231	Withaferin A	3.33	LJP5	72	868	768	3410
MDA-MB-231	Withaferin A	3.33	LJP6	72	868	675	3556
MDA-MB-231	Withaferin A	10	LJP5	72	868	476	3410
MDA-MB-231	Withaferin A	10	LJP6	72	868	532	3556
BT-20	Seliciclib	0.04	LJP5	72	1657	5718	5588
BT-20	Seliciclib	0.12	LJP5	72	1657	5585	5588
BT-20	Seliciclib	0.37	LJP5	72	1657	5212	5588
BT-20	Seliciclib	1.11	LJP5	72	1657	4763	5588
BT-20	Seliciclib	3.33	LJP5	72	1657	4547	5588
BT-20	Seliciclib	10	LJP5	72	1657	2184	5588
BT-20	AT-7519	0.04	LJP6	72	1657	5115	5383
BT-20	AT-7519	0.12	LJP6	72	1657	4313	5383
BT-20	AT-7519	0.37	LJP6	72	1657	1889	5383
BT-20	AT-7519	1.11	LJP6	72	1657	1474	5383
BT-20	AT-7519	3.33	LJP6	72	1657	1217	5383
BT-20	AT-7519	10	LJP6	72	1657	922	5383
BT-20	AZD7762	0.04	LJP6	72	1657	5881	5383
BT-20	AZD7762	0.12	LJP6	72	1657	5352	5383
BT-20	AZD7762	0.37	LJP6	72	1657	4158	5383
BT-20	AZD7762	1.11	LJP6	72	1657	2517	5383
BT-20	AZD7762	3.33	LJP6	72	1657	1552	5383
BT-20	AZD7762	10	LJP6	72	1657	836	5383
BT-20	AZD8055	0.04	LJP6	72	1657	2584	5383
BT-20	AZD8055	0.12	LJP6	72	1657	2341	5383
BT-20	AZD8055	0.37	LJP6	72	1657	1984	5383
BT-20	AZD8055	1.11	LJP6	72	1657	1987	5383
BT-20	AZD8055	3.33	LJP6	72	1657	1826	5383
BT-20	AZD8055	10	LJP6	72	1657	1508	5383
BT-20	Sorafenib	0.04	LJP6	72	1657	5122	5383
BT-20	Sorafenib	0.12	LJP6	72	1657	4954	5383
BT-20	Sorafenib	0.37	LJP6	72	1657	4847	5383
BT-20	Sorafenib	1.11	LJP6	72	1657	4723	5383
BT-20	Sorafenib	3.33	LJP6	72	1657	4606	5383
BT-20	Sorafenib	10	LJP6	72	1657	2825	5383
BT-20	CP466722	0.04	LJP5	72	1657	5939	5588
BT-20	CP466722	0.12	LJP5	72	1657	5575	5588
BT-20	CP466722	0.37	LJP5	72	1657	5847	5588
BT-20	CP466722	1.11	LJP5	72	1657	5755	5588
BT-20	CP466722	3.33	LJP5	72	1657	5382	5588
BT-20	CP466722	10	LJP5	72	1657	3529	5588
BT-20	CP724714	0.04	LJP5	72	1657	5207	5588
BT-20	CP724714	0.12	LJP5	72	1657	5078	5588
BT-20	CP724714	0.37	LJP5	72	1657	4890	5588
BT-20	CP724714	1.11	LJP5	72	1657	4568	5588
BT-20	CP724714	3.33	LJP5	72	1657	4497	5588
BT-20	CP724714	10	LJP5	72	1657	3680	5588
BT-20	Alvocidib	0.04	LJP6	72	1657	2798	5383
BT-20	Alvocidib	0.12	LJP6	72	1657	1396	5383
BT-20	Alvocidib	0.37	LJP6	72	1657	1244	5383
BT-20	Alvocidib	1.11	LJP6	72	1657	1130	5383
BT-20	Alvocidib	3.33	LJP6	72	1657	1188	5383
BT-20	Alvocidib	10	LJP6	72	1657	1169	5383
BT-20	GW843682X	0.04	LJP6	72	1657	4886	5383
BT-20	GW843682X	0.12	LJP6	72	1657	3476	5383
BT-20	GW843682X	0.37	LJP6	72	1657	2170	5383
BT-20	GW843682X	1.11	LJP6	72	1657	1417	5383
BT-20	GW843682X	3.33	LJP6	72	1657	1241	5383
BT-20	GW843682X	10	LJP6	72	1657	1730	5383
BT-20	HG-5-113-01	0.04	LJP5	72	1657	5252	5588
BT-20	HG-5-113-01	0.12	LJP5	72	1657	5005	5588
BT-20	HG-5-113-01	0.37	LJP5	72	1657	4390	5588
BT-20	HG-5-113-01	1.11	LJP5	72	1657	3826	5588
BT-20	HG-5-113-01	3.33	LJP5	72	1657	2727	5588
BT-20	HG-5-113-01	10	LJP5	72	1657	1376	5588
BT-20	HG-5-88-01	0.04	LJP6	72	1657	4635	5383
BT-20	HG-5-88-01	0.12	LJP6	72	1657	5270	5383
BT-20	HG-5-88-01	0.37	LJP6	72	1657	5293	5383
BT-20	HG-5-88-01	1.11	LJP6	72	1657	4985	5383
BT-20	HG-5-88-01	3.33	LJP6	72	1657	4472	5383
BT-20	HG-5-88-01	10	LJP6	72	1657	3006	5383
BT-20	HG-6-64-01	0.04	LJP6	72	1657	5824	5383
BT-20	HG-6-64-01	0.12	LJP6	72	1657	5436	5383
BT-20	HG-6-64-01	0.37	LJP6	72	1657	4625	5383
BT-20	HG-6-64-01	1.11	LJP6	72	1657	3977	5383
BT-20	HG-6-64-01	3.33	LJP6	72	1657	2994	5383
BT-20	HG-6-64-01	10	LJP6	72	1657	904	5383
BT-20	Neratinib	0.04	LJP5	72	1657	4519	5588
BT-20	Neratinib	0.12	LJP5	72	1657	4407	5588
BT-20	Neratinib	0.37	LJP5	72	1657	4244	5588
BT-20	Neratinib	1.11	LJP5	72	1657	3794	5588
BT-20	Neratinib	3.33	LJP5	72	1657	3315	5588
BT-20	Neratinib	10	LJP5	72	1657	2883	5588
BT-20	JW-7-24-1	0.04	LJP6	72	1657	4770	5383
BT-20	JW-7-24-1	0.12	LJP6	72	1657	5194	5383
BT-20	JW-7-24-1	0.37	LJP6	72	1657	4627	5383
BT-20	JW-7-24-1	1.11	LJP6	72	1657	4510	5383
BT-20	JW-7-24-1	3.33	LJP6	72	1657	4050	5383
BT-20	JW-7-24-1	10	LJP6	72	1657	1813	5383
BT-20	Dasatinib	0.04	LJP5	72	1657	5156	5588
BT-20	Dasatinib	0.04	LJP6	72	1657	2745	5383
BT-20	Dasatinib	0.12	LJP5	72	1657	3500	5588
BT-20	Dasatinib	0.12	LJP6	72	1657	1833	5383
BT-20	Dasatinib	0.37	LJP5	72	1657	1894	5588
BT-20	Dasatinib	0.37	LJP6	72	1657	1678	5383
BT-20	Dasatinib	1.11	LJP5	72	1657	1580	5588
BT-20	Dasatinib	1.11	LJP6	72	1657	1453	5383
BT-20	Dasatinib	3.33	LJP5	72	1657	1332	5588
BT-20	Dasatinib	3.33	LJP6	72	1657	1159	5383
BT-20	Dasatinib	10	LJP5	72	1657	1283	5588
BT-20	Dasatinib	10	LJP6	72	1657	1008	5383
BT-20	Tozasertib	0.04	LJP5	72	1657	3346	5588
BT-20	Tozasertib	0.12	LJP5	72	1657	1979	5588
BT-20	Tozasertib	0.37	LJP5	72	1657	1709	5588
BT-20	Tozasertib	1.11	LJP5	72	1657	1732	5588
BT-20	Tozasertib	3.33	LJP5	72	1657	1627	5588
BT-20	Tozasertib	10	LJP5	72	1657	1660	5588
BT-20	Imatinib	0.04	LJP6	72	1657	5484	5383
BT-20	Imatinib	0.12	LJP6	72	1657	5758	5383
BT-20	Imatinib	0.37	LJP6	72	1657	5458	5383
BT-20	Imatinib	1.11	LJP6	72	1657	5631	5383
BT-20	Imatinib	3.33	LJP6	72	1657	5506	5383
BT-20	Imatinib	10	LJP6	72	1657	5268	5383
BT-20	NVP-TAE684	0.04	LJP6	72	1657	5496	5383
BT-20	NVP-TAE684	0.12	LJP6	72	1657	3725	5383
BT-20	NVP-TAE684	0.37	LJP6	72	1657	4956	5383
BT-20	NVP-TAE684	1.11	LJP6	72	1657	4275	5383
BT-20	NVP-TAE684	3.33	LJP6	72	1657	2649	5383
BT-20	NVP-TAE684	10	LJP6	72	1657	1604	5383
BT-20	CGP60474	0.04	LJP5	72	1657	5524	5588
BT-20	CGP60474	0.04	LJP6	72	1657	1217	5383
BT-20	CGP60474	0.12	LJP5	72	1657	1844	5588
BT-20	CGP60474	0.12	LJP6	72	1657	1028	5383
BT-20	CGP60474	0.37	LJP5	72	1657	1541	5588
BT-20	CGP60474	0.37	LJP6	72	1657	1032	5383
BT-20	CGP60474	1.11	LJP5	72	1657	1516	5588
BT-20	CGP60474	1.11	LJP6	72	1657	1035	5383
BT-20	CGP60474	3.33	LJP5	72	1657	1342	5588
BT-20	CGP60474	3.33	LJP6	72	1657	931	5383
BT-20	CGP60474	10	LJP5	72	1657	1176	5588
BT-20	CGP60474	10	LJP6	72	1657	673	5383
BT-20	PD173074	0.04	LJP6	72	1657	6043	5383
BT-20	PD173074	0.12	LJP6	72	1657	5982	5383
BT-20	PD173074	0.37	LJP6	72	1657	6106	5383
BT-20	PD173074	1.11	LJP6	72	1657	6376	5383
BT-20	PD173074	3.33	LJP6	72	1657	6371	5383
BT-20	PD173074	10	LJP6	72	1657	5503	5383
BT-20	Crizotinib	0.04	LJP5	72	1657	4615	5588
BT-20	Crizotinib	0.12	LJP5	72	1657	5034	5588
BT-20	Crizotinib	0.37	LJP5	72	1657	4808	5588
BT-20	Crizotinib	1.11	LJP5	72	1657	4527	5588
BT-20	Crizotinib	3.33	LJP5	72	1657	3569	5588
BT-20	Crizotinib	10	LJP5	72	1657	1646	5588
BT-20	BMS345541	0.04	LJP6	72	1657	5435	5383
BT-20	BMS345541	0.12	LJP6	72	1657	5506	5383
BT-20	BMS345541	0.37	LJP6	72	1657	5520	5383
BT-20	BMS345541	1.11	LJP6	72	1657	4882	5383
BT-20	BMS345541	3.33	LJP6	72	1657	4482	5383
BT-20	BMS345541	10	LJP6	72	1657	1686	5383
BT-20	KIN001-043	0.04	LJP6	72	1657	5295	5383
BT-20	KIN001-043	0.12	LJP6	72	1657	5203	5383
BT-20	KIN001-043	0.37	LJP6	72	1657	5458	5383
BT-20	KIN001-043	1.11	LJP6	72	1657	5417	5383
BT-20	KIN001-043	3.33	LJP6	72	1657	5475	5383
BT-20	KIN001-043	10	LJP6	72	1657	3221	5383
BT-20	Saracatinib	0.04	LJP6	72	1657	5648	5383
BT-20	Saracatinib	0.12	LJP6	72	1657	5246	5383
BT-20	Saracatinib	0.37	LJP6	72	1657	4894	5383
BT-20	Saracatinib	1.11	LJP6	72	1657	4346	5383
BT-20	Saracatinib	3.33	LJP6	72	1657	3616	5383
BT-20	Saracatinib	10	LJP6	72	1657	2213	5383
BT-20	Sigma A6730	0.04	LJP5	72	1657	4910	5588
BT-20	Sigma A6730	0.12	LJP5	72	1657	4970	5588
BT-20	Sigma A6730	0.37	LJP5	72	1657	5188	5588
BT-20	Sigma A6730	1.11	LJP5	72	1657	4941	5588
BT-20	Sigma A6730	3.33	LJP5	72	1657	5110	5588
BT-20	Sigma A6730	10	LJP5	72	1657	2745	5588
BT-20	WH-4-025	0.04	LJP5	72	1657	5402	5588
BT-20	WH-4-025	0.12	LJP5	72	1657	4087	5588
BT-20	WH-4-025	0.37	LJP5	72	1657	3593	5588
BT-20	WH-4-025	1.11	LJP5	72	1657	1840	5588
BT-20	WH-4-025	3.33	LJP5	72	1657	1422	5588
BT-20	WH-4-025	10	LJP5	72	1657	1145	5588
BT-20	R406	0.04	LJP6	72	1657	5812	5383
BT-20	R406	0.12	LJP6	72	1657	5542	5383
BT-20	R406	0.37	LJP6	72	1657	5581	5383
BT-20	R406	1.11	LJP6	72	1657	5457	5383
BT-20	R406	3.33	LJP6	72	1657	4966	5383
BT-20	R406	10	LJP6	72	1657	2463	5383
BT-20	BI-2536	0.04	LJP6	72	1657	1491	5383
BT-20	BI-2536	0.12	LJP6	72	1657	1511	5383
BT-20	BI-2536	0.37	LJP6	72	1657	1544	5383
BT-20	BI-2536	1.11	LJP6	72	1657	1543	5383
BT-20	BI-2536	3.33	LJP6	72	1657	1630	5383
BT-20	BI-2536	10	LJP6	72	1657	1646	5383
BT-20	A443654	0.04	LJP6	72	1657	2897	5383
BT-20	A443654	0.12	LJP6	72	1657	2386	5383
BT-20	A443654	0.37	LJP6	72	1657	1495	5383
BT-20	A443654	1.11	LJP6	72	1657	1225	5383
BT-20	A443654	3.33	LJP6	72	1657	1142	5383
BT-20	A443654	10	LJP6	72	1657	652	5383
BT-20	SB590885	0.04	LJP5	72	1657	5376	5588
BT-20	SB590885	0.12	LJP5	72	1657	5393	5588
BT-20	SB590885	0.37	LJP5	72	1657	5431	5588
BT-20	SB590885	1.11	LJP5	72	1657	5406	5588
BT-20	SB590885	3.33	LJP5	72	1657	5640	5588
BT-20	SB590885	10	LJP5	72	1657	5018	5588
BT-20	Pictilisib	0.04	LJP6	72	1657	4409	5383
BT-20	Pictilisib	0.12	LJP6	72	1657	4346	5383
BT-20	Pictilisib	0.37	LJP6	72	1657	3203	5383
BT-20	Pictilisib	1.11	LJP6	72	1657	2331	5383
BT-20	Pictilisib	3.33	LJP6	72	1657	1746	5383
BT-20	Pictilisib	10	LJP6	72	1657	1554	5383
BT-20	PD184352	0.04	LJP5	72	1657	5766	5588
BT-20	PD184352	0.12	LJP5	72	1657	5799	5588
BT-20	PD184352	0.37	LJP5	72	1657	5388	5588
BT-20	PD184352	1.11	LJP5	72	1657	5512	5588
BT-20	PD184352	3.33	LJP5	72	1657	5398	5588
BT-20	PD184352	10	LJP5	72	1657	2987	5588
BT-20	PLX-4720	0.04	LJP5	72	1657	5745	5588
BT-20	PLX-4720	0.12	LJP5	72	1657	5379	5588
BT-20	PLX-4720	0.37	LJP5	72	1657	5485	5588
BT-20	PLX-4720	1.11	LJP5	72	1657	5517	5588
BT-20	PLX-4720	3.33	LJP5	72	1657	4095	5588
BT-20	PLX-4720	10	LJP5	72	1657	2924	5588
BT-20	Lapatinib	0.04	LJP6	72	1657	4984	5383
BT-20	Lapatinib	0.12	LJP6	72	1657	5262	5383
BT-20	Lapatinib	0.37	LJP6	72	1657	5384	5383
BT-20	Lapatinib	1.11	LJP6	72	1657	5117	5383
BT-20	Lapatinib	3.33	LJP6	72	1657	4868	5383
BT-20	Lapatinib	10	LJP6	72	1657	4252	5383
BT-20	Sirolimus	0.04	LJP6	72	1657	3525	5383
BT-20	Sirolimus	0.12	LJP6	72	1657	3617	5383
BT-20	Sirolimus	0.37	LJP6	72	1657	3629	5383
BT-20	Sirolimus	1.11	LJP6	72	1657	3685	5383
BT-20	Sirolimus	3.33	LJP6	72	1657	3676	5383
BT-20	Sirolimus	10	LJP6	72	1657	3799	5383
BT-20	ZSTK474	0.04	LJP6	72	1657	5377	5383
BT-20	ZSTK474	0.12	LJP6	72	1657	4895	5383
BT-20	ZSTK474	0.37	LJP6	72	1657	3379	5383
BT-20	ZSTK474	1.11	LJP6	72	1657	2187	5383
BT-20	ZSTK474	3.33	LJP6	72	1657	1697	5383
BT-20	ZSTK474	10	LJP6	72	1657	1543	5383
BT-20	BX-912	0.04	LJP5	72	1657	5063	5588
BT-20	BX-912	0.12	LJP5	72	1657	5125	5588
BT-20	BX-912	0.37	LJP5	72	1657	5456	5588
BT-20	BX-912	1.11	LJP5	72	1657	5160	5588
BT-20	BX-912	3.33	LJP5	72	1657	4240	5588
BT-20	BX-912	10	LJP5	72	1657	2697	5588
BT-20	Selumetinib	0.04	LJP6	72	1657	6126	5383
BT-20	Selumetinib	0.12	LJP6	72	1657	5592	5383
BT-20	Selumetinib	0.37	LJP6	72	1657	5683	5383
BT-20	Selumetinib	1.11	LJP6	72	1657	5734	5383
BT-20	Selumetinib	3.33	LJP6	72	1657	5739	5383
BT-20	Selumetinib	10	LJP6	72	1657	5417	5383
BT-20	MK2206	0.04	LJP6	72	1657	5368	5383
BT-20	MK2206	0.12	LJP6	72	1657	5029	5383
BT-20	MK2206	0.37	LJP6	72	1657	3982	5383
BT-20	MK2206	1.11	LJP6	72	1657	3538	5383
BT-20	MK2206	3.33	LJP6	72	1657	2935	5383
BT-20	MK2206	10	LJP6	72	1657	1838	5383
BT-20	AZD-6482	0.04	LJP5	72	1657	5328	5588
BT-20	AZD-6482	0.12	LJP5	72	1657	5004	5588
BT-20	AZD-6482	0.37	LJP5	72	1657	4328	5588
BT-20	AZD-6482	1.11	LJP5	72	1657	3514	5588
BT-20	AZD-6482	3.33	LJP5	72	1657	2461	5588
BT-20	AZD-6482	10	LJP5	72	1657	1556	5588
BT-20	NU7441	0.04	LJP5	72	1657	5736	5588
BT-20	NU7441	0.12	LJP5	72	1657	5902	5588
BT-20	NU7441	0.37	LJP5	72	1657	5745	5588
BT-20	NU7441	1.11	LJP5	72	1657	5599	5588
BT-20	NU7441	3.33	LJP5	72	1657	5366	5588
BT-20	NU7441	10	LJP5	72	1657	2467	5588
BT-20	OSI-027	0.04	LJP6	72	1657	5567	5383
BT-20	OSI-027	0.12	LJP6	72	1657	4303	5383
BT-20	OSI-027	0.37	LJP6	72	1657	3446	5383
BT-20	OSI-027	1.11	LJP6	72	1657	2944	5383
BT-20	OSI-027	3.33	LJP6	72	1657	2599	5383
BT-20	OSI-027	10	LJP6	72	1657	2255	5383
BT-20	WYE-125132	0.04	LJP6	72	1657	3100	5383
BT-20	WYE-125132	0.12	LJP6	72	1657	2553	5383
BT-20	WYE-125132	0.37	LJP6	72	1657	2430	5383
BT-20	WYE-125132	1.11	LJP6	72	1657	2233	5383
BT-20	WYE-125132	3.33	LJP6	72	1657	2216	5383
BT-20	WYE-125132	10	LJP6	72	1657	2019	5383
BT-20	Barasertib	0.04	LJP5	72	1657	5249	5588
BT-20	Barasertib	0.12	LJP5	72	1657	4476	5588
BT-20	Barasertib	0.37	LJP5	72	1657	3393	5588
BT-20	Barasertib	1.11	LJP5	72	1657	2554	5588
BT-20	Barasertib	3.33	LJP5	72	1657	2292	5588
BT-20	Barasertib	10	LJP5	72	1657	1851	5588
BT-20	Vemurafenib	0.04	LJP5	72	1657	5732	5588
BT-20	Vemurafenib	0.12	LJP5	72	1657	5716	5588
BT-20	Vemurafenib	0.37	LJP5	72	1657	5543	5588
BT-20	Vemurafenib	1.11	LJP5	72	1657	5543	5588
BT-20	Vemurafenib	3.33	LJP5	72	1657	5138	5588
BT-20	Vemurafenib	10	LJP5	72	1657	3848	5588
BT-20	Enzastaurin	0.04	LJP5	72	1657	6123	5588
BT-20	Enzastaurin	0.12	LJP5	72	1657	5937	5588
BT-20	Enzastaurin	0.37	LJP5	72	1657	6128	5588
BT-20	Enzastaurin	1.11	LJP5	72	1657	6392	5588
BT-20	Enzastaurin	3.33	LJP5	72	1657	6589	5588
BT-20	Enzastaurin	10	LJP5	72	1657	6867	5588
BT-20	Palbociclib	0.04	LJP6	72	1657	4057	5383
BT-20	Palbociclib	0.12	LJP6	72	1657	3420	5383
BT-20	Palbociclib	0.37	LJP6	72	1657	2900	5383
BT-20	Palbociclib	1.11	LJP6	72	1657	2553	5383
BT-20	Palbociclib	3.33	LJP6	72	1657	2405	5383
BT-20	Palbociclib	10	LJP6	72	1657	2337	5383
BT-20	PF562271	0.04	LJP6	72	1657	5018	5383
BT-20	PF562271	0.12	LJP6	72	1657	4735	5383
BT-20	PF562271	0.37	LJP6	72	1657	4473	5383
BT-20	PF562271	1.11	LJP6	72	1657	3445	5383
BT-20	PF562271	3.33	LJP6	72	1657	1962	5383
BT-20	PF562271	10	LJP6	72	1657	1301	5383
BT-20	PHA-793887	0.04	LJP6	72	1657	3101	5383
BT-20	PHA-793887	0.12	LJP6	72	1657	2954	5383
BT-20	PHA-793887	0.37	LJP6	72	1657	2536	5383
BT-20	PHA-793887	1.11	LJP6	72	1657	1984	5383
BT-20	PHA-793887	3.33	LJP6	72	1657	1654	5383
BT-20	PHA-793887	10	LJP6	72	1657	1369	5383
BT-20	QL-X-138	0.04	LJP6	72	1657	3961	5383
BT-20	QL-X-138	0.12	LJP6	72	1657	3985	5383
BT-20	QL-X-138	0.37	LJP6	72	1657	3658	5383
BT-20	QL-X-138	1.11	LJP6	72	1657	3161	5383
BT-20	QL-X-138	3.33	LJP6	72	1657	2739	5383
BT-20	QL-X-138	10	LJP6	72	1657	1231	5383
BT-20	QL-XII-47	0.04	LJP6	72	1657	4749	5383
BT-20	QL-XII-47	0.12	LJP6	72	1657	4361	5383
BT-20	QL-XII-47	0.37	LJP6	72	1657	2976	5383
BT-20	QL-XII-47	1.11	LJP6	72	1657	1728	5383
BT-20	QL-XII-47	3.33	LJP6	72	1657	1317	5383
BT-20	QL-XII-47	10	LJP6	72	1657	799	5383
BT-20	Torin1	0.04	LJP6	72	1657	2445	5383
BT-20	Torin1	0.12	LJP6	72	1657	2103	5383
BT-20	Torin1	0.37	LJP6	72	1657	1781	5383
BT-20	Torin1	1.11	LJP6	72	1657	1451	5383
BT-20	Torin1	3.33	LJP6	72	1657	1240	5383
BT-20	Torin1	10	LJP6	72	1657	1080	5383
BT-20	Torin2	0.04	LJP5	72	1657	1731	5588
BT-20	Torin2	0.12	LJP5	72	1657	1522	5588
BT-20	Torin2	0.37	LJP5	72	1657	1551	5588
BT-20	Torin2	1.11	LJP5	72	1657	1311	5588
BT-20	Torin2	3.33	LJP5	72	1657	1050	5588
BT-20	Torin2	10	LJP5	72	1657	1242	5588
BT-20	WZ-4-145	0.04	LJP6	72	1657	4689	5383
BT-20	WZ-4-145	0.12	LJP6	72	1657	4754	5383
BT-20	WZ-4-145	0.37	LJP6	72	1657	4652	5383
BT-20	WZ-4-145	1.11	LJP6	72	1657	4543	5383
BT-20	WZ-4-145	3.33	LJP6	72	1657	4261	5383
BT-20	WZ-4-145	10	LJP6	72	1657	2493	5383
BT-20	WZ3105	0.04	LJP5	72	1657	2568	5588
BT-20	WZ3105	0.12	LJP5	72	1657	2203	5588
BT-20	WZ3105	0.37	LJP5	72	1657	1863	5588
BT-20	WZ3105	1.11	LJP5	72	1657	1608	5588
BT-20	WZ3105	3.33	LJP5	72	1657	1370	5588
